session_id,audio_segment_id,source_asr_sentence_id,start_ms,end_ms,duration_ms,text_clean,audio_source_type,speaker_role,asr_quality,host_speech_usable,exclusion_reason,word_confidence_avg,word_confidence_min,word_count,speech_rate_chars_per_sec,pause_before_ms,pause_after_ms,volume_rms,volume_dbfs,peak_dbfs,emphasis_label,prosody_measure_status,evidence_ref,completion_status
latest_live_01,latest_live_01-A001021,1021,5543200,5544840,1640,这些姐妹们一定要学！,host_speech,probable_host,high,true,,0.997,0.988,5,6.1,880,440,0.236497,-12.52,-1.13,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001022,1022,5545280,5549560,4280,咱们，你看，现在你、你、你学个钢琴，是不是你也来去学习一下，考个证儿？,host_speech,probable_host,high,true,,0.939,0.431,19,8.18,440,360,0.259792,-11.71,-0.92,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001023,1023,5549920,5552200,2280,游泳是不是你也得学习一下游泳的技巧？,host_speech,probable_host,high,true,,0.984,0.869,9,7.89,360,160,0.276089,-11.18,-1.14,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001024,1024,5552360,5555280,2920,你今天跑步，你都还学习一下怎么样正确的去跑步。,host_speech,probable_host,high,true,,0.989,0.945,12,7.88,160,240,0.256123,-11.83,-1.21,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001025,1025,5555520,5557400,1880,但是对于我们自己呢，对吧？,host_speech,probable_host,high,true,,0.998,0.996,6,6.91,240,280,0.27539,-11.2,-0.81,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001026,1026,5557680,5563280,5600,我们、我们的亲密关系呢，很多人其实是没有学习过的，不知道怎么……对吧？,host_speech,probable_host,high,true,,0.875,0.106,16,6.25,280,200,0.259866,-11.71,-1.01,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001027,1027,5563480,5564880,1400,有喜欢的人怎么办呢？,host_speech,probable_host,high,true,,0.999,0.997,5,7.14,200,240,0.273207,-11.27,-0.82,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001028,1028,5565120,5566240,1120,哎，怎么搞定啊？,host_speech,probable_host,high,true,,0.799,0.308,4,7.14,240,280,0.273938,-11.25,-1.05,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001029,1029,5566520,5569280,2760,怎么让两个人关系更和谐、更持久啊？,host_speech,probable_host,high,true,,0.986,0.95,9,6.16,280,320,0.265455,-11.52,-0.62,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001030,1030,5569600,5571360,1760,其实这些都是需要学习的。,host_speech,probable_host,high,true,,0.998,0.996,5,6.82,320,320,0.242731,-12.3,-1.12,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001031,1031,5571680,5577040,5360,只不过呢，这个事儿呢，爹妈不教，老师不会，咱们也只能再看会儿片片来去学习。,host_speech,probable_host,high,true,,0.875,0.186,22,6.9,320,80,0.262654,-11.61,-1.01,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001032,1032,5577120,5578080,960,这些是错误的！,host_speech,probable_host,high,true,,0.998,0.996,4,7.29,80,280,0.257683,-11.78,-1.2,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001033,1033,5578360,5580360,2000,我教你们的都是专业的东西。,host_speech,probable_host,high,true,,0.999,0.993,7,6.5,280,120,0.279172,-11.08,-0.66,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001034,1034,5580480,5587760,7280,因为男性老师除了是教私密瑜伽以外，我自己是专门的性教育讲师和高级的亲密关系咨询师。,host_speech,probable_host,high,true,,0.981,0.801,24,5.63,120,360,0.2553,-11.86,-0.95,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001035,1035,5588120,5597720,9600,我自己在十几年的过程当中，我们咨询了几千上万的学员案例，然后太多太多女性就是因为不懂、因为不会，吃了很多的亏，搞得对吧？,host_speech,probable_host,high,true,,0.986,0.879,29,6.25,360,520,0.252346,-11.96,-0.95,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001036,1036,5598240,5599360,1120,分崩离析的啊！,host_speech,probable_host,high,true,,0.902,0.526,6,6.25,520,240,0.30225,-10.39,-0.97,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001037,1037,5599600,5600440,840,来，我再讲讲哈！,host_speech,probable_host,high,true,,0.998,0.991,6,9.52,240,240,0.298493,-10.5,-1.17,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001038,1038,5600680,5611320,10640,来，拍了椰子油的按摩视频，来，拍了椰子油的姐妹们，一号链接找客服，然后或者是进粉丝群，然后进粉丝群去里面去找我们也可以啊！,host_speech,probable_host,high,true,,0.981,0.814,37,5.73,240,360,0.26313,-11.6,-0.78,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001039,1039,5611680,5619720,8040,699的，我有5天的私密直播、5天的内部直播，然后呢，大家想学习的这个，我今天只开放给10个有缘人，好不好？,host_speech,probable_host,high,true,,0.897,0.286,36,6.72,360,80,0.276205,-11.18,-0.79,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001040,1040,5619800,5621080,1280,因为这个是老师的付费课。,host_speech,probable_host,high,true,,0.984,0.912,6,9.38,80,440,0.261634,-11.65,-1.26,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001041,1041,5621520,5623120,1600,然后，今天我们只给十个。,host_speech,probable_host,high,true,,0.974,0.877,5,7.5,440,200,0.269304,-11.4,-1.16,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001042,1042,5623320,5627960,4640,都有哪些姐妹拍了的，可以打个“已拍”；那我点名，我点到的就有，没有点到的就没有啊！,host_speech,probable_host,high,true,,0.882,0.001,29,8.84,200,360,0.267201,-11.46,-0.95,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001043,1043,5628320,5634400,6080,拍了的姐妹们，打个“已拍”；打了“已拍”的，我点了名的，就单独给你们、单独给你们发；没有的，就没有了啊！,host_speech,probable_host,high,true,,0.823,0.001,34,8.55,360,800,0.250396,-12.03,-0.93,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001044,1044,5635200,5636160,960,没有了，就没有了哈！,host_speech,probable_host,high,true,,0.99,0.979,5,10.42,800,160,0.257139,-11.8,-1.33,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001045,1045,5636320,5637680,1360,呵呵，好啊！,host_speech,probable_host,medium,true,,0.719,0.386,3,4.41,160,120,0.195494,-14.18,-1.68,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001046,1046,5637800,5639080,1280,有没有学习吸力的？,host_speech,probable_host,high,true,,0.985,0.955,5,7.03,120,200,0.271864,-11.31,-1.05,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001047,1047,5639280,5647160,7880,有吸力、握力、弹力、紧致度、水润度、饱满度……这个是进你们、你们那个在我的直播里面，到时候会给你们讲的啊！,host_speech,probable_host,high,true,,0.909,0.0,32,6.73,200,450,0.274461,-11.23,-0.92,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001048,1048,5647610,5649570,1960,好，给青青青青一拍了吗？,host_speech,probable_host,medium,true,,0.76,0.457,9,6.12,450,240,0.284315,-10.92,-1.06,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001049,1049,5649810,5661330,11520,好，然后完了过后呢，啊，红红莹哈，红莹已经拍了哈，给暖心向阳拍了，拍了的来，把他们名字备注一下，把他们专门给我们邀到我们的那个付费群里面去。,host_speech,probable_host,high,true,,0.942,0.121,43,6.08,240,200,0.266394,-11.49,-0.96,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001050,1050,5661530,5663850,2320,然后完了过后呢，给大家去讲哈。,host_speech,probable_host,high,true,,0.893,0.052,9,6.47,200,240,0.22268,-13.05,-1.59,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001051,1051,5664090,5673530,9440,嗯，好，699的课程，今天拍了1号链接的姐妹们，2号链接的姐妹们，直接可以去领取，直接可以去领取，不需要你们单独拍。,host_speech,probable_host,high,true,,0.91,0.067,34,6.14,240,320,0.250619,-12.02,-0.69,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001052,1052,5673850,5674810,960,青青听懂没？,host_speech,probable_host,medium,true,,0.667,0.044,5,6.25,320,40,0.281597,-11.01,-1.58,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001053,1053,5674850,5677370,2520,不需要单独拍，今天我抽10个名额送。,host_speech,probable_host,high,true,,0.81,0.047,12,7.14,40,470,0.270398,-11.36,-1.15,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001054,1054,5677840,5685960,8120,我今天抽十个，送一号链接拍了球球的、二号链接拍了椰子油的，直接今天抽十个幸运儿拿来送。,host_speech,probable_host,high,true,,0.978,0.834,29,5.3,470,320,0.258057,-11.77,-0.73,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001055,1055,5686280,5691680,5400,然后完了过后呢，就可以领取：早上是练习，晚上是技巧，懂了吗？,host_speech,probable_host,high,true,,0.927,0.029,15,5.56,320,400,0.243417,-12.27,-1.11,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001056,1056,5692080,5695880,3800,女人高段位的女人是不是得要学点功夫、学点技巧？,host_speech,probable_host,high,true,,0.992,0.943,14,6.05,400,320,0.286962,-10.84,-0.93,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001057,1057,5696200,5701040,4840,所以女人要头脑清晰、设备精良，还要会三招两式。,host_speech,probable_host,high,true,,0.915,0.365,14,4.75,320,240,0.260587,-11.68,-1.07,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001058,1058,5701280,5706120,4840,你们在我这里，我就教你们怎么头脑清晰、怎么设备精良、怎么会三招两式。,host_speech,probable_host,high,true,,0.942,0.454,18,7.02,240,500,0.258116,-11.76,-1.09,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001059,1059,5706620,5708780,2160,我们训练是不是要训练设备精良？,host_speech,probable_host,high,true,,0.907,0.299,8,6.94,500,280,0.281332,-11.02,-1.12,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001060,1060,5709060,5710020,960,什么叫好设备？,host_speech,probable_host,high,true,,0.999,0.997,3,7.29,280,480,0.235111,-12.57,-0.86,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001061,1061,5710500,5711700,1200,什么叫设备精良？,host_speech,probable_host,high,true,,0.823,0.316,4,6.67,480,320,0.288085,-10.81,-1.16,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001062,1062,5712020,5712420,400,对不对？,host_speech,probable_host,high,true,,0.998,0.998,2,10.0,320,200,0.30116,-10.42,-1.24,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001063,1063,5712620,5716540,3920,那你设备好了，设备精良了，是不是还得会三招两式，学会使用它？,host_speech,probable_host,high,true,,0.843,0.052,17,7.65,200,440,0.266367,-11.49,-0.97,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001064,1064,5716980,5719180,2200,如果你不会用，是不是学再多也没有用？,host_speech,probable_host,high,true,,0.998,0.993,8,8.18,440,320,0.298849,-10.49,-1.02,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001065,1065,5719500,5725060,5560,就像一台车一样的，再好的车你不会开，你不会驾驶，你不是拿着也是暴殄天物嘛，对不对？,host_speech,probable_host,high,true,,0.941,0.137,24,7.37,320,320,0.248231,-12.1,-0.9,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001066,1066,5725380,5731380,6000,所以说晚上我们就是学技巧，学高段位女人的技巧，怎么驾驭，怎么驾驭？,host_speech,probable_host,high,true,,0.987,0.904,17,5.5,320,240,0.253651,-11.92,-0.86,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001067,1067,5731620,5735660,4040,呵呵呵，好，王萍拍了，给萍萍也发一个啊，给萍萍也发了一个。,host_speech,probable_host,high,true,,0.824,0.161,20,7.18,240,310,0.276501,-11.17,-1.2,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001068,1068,5735970,5741130,5160,好，然后学习的时间你根据自己定，我们的内部直播可以回放的，所以你不用担心。,host_speech,probable_host,high,true,,0.998,0.983,17,7.17,310,280,0.271918,-11.31,-0.99,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001069,1069,5741410,5744210,2800,你如果没有时间跟，你可以回放，你可以回看，好不好？,host_speech,probable_host,high,true,,0.991,0.944,11,8.93,280,240,0.265759,-11.51,-1.18,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001070,1070,5744450,5747410,2960,这个作为今天给大家的福利啊，我们只给10个名额。,host_speech,probable_host,high,true,,0.947,0.636,14,8.11,240,400,0.282865,-10.97,-1.38,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001071,1071,5747810,5750890,3080,这个10个名额，看看都有谁哈，我点到名了就有了啊。,host_speech,probable_host,high,true,,0.885,0.318,16,8.12,400,240,0.274326,-11.23,-0.88,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001072,1072,5751130,5762530,11400,嗯，ok，好的，好，那接下来啊，让我的助理给大家介绍一下我们这个球球具体的用法，然后包括我们的这个课程怎么样子去学习，好不好？,host_speech,probable_host,high,true,,0.972,0.387,29,5.53,240,320,0.25762,-11.78,-0.9,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001073,1073,5762850,5764090,1240,ok，准备学习，好。,unknown_audio,unknown,low,false,unstable_word_confidence,0.597,0.009,4,8.06,320,400,0.270071,-11.37,-1.06,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,partial
latest_live_01,latest_live_01-A001074,1074,5764490,5766370,1880,来，来，欢迎大家。,host_speech,probable_host,high,true,,0.985,0.972,3,4.79,400,540,0.21723,-13.26,-1.82,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001075,1075,5766910,5768990,2080,大家还没有拍的，可以抓紧时间拍一下哈！,host_speech,probable_host,high,true,,0.992,0.968,10,9.13,540,80,0.212823,-13.44,-1.72,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001076,1076,5769070,5771950,2880,我给大家讲一下，咱们家这个球跟别人家有什么不一样哈？,host_speech,probable_host,high,true,,0.991,0.882,14,9.03,80,280,0.219441,-13.17,-1.8,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001077,1077,5772230,5780950,8720,很多姐妹们刚刚到我们直播间，她说：“哎，主播，我在其他家也看到这个球球了哈，都在卖这个球球，有9块九的、有19块九的，为啥要买兰心老师你们家的？,host_speech,probable_host,high,true,,0.811,0.007,47,8.26,280,160,0.23904,-12.43,-1.0,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001078,1078,5781110,5783870,2760,”来，大家千万不要离开，我花2分钟的时间。,host_speech,probable_host,high,true,,0.817,0.003,10,7.61,160,24680,0.259043,-11.73,-1.12,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001079,1079,5808550,5814630,6080,特别是生完孩子之后哈，身上的肉肉甩都甩不掉的姐妹们，咱们一定要在我们直播间蹲好了，我给大家讲一下。,host_speech,probable_host,high,true,,0.997,0.958,29,8.06,24680,240,0.303871,-10.35,-0.8,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001080,1080,5814870,5821110,6240,像特别是哈，尤其是生完好，生完孩子的宝妈们，不管你是一胎、二胎，还是说你顺产还是剖腹产，没声音是吗？,host_speech,probable_host,high,true,,0.909,0.033,28,8.01,240,40,0.271185,-11.33,-0.82,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001081,1081,5821150,5822350,1200,亲亲，现在听得到了吗？,host_speech,probable_host,high,true,,0.785,0.005,7,9.17,40,360,0.28156,-11.01,-1.17,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001082,1082,5822710,5823870,1160,亲亲，现在听得到了吗？,host_speech,probable_host,medium,true,,0.764,0.002,7,9.48,360,40,0.355609,-8.98,-1.31,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001083,1083,5823910,5825470,1560,亲亲，现在听得到了是不是？,host_speech,probable_host,high,true,,0.81,0.003,7,8.33,40,40,0.259239,-11.73,-1.46,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001084,1084,5825510,5827350,1840,听到了给主播扣一个小一行不行？,host_speech,probable_host,high,true,,0.845,0.018,8,8.15,40,200,0.254443,-11.89,-1.5,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001085,1085,5827550,5830270,2720,听得到的话给主播扣一波小一，主播给大家讲一下啊。,host_speech,probable_host,high,true,,0.917,0.045,14,8.82,200,320,0.258871,-11.74,-1.41,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001086,1086,5830590,5831790,1200,现在能听得到了吗？,host_speech,probable_host,high,true,,0.831,0.202,5,7.5,320,660,0.269215,-11.4,-1.71,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001087,1087,5832450,5834770,2320,啊，姐妹们，能扣一波小一的可以给主播扣个小一。,host_speech,probable_host,high,true,,0.971,0.764,15,9.91,660,40,0.268436,-11.42,-1.3,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001088,1088,5834810,5837050,2240,好的，谢谢暖心向往哈，谢谢大家。,host_speech,probable_host,high,true,,0.873,0.034,8,7.14,40,200,0.258231,-11.76,-1.53,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001089,1089,5837250,5838770,1520,好的，谢谢小小轩轩。,host_speech,probable_host,medium,true,,0.73,0.02,6,6.58,200,200,0.248883,-12.08,-1.17,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
latest_live_01,latest_live_01-A001090,1090,5838970,5850490,11520,好的，没关，没问题，那我给大家讲一下，就是生完孩子的，不管你是顺产还是剖腹产，还是说你有那个各各方面的产后问题的宝妈们，一定要花一分钟时间，主播给大家讲一下为什么要买咱们家这个球哈。,host_speech,probable_host,high,true,,0.959,0.029,50,7.9,200,200,0.252332,-11.96,-1.05,normal_volume,measured_from_source_audio_rms,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_01/asr_raw/latest_live_01_asr_result.json,passed
