session_id,semantic_event_id,start_ms,end_ms,observed_action,facial_expression,gaze_target,body_posture,hand_gesture,prop_interaction,courseware_interaction,action_observation_status,action_confidence,visual_evidence_ref,visual_evidence_source,completion_status
latest_live_02,latest_live_02-SEM0011-000000268780,268780,285620,主播正在直播讲解，伴随手势动作。,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0005-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0012-000000285940,285940,320270,speaking and gesturing with hands,,,,,,,observed_by_prior_qwen_vl_window,,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0002_qwen-vl-plus.json,prior_qwen_vl_137_windows,passed
latest_live_02,latest_live_02-SEM0013-000000320550,320550,322890,speaking and gesturing with hands,,,,,,,observed_by_prior_qwen_vl_window,,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0002_qwen-vl-plus.json,prior_qwen_vl_137_windows,passed
latest_live_02,latest_live_02-SEM0014-000000350240,350240,364730,speaking and gesturing with hands,,,,,,,observed_by_prior_qwen_vl_window,,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0002_qwen-vl-plus.json,prior_qwen_vl_137_windows,passed
latest_live_02,latest_live_02-SEM0015-000000365010,365010,405030,主播正在讲解，伴随手势,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0007-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0016-000000405770,405770,423050,主播正在讲解，伴随手势,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0007-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0017-000000423250,423250,444020,speaking and gesturing,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0008-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0018-000000444100,444100,476340,speaking and gesturing,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0008-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0019-000000476580,476580,492600,站立并进行讲解,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0009-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0020-000000492800,492800,504920,站立并进行讲解,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0009-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0021-000000505710,505710,532350,站立并进行讲解,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0009-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0022-000000532630,532630,563930,standing and gesturing with hands,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0010-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0023-000000564450,564450,594390,standing and gesturing with hands,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0010-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0024-000000594790,594790,610990,speaking and gesturing,,,,,,,observed_by_prior_qwen_vl_window,,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0003_qwen-vl-plus.json,prior_qwen_vl_137_windows,passed
latest_live_02,latest_live_02-SEM0025-000000611150,611150,663820,speaking and gesturing,,,,,,,observed_by_prior_qwen_vl_window,,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0003_qwen-vl-plus.json,prior_qwen_vl_137_windows,passed
latest_live_02,latest_live_02-SEM0026-000000664780,664780,701540,站立讲解,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0012-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0027-000000701700,701700,747810,speaking and gesturing,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0013-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0028-000000748400,748400,763280,speaking and gesturing,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0013-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0029-000000763680,763680,787970,speaking and gesturing,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0013-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0030-000000788610,788610,870080,讲解动作要领,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0014-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0031-000000871310,871310,960340,站立讲解,,,,,,,observed_by_prior_qwen_vl_window,,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0004_qwen-vl-plus.json,prior_qwen_vl_137_windows,passed
latest_live_02,latest_live_02-SEM0032-000000981050,981050,1010020,站立，说话，用手比划动作,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0017-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0033-000001010260,1010260,1035260,speaking and gesturing,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0018-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0034-000001035660,1035660,1068460,speaking and gesturing,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0018-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0035-000001068580,1068580,1086440,speaking and gesturing,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0018-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0036-000001086720,1086720,1102280,speaking and gesturing,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0019-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0037-000001102930,1102930,1127730,speaking and gesturing,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0019-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0038-000001128130,1128130,1162890,站立讲解，伴随手势,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0020-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0039-000001163290,1163290,1172090,站立讲解，伴随手势,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0020-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0040-000001172250,1172250,1188570,站立讲解，伴随手势,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0020-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0041-000001188890,1188890,1213890,speaking and gesturing,,,,,,,observed_by_prior_qwen_vl_window,,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0005_qwen-vl-plus.json,prior_qwen_vl_137_windows,passed
latest_live_02,latest_live_02-SEM0042-000001213970,1213970,1245700,speaking and gesturing,,,,,,,observed_by_prior_qwen_vl_window,,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0005_qwen-vl-plus.json,prior_qwen_vl_137_windows,passed
latest_live_02,latest_live_02-SEM0043-000001246190,1246190,1276830,主播站立讲解，期间有手势动作（如指向屏幕、双手合十）,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0022-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0044-000001276910,1276910,1293390,主播站立讲解，期间有手势动作（如指向屏幕、双手合十）,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0022-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0045-000001293510,1293510,1301880,主播站立讲解，期间有手势动作（如指向屏幕、双手合十）,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0022-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0046-000001301960,1301960,1318120,主播站立讲解，期间有手势动作（如指向屏幕、双手合十）,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0022-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0047-000001318480,1318480,1326560,"speaking, gesturing with hands",,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0023-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0048-000001326680,1326680,1350730,"speaking, gesturing with hands",,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0023-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0049-000001350890,1350890,1372810,"speaking, gesturing with hands",,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0023-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0050-000001373230,1373230,1395150,"gesturing with hands, turning head slightly",,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0024-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0051-000001395910,1395910,1406950,"gesturing with hands, turning head slightly",,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0024-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0052-000001407460,1407460,1420340,"gesturing with hands, turning head slightly",,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0024-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0053-000001420540,1420540,1448520,"gesturing with hands, turning head slightly",,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0024-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0054-000001450000,1450000,1472480,手持粉色瑜伽球，进行展示和讲解,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0025-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0055-000001472800,1472800,1507180,手持粉色瑜伽球，进行展示和讲解,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0025-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0056-000001507740,1507740,1540590,手持一个粉色的球状物体进行演示。,,,,,,,observed_by_prior_qwen_vl_window,,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0006_qwen-vl-plus.json,prior_qwen_vl_137_windows,passed
latest_live_02,latest_live_02-SEM0057-000001540870,1540870,1552430,手持一个粉色的球状物体进行演示。,,,,,,,observed_by_prior_qwen_vl_window,,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0006_qwen-vl-plus.json,prior_qwen_vl_137_windows,passed
latest_live_02,latest_live_02-SEM0058-000001552890,1552890,1576930,手持气球和学习卡进行展示,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0027-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0059-000001577050,1577050,1599510,手持气球和学习卡进行展示,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0027-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0060-000001599870,1599870,1621930,手持气球和学习卡进行展示,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0027-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0061-000001622330,1622330,1646210,holding and displaying a product booklet,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0028-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0062-000001646650,1646650,1667310,holding and displaying a product booklet,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0028-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0063-000001668110,1668110,1692790,hand_gesture,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0029-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0064-000001693110,1693110,1714640,hand_gesture,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0029-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0065-000001714920,1714920,1740800,hand_gesture,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0029-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0066-000001741360,1741360,1770880,手势演示,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0030-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0067-000001771240,1771240,1792830,手势演示,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0030-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0068-000001792870,1792870,1841120,speaking and gesturing,,,,,,,observed_by_prior_qwen_vl_window,,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0007_qwen-vl-plus.json,prior_qwen_vl_137_windows,passed
latest_live_02,latest_live_02-SEM0069-000001841320,1841320,1871300,speaking and gesturing,,,,,,,observed_by_prior_qwen_vl_window,,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0007_qwen-vl-plus.json,prior_qwen_vl_137_windows,passed
latest_live_02,latest_live_02-SEM0070-000001871380,1871380,1888140,holding and demonstrating a pelvic floor training device,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0032-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0071-000001888180,1888180,1906070,holding and demonstrating a pelvic floor training device,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0032-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0072-000001906710,1906710,1922030,holding and demonstrating a pelvic floor training device,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0032-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0073-000001922430,1922430,1961330,gesturing with hands,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0033-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0074-000001961570,1961570,1999950,drinking from a cup,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0034-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0075-000002000550,2000550,2042820,drinking from a cup,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0034-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0076-000002043580,2043580,2089700,主播双手向上指，随后右手放在胸前，接着竖起大拇指。,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0035-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0077-000002090460,2090460,2117150,speaking and gesturing,,,,,,,observed_by_prior_qwen_vl_window,,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0008_qwen-vl-plus.json,prior_qwen_vl_137_windows,passed
latest_live_02,latest_live_02-SEM0078-000002118210,2118210,2157460,speaking and gesturing,,,,,,,observed_by_prior_qwen_vl_window,,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0008_qwen-vl-plus.json,prior_qwen_vl_137_windows,passed
latest_live_02,latest_live_02-SEM0079-000002157700,2157700,2194350,speaking and gesturing,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0037-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0080-000002194750,2194750,2240600,speaking and gesturing,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0037-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0081-000002241440,2241440,2260680,手持瑜伽球，进行动作演示,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0038-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0082-000002261000,2261000,2288320,手持瑜伽球，进行动作演示,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0038-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0083-000002288840,2288840,2305560,"speaking, gesturing with hand",,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0039-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0084-000002305880,2305880,2336580,"speaking, gesturing with hand",,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0039-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0085-000002336660,2336660,2352850,手持瑜伽球和宣传册进行讲解,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0040-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0086-000002353290,2353290,2367250,手持瑜伽球和宣传册进行讲解,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0040-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
latest_live_02,latest_live_02-SEM0087-000002367610,2367610,2386700,手持瑜伽球和宣传册进行讲解,,,,,,,observed_by_new_qwen_vl_window,,_local_runtime/最新直播实质全量补跑_latest_live_actual_full_remediation/actual_full_20260723_182107/missing_window_calls/raw_local/latest_live_02/latest_live_02-ACTQW0040-A01_qwen-vl-plus.json,new_actual_remediation_qwen_vl,passed
