priority_rank,priority_score,session_id,review_item_id,related_event_id,related_comment_id,start_ms,timecode,risk_type,review_reason,evidence_refs,current_ai_status,suggested_review_action,completion_status
162,70,latest_live_01,RISK-00155,latest_live_01-SEM0136-000003139480,latest_live_01-COM00243,3120000,00:52:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
163,70,latest_live_01,RISK-00006,latest_live_01-SEM0140-000003252220,latest_live_01-COM00007,3240000,00:54:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
164,70,latest_live_01,RISK-00762,latest_live_01-SEM0140-000003252220,latest_live_01-COM00007,3240000,00:54:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
165,70,latest_live_01,RISK-00109,latest_live_01-SEM0142-000003321350,latest_live_01-COM00174,3300000,00:55:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
166,70,latest_live_01,RISK-00864,latest_live_01-SEM0142-000003321350,latest_live_01-COM00174,3300000,00:55:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
167,70,latest_live_01,RISK-00018,latest_live_01-SEM0143-000003411760,latest_live_01-COM00024,3360000,00:56:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
168,70,latest_live_01,RISK-00774,latest_live_01-SEM0143-000003411760,latest_live_01-COM00024,3360000,00:56:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
169,70,latest_live_01,RISK-00020,latest_live_01-SEM0144-000003477970,latest_live_01-COM00026,3420000,00:57:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
170,70,latest_live_01,RISK-00776,latest_live_01-SEM0144-000003477970,latest_live_01-COM00026,3420000,00:57:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
171,70,latest_live_01,RISK-00005,latest_live_01-SEM0145-000003517870,latest_live_01-COM00006,3480000,00:58:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
172,70,latest_live_01,RISK-00024,latest_live_01-SEM0145-000003517870,latest_live_01-COM00035,3480000,00:58:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
173,70,latest_live_01,RISK-00071,latest_live_01-SEM0145-000003517870,latest_live_01-COM00112,3480000,00:58:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
174,70,latest_live_01,RISK-00133,latest_live_01-SEM0145-000003517870,latest_live_01-COM00205,3480000,00:58:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
175,70,latest_live_01,RISK-00761,latest_live_01-SEM0145-000003517870,latest_live_01-COM00006,3480000,00:58:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
176,70,latest_live_01,RISK-00780,latest_live_01-SEM0145-000003517870,latest_live_01-COM00035,3480000,00:58:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
177,70,latest_live_01,RISK-00827,latest_live_01-SEM0145-000003517870,latest_live_01-COM00112,3480000,00:58:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
178,70,latest_live_01,RISK-00104,latest_live_01-SEM0148-000003617360,latest_live_01-COM00169,3600000,01:00:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
179,70,latest_live_01,RISK-00859,latest_live_01-SEM0148-000003617360,latest_live_01-COM00169,3600000,01:00:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
180,70,latest_live_01,RISK-00019,latest_live_01-SEM0151-000003674180,latest_live_01-COM00025,3660000,01:01:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
181,70,latest_live_01,RISK-00094,latest_live_01-SEM0151-000003674180,latest_live_01-COM00156,3660000,01:01:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
182,70,latest_live_01,RISK-00159,latest_live_01-SEM0151-000003674180,latest_live_01-COM00247,3660000,01:01:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
183,70,latest_live_01,RISK-00775,latest_live_01-SEM0151-000003674180,latest_live_01-COM00025,3660000,01:01:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
184,70,latest_live_01,RISK-00849,latest_live_01-SEM0151-000003674180,latest_live_01-COM00156,3660000,01:01:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
185,70,latest_live_01,RISK-00031,latest_live_01-SEM0153-000003743910,latest_live_01-COM00046,3720000,01:02:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
186,70,latest_live_01,RISK-00158,latest_live_01-SEM0153-000003743910,latest_live_01-COM00246,3720000,01:02:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
187,70,latest_live_01,RISK-00787,latest_live_01-SEM0153-000003743910,latest_live_01-COM00046,3720000,01:02:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
188,70,latest_live_01,RISK-00015,latest_live_01-SEM0155-000003793910,latest_live_01-COM00021,3780000,01:03:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
189,70,latest_live_01,RISK-00029,latest_live_01-SEM0155-000003793910,latest_live_01-COM00044,3780000,01:03:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
190,70,latest_live_01,RISK-00060,latest_live_01-SEM0155-000003793910,latest_live_01-COM00097,3780000,01:03:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
191,70,latest_live_01,RISK-00074,latest_live_01-SEM0155-000003793910,latest_live_01-COM00118,3780000,01:03:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
192,70,latest_live_01,RISK-00160,latest_live_01-SEM0155-000003793910,latest_live_01-COM00248,3780000,01:03:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
193,70,latest_live_01,RISK-00771,latest_live_01-SEM0155-000003793910,latest_live_01-COM00021,3780000,01:03:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
194,70,latest_live_01,RISK-00785,latest_live_01-SEM0155-000003793910,latest_live_01-COM00044,3780000,01:03:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
195,70,latest_live_01,RISK-00816,latest_live_01-SEM0155-000003793910,latest_live_01-COM00097,3780000,01:03:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
196,70,latest_live_01,RISK-00830,latest_live_01-SEM0155-000003793910,latest_live_01-COM00118,3780000,01:03:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
197,70,latest_live_01,RISK-00030,latest_live_01-SEM0158-000003845380,latest_live_01-COM00045,3840000,01:04:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
198,70,latest_live_01,RISK-00073,latest_live_01-SEM0158-000003845380,latest_live_01-COM00117,3840000,01:04:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
199,70,latest_live_01,RISK-00093,latest_live_01-SEM0158-000003845380,latest_live_01-COM00155,3840000,01:04:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
200,70,latest_live_01,RISK-00148,latest_live_01-SEM0158-000003845380,latest_live_01-COM00225,3840000,01:04:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
201,70,latest_live_01,RISK-00786,latest_live_01-SEM0158-000003845380,latest_live_01-COM00045,3840000,01:04:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
202,70,latest_live_01,RISK-00829,latest_live_01-SEM0158-000003845380,latest_live_01-COM00117,3840000,01:04:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
203,70,latest_live_01,RISK-00848,latest_live_01-SEM0158-000003845380,latest_live_01-COM00155,3840000,01:04:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
204,70,latest_live_01,RISK-00025,latest_live_01-SEM0162-000003915880,latest_live_01-COM00036,3900000,01:05:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
205,70,latest_live_01,RISK-00176,latest_live_01-SEM0162-000003915880,latest_live_01-COM00267,3900000,01:05:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
206,70,latest_live_01,RISK-00781,latest_live_01-SEM0162-000003915880,latest_live_01-COM00036,3900000,01:05:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
207,70,latest_live_01,RISK-00003,latest_live_01-SEM0164-000003977490,latest_live_01-COM00003,3960000,01:06:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
208,70,latest_live_01,RISK-00021,latest_live_01-SEM0164-000003977490,latest_live_01-COM00027,3960000,01:06:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
209,70,latest_live_01,RISK-00759,latest_live_01-SEM0164-000003977490,latest_live_01-COM00003,3960000,01:06:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
210,70,latest_live_01,RISK-00777,latest_live_01-SEM0164-000003977490,latest_live_01-COM00027,3960000,01:06:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
211,70,latest_live_01,RISK-00099,latest_live_01-SEM0166-000004020400,latest_live_01-COM00161,4020000,01:07:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
212,70,latest_live_01,RISK-00854,latest_live_01-SEM0166-000004020400,latest_live_01-COM00161,4020000,01:07:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
213,70,latest_live_01,RISK-00101,latest_live_01-SEM0168-000004098120,latest_live_01-COM00164,4080000,01:08:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
214,70,latest_live_01,RISK-00856,latest_live_01-SEM0168-000004098120,latest_live_01-COM00164,4080000,01:08:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
215,70,latest_live_01,RISK-00057,latest_live_01-SEM0172-000004209530,latest_live_01-COM00091,4200000,01:10:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
216,70,latest_live_01,RISK-00813,latest_live_01-SEM0172-000004209530,latest_live_01-COM00091,4200000,01:10:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
217,70,latest_live_01,RISK-00072,latest_live_01-SEM0174-000004268850,latest_live_01-COM00113,4260000,01:11:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
218,70,latest_live_01,RISK-00089,latest_live_01-SEM0174-000004268850,latest_live_01-COM00144,4260000,01:11:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
219,70,latest_live_01,RISK-00100,latest_live_01-SEM0174-000004268850,latest_live_01-COM00162,4260000,01:11:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
220,70,latest_live_01,RISK-00828,latest_live_01-SEM0174-000004268850,latest_live_01-COM00113,4260000,01:11:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
221,70,latest_live_01,RISK-00844,latest_live_01-SEM0174-000004268850,latest_live_01-COM00144,4260000,01:11:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
222,70,latest_live_01,RISK-00855,latest_live_01-SEM0174-000004268850,latest_live_01-COM00162,4260000,01:11:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
223,70,latest_live_01,RISK-00095,latest_live_01-SEM0177-000004340770,latest_live_01-COM00157,4320000,01:12:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
224,70,latest_live_01,RISK-00139,latest_live_01-SEM0177-000004340770,latest_live_01-COM00213,4320000,01:12:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
225,70,latest_live_01,RISK-00142,latest_live_01-SEM0177-000004340770,latest_live_01-COM00216,4320000,01:12:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
226,70,latest_live_01,RISK-00183,latest_live_01-SEM0177-000004340770,latest_live_01-COM00278,4320000,01:12:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
227,70,latest_live_01,RISK-00850,latest_live_01-SEM0177-000004340770,latest_live_01-COM00157,4320000,01:12:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
228,70,latest_live_01,RISK-00146,latest_live_01-SEM0180-000004402040,latest_live_01-COM00223,4380000,01:13:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
229,70,latest_live_01,RISK-00185,latest_live_01-SEM0180-000004402040,latest_live_01-COM00281,4380000,01:13:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
230,70,latest_live_01,RISK-00091,latest_live_01-SEM0182-000004477210,latest_live_01-COM00146,4440000,01:14:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
231,70,latest_live_01,RISK-00846,latest_live_01-SEM0182-000004477210,latest_live_01-COM00146,4440000,01:14:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
232,70,latest_live_01,RISK-00048,latest_live_01-SEM0184-000004527130,latest_live_01-COM00080,4500000,01:15:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
233,70,latest_live_01,RISK-00151,latest_live_01-SEM0184-000004527130,latest_live_01-COM00232,4500000,01:15:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
234,70,latest_live_01,RISK-00804,latest_live_01-SEM0184-000004527130,latest_live_01-COM00080,4500000,01:15:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
235,70,latest_live_01,RISK-00010,latest_live_01-SEM0186-000004569860,latest_live_01-COM00015,4560000,01:16:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
236,70,latest_live_01,RISK-00140,latest_live_01-SEM0186-000004569860,latest_live_01-COM00214,4560000,01:16:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
237,70,latest_live_01,RISK-00166,latest_live_01-SEM0186-000004569860,latest_live_01-COM00255,4560000,01:16:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
238,70,latest_live_01,RISK-00766,latest_live_01-SEM0186-000004569860,latest_live_01-COM00015,4560000,01:16:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
239,70,latest_live_01,RISK-00011,latest_live_01-SEM0190-000004689940,latest_live_01-COM00017,4680000,01:18:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
240,70,latest_live_01,RISK-00147,latest_live_01-SEM0190-000004689940,latest_live_01-COM00224,4680000,01:18:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
241,70,latest_live_01,RISK-00167,latest_live_01-SEM0190-000004689940,latest_live_01-COM00256,4680000,01:18:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
242,70,latest_live_01,RISK-00767,latest_live_01-SEM0190-000004689940,latest_live_01-COM00017,4680000,01:18:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
243,70,latest_live_01,RISK-00177,latest_live_01-SEM0194-000004773440,latest_live_01-COM00268,4740000,01:19:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
244,70,latest_live_01,RISK-00026,latest_live_01-SEM0196-000004817400,latest_live_01-COM00039,4800000,01:20:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
245,70,latest_live_01,RISK-00047,latest_live_01-SEM0196-000004817400,latest_live_01-COM00076,4800000,01:20:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
246,70,latest_live_01,RISK-00782,latest_live_01-SEM0196-000004817400,latest_live_01-COM00039,4800000,01:20:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
247,70,latest_live_01,RISK-00803,latest_live_01-SEM0196-000004817400,latest_live_01-COM00076,4800000,01:20:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
248,70,latest_live_01,RISK-00009,latest_live_01-SEM0199-000004880690,latest_live_01-COM00013,4860000,01:21:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
249,70,latest_live_01,RISK-00076,latest_live_01-SEM0199-000004880690,latest_live_01-COM00120,4860000,01:21:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
250,70,latest_live_01,RISK-00765,latest_live_01-SEM0199-000004880690,latest_live_01-COM00013,4860000,01:21:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
251,70,latest_live_01,RISK-00832,latest_live_01-SEM0199-000004880690,latest_live_01-COM00120,4860000,01:21:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
252,70,latest_live_01,RISK-00116,latest_live_01-SEM0204-000004997300,latest_live_01-COM00183,4980000,01:23:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
253,70,latest_live_01,RISK-00871,latest_live_01-SEM0204-000004997300,latest_live_01-COM00183,4980000,01:23:00,comment_reply_causality_not_confirmed,true_source_limit_requires_human_review,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_review_original_video_comment_and_host_speech,pending_human_review
254,70,latest_live_01,RISK-00154,latest_live_01-SEM0209-000005120480,latest_live_01-COM00239,5100000,01:25:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
255,70,latest_live_01,RISK-00170,latest_live_01-SEM0209-000005120480,latest_live_01-COM00260,5100000,01:25:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
256,70,latest_live_01,RISK-00062,latest_live_01-SEM0211-000005200440,latest_live_01-COM00101,5160000,01:26:00,comment_reply_low_confidence,direct_reply_not_confirmed_or_comment_risk_present,temporal_proximity_only_not_enough_for_direct_reply,requires_human_review,manual_takeover_or_safe_generic_answer,pending_human_review
