bridge_id,field_type,lesson_id,source_type,source_quote,timecode,bridge_note,review_flag
B00668,直播讲解可用知识点,L0068,knowledge,我们要把注意力来到我们身体里面,00:03:00.610,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00669,直播讲解可用知识点,L0068,knowledge,当我们把呼吸带到我们的阴道里面,00:03:10.770,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00670,直播讲解可用知识点,L0068,knowledge,吸管式的呼吸的时候,00:04:24.260,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00671,直播讲解可用知识点,L0068,knowledge,这个就是我们的吸管式呼吸了,00:04:56.220,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00672,直播讲解可用知识点,L0068,knowledge,注意姐妹们在做这个练习的时候,00:04:58.140,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00673,直播讲解可用知识点,L0068,knowledge,就只是把注意力想象,00:05:07.340,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00674,直播讲解可用知识点,L0068,knowledge,当我们学会了吸管式的这样一个呼吸,00:06:21.110,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00675,直播讲解可用知识点,L0068,knowledge,把注意力带到我们会音处,00:08:46.820,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00676,直播讲解可用知识点,L0068,knowledge,会用喉咙和吸管式的呼吸,00:11:10.120,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00677,直播讲解可用知识点,L0068,knowledge,所以说我们就很容易在呼吸的时候,00:11:13.080,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00678,直播讲解可用知识点,L0068,knowledge,将我们的注意力来到我们的会音处,00:11:59.080,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00679,直播讲解可用知识点,L0069,knowledge,好的 接下来给大家进行动作示范,00:00:00.690,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00680,直播讲解可用知识点,L0069,knowledge,我们要把注意力来到我们身体里面,00:00:16.450,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00681,直播讲解可用知识点,L0069,knowledge,当我们把呼吸带到我们的阴道里面,00:00:26.290,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00682,直播讲解可用知识点,L0069,knowledge,吸管式的呼吸的时候,00:01:39.850,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00683,直播讲解可用知识点,L0069,knowledge,这个就是我们的吸管式呼吸了,00:02:10.450,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00684,直播讲解可用知识点,L0069,knowledge,注意姐妹们在做这个练习的时候,00:02:12.410,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00685,直播讲解可用知识点,L0069,knowledge,就只是把注意力想象,00:02:21.570,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00686,直播讲解可用知识点,L0069,knowledge,当我们学会了这个吸管式的这样个呼吸,00:03:35.460,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00687,直播讲解可用知识点,L0069,knowledge,注意力来到我们会音处,00:06:01.020,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00688,直播讲解可用知识点,L0069,knowledge,还不太只会用喉咙和吸管式的呼吸,00:08:23.730,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00689,直播讲解可用知识点,L0069,knowledge,所以说我们就很容易在呼吸的时候,00:08:27.330,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00690,直播讲解可用知识点,L0070,knowledge,锦制微动力盆底功能训练,00:00:03.300,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00691,直播讲解可用知识点,L0070,knowledge,今天我们要练习的动作,00:00:05.460,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00692,直播讲解可用知识点,L0070,knowledge,这个动作有个关键词叫做,00:00:08.780,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00693,直播讲解可用知识点,L0070,knowledge,能够得到很好的一个提升,00:00:33.300,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00694,直播讲解可用知识点,L0070,knowledge,还可以让我们的中脉提升,00:02:31.260,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00695,直播讲解可用知识点,L0070,knowledge,接下来给大家进行动作示范,00:02:45.020,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00696,直播讲解可用知识点,L0071,knowledge,將我們的注意力來到我們的會音處,00:00:12.500,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00697,直播讲解可用知识点,L0072,knowledge,欢迎来到紧制微动力盆底功能训练,00:00:02.450,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00698,直播讲解可用知识点,L0072,knowledge,因为它叫三维呼吸,00:01:02.250,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00699,直播讲解可用知识点,L0072,knowledge,它本身就属于呼吸肌,00:01:45.610,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00700,直播讲解可用知识点,L0072,knowledge,因为呼吸是可以调动我们盆底肌的深层的肌肉,00:01:49.010,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00701,直播讲解可用知识点,L0072,knowledge,非常好的一个方法,00:01:51.810,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00702,直播讲解可用知识点,L0072,knowledge,我们三位呼吸还可以帮我们改善的睡眠,00:01:54.010,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00703,直播讲解可用知识点,L0072,knowledge,我们整个腹部核心的这样的一个力量,00:02:19.650,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00704,直播讲解可用知识点,L0072,knowledge,给大家做一下动作示范,00:02:28.050,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00705,直播讲解可用知识点,L0072,knowledge,我们生奶就会开始去呼吸,00:02:32.850,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00706,直播讲解可用知识点,L0072,knowledge,但是我们如何去真正去控制我们的呼吸,00:02:34.250,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00707,直播讲解可用知识点,L0072,knowledge,或者用呼吸来调动我们的身体呢,00:02:37.850,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00708,直播讲解可用知识点,L0072,knowledge,所以呼吸本身也是一种运动,00:02:41.250,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00709,直播讲解可用知识点,L0072,knowledge,骨骼 肋脏 神经的一种训练方式,00:02:46.450,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00710,直播讲解可用知识点,L0072,knowledge,我们要学会如何正确地吸和正确地呼吸,00:02:51.450,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00711,直播讲解可用知识点,L0072,knowledge,首先要找到呼吸的一个发力方式,00:03:03.450,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00712,直播讲解可用知识点,L0072,knowledge,我们把注意力放在我们喉咙,00:03:05.850,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00713,直播讲解可用知识点,L0072,knowledge,我们要让我们的呼吸发出声音,00:03:48.980,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00714,直播讲解可用知识点,L0072,knowledge,所以我们第一步要学会喉咙来做呼吸,00:03:59.830,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00715,直播讲解可用知识点,L0072,knowledge,当我们学会用喉咙呼吸过后,00:04:07.030,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00716,直播讲解可用知识点,L0072,knowledge,我们把注意力放在我们的上胸腔,00:04:15.030,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00717,直播讲解可用知识点,L0072,knowledge,接下来将我们注意力,00:05:29.200,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00718,直播讲解可用知识点,L0072,knowledge,我们的整个腐蝕呼吸也有把,00:07:30.650,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00719,直播讲解可用知识点,L0072,knowledge,我们把呼吸气气带到我们的腐蝕,00:07:38.650,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00720,直播讲解可用知识点,L0072,knowledge,三位呼吸我们就要胸腔腔腔,00:09:06.140,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00721,直播讲解可用知识点,L0072,knowledge,当我们呼吸能够来到盘腔的时候,00:09:18.140,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00722,直播讲解可用知识点,L0072,knowledge,所以这个动作对于改善我们盘地的生殖,00:09:27.140,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00723,直播讲解可用知识点,L0072,knowledge,把注意力硬硬放在我们的整个盘腔,00:09:38.140,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00724,直播讲解可用知识点,L0072,knowledge,来 呼吸就是我们发出,00:09:47.140,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00725,直播讲解可用知识点,L0072,knowledge,对 直到把气完全呼吸,00:10:19.550,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00726,直播讲解可用知识点,L0072,knowledge,因为腹部我们在呼吸的过程中,00:11:48.820,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00727,直播讲解可用知识点,L0072,knowledge,对 这个动作我们要把它加强练习起来,00:12:08.420,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00728,直播讲解可用知识点,L0072,knowledge,我们在练习的时候注意,00:12:19.620,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00729,直播讲解可用知识点,L0072,knowledge,用呼吸来带动我们整个身体流畅起来,00:12:24.620,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00730,直播讲解可用知识点,L0072,knowledge,好 配合呼吸 吸气,00:12:32.020,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00731,直播讲解可用知识点,L0072,knowledge,让你的呼吸发出声音 吸气,00:13:46.360,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00732,直播讲解可用知识点,L0072,knowledge,呼气 直到我们把身体列得气完全呼吸,00:13:56.360,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00733,直播讲解可用知识点,L0072,knowledge,但是注意我们在练习的过程中,00:14:16.660,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00734,直播讲解可用知识点,L0072,knowledge,保持呼吸的通畅吸气,00:14:19.660,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00735,直播讲解可用知识点,L0072,knowledge,用我们的呼吸来带动我们的身体,00:15:52.500,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00736,直播讲解可用知识点,L0072,knowledge,我们能够通过呼吸 呼气 把我们的腔体里的气完全排空,00:17:07.330,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00737,直播讲解可用知识点,L0072,knowledge,1比2或者1比3的呼吸法,00:18:05.700,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00738,直播讲解可用知识点,L0072,knowledge,那有了姐妈们可能在呼吸的时候会发现,00:18:07.700,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00739,直播讲解可用知识点,L0072,knowledge,我们可以分段的来呼吸,00:18:13.700,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00740,直播讲解可用知识点,L0072,knowledge,注意不要憋气 不要饼息,00:18:16.700,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00741,直播讲解可用知识点,L0072,knowledge,分段式呼气的方法,00:18:43.970,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00742,直播讲解可用知识点,L0072,knowledge,因为我们呼吸不通畅,00:19:05.970,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00743,直播讲解可用知识点,L0072,knowledge,或者跟我们平时的呼吸方式好像有点不对,00:19:13.970,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00744,直播讲解可用知识点,L0072,knowledge,更有利于我们的呼吸能够更好了来到腹部,00:19:27.970,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00745,直播讲解可用知识点,L0072,knowledge,今天的这个动作呢,00:19:35.970,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00746,直播讲解可用知识点,L0072,knowledge,把呼吸带到我们的生活当中,00:19:42.970,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00747,直播讲解可用知识点,L0072,knowledge,让我们呼吸把我们全身掉动起来的时候,00:19:44.970,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00748,直播讲解可用知识点,L0073,knowledge,呼吸其實是我們每天日常生活當中都避不可少的,00:00:03.620,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00749,直播讲解可用知识点,L0073,knowledge,我們生奶就會開始去呼吸,00:00:06.980,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00750,直播讲解可用知识点,L0073,knowledge,但是我們如何去真正去控制我們的呼吸,00:00:08.540,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00751,直播讲解可用知识点,L0073,knowledge,或者用呼吸來調動我們的身體,00:00:12.100,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00752,直播讲解可用知识点,L0073,knowledge,所以呼吸本身也是一種運動,00:00:15.620,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00753,直播讲解可用知识点,L0073,knowledge,我們最重要的是首先要找到呼吸的一個發力方式,00:00:36.660,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00754,直播讲解可用知识点,L0073,knowledge,我們把注意力放在我們喉嚨,00:00:40.140,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00755,直播讲解可用知识点,L0073,knowledge,我們要讓我們的呼吸發出聲音,00:01:23.450,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00756,直播讲解可用知识点,L0073,knowledge,所以我們第一步要學會喉嚨來做呼吸,00:01:34.190,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00757,直播讲解可用知识点,L0073,knowledge,我們所有呼吸就是從喉嚨這個地方氣道開始的,00:01:38.030,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00758,直播讲解可用知识点,L0073,knowledge,當我們學會用喉嚨呼吸過後,00:01:41.430,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00759,直播讲解可用知识点,L0073,knowledge,我們把注意力放在我們的上胸腔,00:01:49.350,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00760,直播讲解可用知识点,L0073,knowledge,接下來將我們注意力來到我們的下胸腔,00:03:03.580,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00761,直播讲解可用知识点,L0073,knowledge,我們的整個腹式呼吸,00:05:05.130,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00762,直播讲解可用知识点,L0073,knowledge,也有把叫做單填呼吸,00:05:06.570,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00763,直播讲解可用知识点,L0073,knowledge,我們把呼吸氣氣帶到我們的腹部,00:05:12.970,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00764,直播讲解可用知识点,L0073,knowledge,當我們呼吸能夠來到盆腔的時候,00:06:53.150,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00765,直播讲解可用知识点,L0073,knowledge,把注意力硬硬放在我們的整個盆腔,00:07:13.150,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00766,直播讲解可用知识点,L0073,knowledge,因為腹部我們在呼吸的過程中,00:09:23.320,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00767,直播讲解可用知识点,L0074,knowledge,欢迎来到紧制微动力盆底功能训练,00:00:02.450,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00768,直播讲解可用知识点,L0074,knowledge,因为它叫三维呼吸,00:01:02.250,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00769,直播讲解可用知识点,L0074,knowledge,它本身就属于呼吸肌,00:01:45.610,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00770,直播讲解可用知识点,L0074,knowledge,因为呼吸是可以调动我们盆底肌的深层的肌肉,00:01:49.010,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00771,直播讲解可用知识点,L0074,knowledge,非常好的一个方法,00:01:51.810,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00772,直播讲解可用知识点,L0074,knowledge,我们三位呼吸还可以帮我们改善的睡眠,00:01:54.010,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00773,直播讲解可用知识点,L0074,knowledge,我们整个腐部核心的这样的力量,00:02:19.650,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00774,直播讲解可用知识点,L0075,knowledge,注意不要用腹部發力,00:00:07.760,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00775,直播讲解可用知识点,L0075,knowledge,用呼吸來帶動我們整個身體,00:00:11.840,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00776,直播讲解可用知识点,L0075,knowledge,好 配合呼吸吸氣,00:00:19.240,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00777,直播讲解可用知识点,L0075,knowledge,讓你的呼吸發出聲音,00:01:33.700,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00778,直播讲解可用知识点,L0075,knowledge,但是注意我們在練習的過程中,00:02:03.920,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00779,直播讲解可用知识点,L0075,knowledge,保持呼吸的通暢吸氣,00:02:07.080,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00780,直播讲解可用知识点,L0075,knowledge,用呼吸來帶動身體,00:03:39.900,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00781,直播讲解可用知识点,L0075,knowledge,當我們能夠通過呼吸呼氣,00:04:54.310,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00782,直播讲解可用知识点,L0075,knowledge,1比2或者1比3的呼吸法,00:05:53.050,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00783,直播讲解可用知识点,L0075,knowledge,慢慢可能在呼吸的時候會發現,00:05:55.490,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00784,直播讲解可用知识点,L0075,knowledge,我們可以分段的來呼吸,00:06:01.410,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00785,直播讲解可用知识点,L0075,knowledge,分段式呼氣的方法,00:06:31.980,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00786,直播讲解可用知识点,L0075,knowledge,因為我們呼吸不通唱,00:06:53.420,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00787,直播讲解可用知识点,L0075,knowledge,或者跟我們平時的呼吸方式,00:07:01.460,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00788,直播讲解可用知识点,L0075,knowledge,更有利於我們的呼吸,00:07:15.380,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00789,直播讲解可用知识点,L0075,knowledge,把呼吸帶到我們生活當中,00:07:30.460,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00790,直播讲解可用知识点,L0076,knowledge,欢迎来到紧振卫动力盘底功能训练,00:00:02.660,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00791,直播讲解可用知识点,L0076,knowledge,我们会把前面学过的动作,00:00:08.540,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00792,直播讲解可用知识点,L0076,knowledge,所以节目们准备好了吗,00:00:12.100,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00793,直播讲解可用知识点,L0076,knowledge,首先我们来练习第一个动作,00:00:15.820,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00794,直播讲解可用知识点,L0076,knowledge,双脚并能把注意力量,00:00:19.540,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00795,直播讲解可用知识点,L0076,knowledge,来到我们的整个盘底的核心,00:00:22.590,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00796,直播讲解可用知识点,L0076,knowledge,我们把我们的注意力放在会音这一个点上,00:00:54.870,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00797,直播讲解可用知识点,L0076,knowledge,注意身体的幅度不要大,00:01:19.550,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00798,直播讲解可用知识点,L0076,knowledge,来配合我们的呼吸,00:01:48.950,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00799,直播讲解可用知识点,L0076,knowledge,我们把注意力来到这里,00:02:28.550,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00800,直播讲解可用知识点,L0076,knowledge,注意我们的膝盖不要发力,00:03:12.070,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00801,直播讲解可用知识点,L0076,knowledge,也要注意不要用我们的腰部去发力,00:04:00.150,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00802,直播讲解可用知识点,L0076,knowledge,说这个动作我要练多长时间呢,00:04:45.070,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00803,直播讲解可用知识点,L0076,knowledge,这个动作没有标准的时候,00:04:49.030,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00804,直播讲解可用知识点,L0076,knowledge,伴随着我们的呼吸,00:05:06.870,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00805,直播讲解可用知识点,L0076,knowledge,跟着我们的呼吸声,00:05:34.510,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00806,直播讲解可用知识点,L0076,knowledge,注意力来到我们的绘音,00:05:38.510,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00807,直播讲解可用知识点,L0076,knowledge,接下來我們跟隨著音樂和呼吸的聲音,00:10:00.590,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00808,直播讲解可用知识点,L0076,knowledge,注意我們動作不要太快,00:10:50.330,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00809,直播讲解可用知识点,L0076,knowledge,注意保持我們骨盆的穩定性,00:11:17.650,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00810,直播讲解可用知识点,L0076,knowledge,腹部核心也不要發力,00:11:25.410,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00811,直播讲解可用知识点,L0076,knowledge,將我們的所有的注意力,00:11:28.010,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00812,直播讲解可用知识点,L0076,knowledge,注意膝蓋大腿不要發力,00:14:14.580,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00813,直播讲解可用知识点,L0076,knowledge,把注意力集中在我們的盆底,00:14:27.020,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00814,直播讲解可用知识点,L0076,knowledge,把注意力集中在我們的盆底筋,00:16:48.820,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00815,直播讲解可用知识点,L0076,knowledge,把所有的注意力集中在你的整個骨盆,00:19:15.590,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00816,直播讲解可用知识点,L0076,knowledge,注意不要用腹部發力,00:22:08.480,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00817,直播讲解可用知识点,L0076,knowledge,用呼吸來帶動我們整個身體,00:22:12.560,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00818,直播讲解可用知识点,L0076,knowledge,讓你的呼吸發出聲音,00:23:34.290,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00819,直播讲解可用知识点,L0076,knowledge,但是注意我們在練習的過程中,00:24:04.390,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00820,直播讲解可用知识点,L0076,knowledge,保持呼吸的通暢吸氣,00:24:07.510,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00821,直播讲解可用知识点,L0076,knowledge,用我們的呼吸來帶動我們的身體,00:25:40.580,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00822,直播讲解可用知识点,L0076,knowledge,讓我們注意力能夠更加的專注,00:26:50.850,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00823,直播讲解可用知识点,L0076,knowledge,將注意力來到我們的大音唇,00:26:52.850,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00824,直播讲解可用知识点,L0076,knowledge,好 放鬆我們呼吸,00:30:27.790,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00825,直播讲解可用知识点,L0076,knowledge,注意整個練習的過程當中,00:30:29.110,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00826,直播讲解可用知识点,L0076,knowledge,接下来我们练习 第六个动作 莲花冥想,00:32:08.520,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00827,直播讲解可用知识点,L0076,knowledge,将我们的注意力来到我们的会音处,00:32:24.720,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00828,直播讲解可用知识点,L0076,knowledge,把注意力来到我们身体里,00:36:50.280,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00829,直播讲解可用知识点,L0076,knowledge,我们也可以去用我们学习到的方法,00:37:11.000,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00830,直播讲解可用知识点,L0077,knowledge,摆腰跨的这些动作,00:00:35.360,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00831,直播讲解可用知识点,L0077,knowledge,我们要将我们的注意力来到盘底肌,00:01:00.860,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00832,直播讲解可用知识点,L0077,knowledge,可能动作稍微会有点点多,00:02:15.860,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00833,直播讲解可用知识点,L0077,knowledge,我会给大家去进行动作的解析,00:02:18.860,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00834,直播讲解可用知识点,L0077,knowledge,每个动作其实都是我们,00:02:21.860,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
B00835,直播讲解可用知识点,L0077,knowledge,我们要将我们的注意力,00:02:50.360,可迁移字段候选；不是最终直播话术，需人工复核后再入库,needs_human_review
