term,lesson_id,source_quote,timecode,definition_or_context,review_flag
呼吸,L0549,我们会重点去学习我们的呼吸法,00:04:10.120,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0549,不管是私密瑜伽的训练也好,00:04:15.680,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0549,那所以我们的盆底肌,00:04:40.720,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0549,你看收缩脊相当于帮你的肠子再做按摩,01:15:23.770,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0550,為什麼說私密瑜伽它可以讓大家有那麼多的神奇的勾交呢,00:00:00.000,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0550,每次呼吸手手上後,00:05:41.700,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L0550,蓮花冥想的是走我們的任脈,00:54:52.130,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0551,事实上我们呼吸是所有运动的基础,00:03:02.640,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0551,那对于我们现在练习私密瑜伽来讲,00:04:05.480,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密训练,L0551,这才叫真正的私密训练,00:10:30.940,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0551,你的盆底肌就提升不起来,00:17:03.460,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0551,所以它在帮它去做按摩的时候,00:30:07.400,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0552,它是可以通过你的呼吸,00:05:01.890,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L0552,再下一个动作叫连花冥想,00:47:19.660,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0553,从刚开始不能够理解为什么我们要从呼吸开始练习,00:00:09.040,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0553,还可以把盆底肌收缩,00:20:56.260,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L0553,连花冥想是练我们的,00:30:46.540,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0554,"我会带大家从呼吸,从神经,从肌肉控制,然后慢慢慢慢去做",00:00:24.480,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密训练,L0554,所以我们做私密训练的目的是什么,01:12:50.380,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0554,我们举办过一个课程,01:19:13.380,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0555,所以不需要你特意去呼吸,00:07:41.300,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0555,"我自己这么多年我练习私密瑜伽下来,我觉得最大的感受不是说,",01:26:16.200,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0556,我们从前面的呼吸,00:00:46.620,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0556,所以我们的课程是寻序监禁的,00:01:07.620,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0556,它都会影响着你的盆底肌的内部,00:03:17.620,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0556,为什么取名叫私密瑜伽呢,00:14:48.850,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密训练,L0556,因为我们这套私密训练的工法,00:14:50.850,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0556,所以我们有机会叫Uni按摩,00:16:52.850,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L0556,于家当中有很多的冥想,00:17:42.850,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0557,本来觉得只是来学个私密瑜伽,00:00:08.700,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0557,因为今天我们要来到我们的盆底肌的换形,00:03:28.420,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0557,把呼吸带到这里来,00:05:42.460,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0557,后面我们会有讲到的一些课程,01:15:05.720,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0557,做完了以后大家一定要做一下按摩,01:37:08.320,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0558,就是我们会把课程的节奏,00:00:53.000,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0558,我们都是通过呼吸,00:04:43.640,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0558,然后能来去把我们的盆底肌的换起,00:04:49.400,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0558,你看我們練私密瑜伽的好處,01:11:22.400,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0558,從音道裡面的按摩,01:21:30.290,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0559,让私密瑜伽成为每个女人处所可及的幸福模方,00:02:30.180,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0559,姓老师的课程2908,00:17:14.940,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密训练,L0559,以及我们整个私密训练的全案的策划,00:54:51.920,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0559,就像你做保健按摩一样的啊,01:58:25.960,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0559,光呼吸 声音 讲话,02:20:43.540,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0560,透過呼吸呼吸按摩按摩,00:00:36.720,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0560,透過呼吸呼吸按摩按摩,00:00:36.720,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0560,把注意力放在你的盆底肌上,00:24:25.230,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0560,所以其实练习私密瑜伽对淡化色素,01:49:55.580,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0560,啊会有我们的线下课程的一二三阶段的学习,02:03:48.460,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0561,所以我們要找到吸管室呼吸向上吸的感覺,00:39:27.160,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0561,我们的盆底肌是羞向上提起来的,00:46:19.110,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0561,你用使可以用手法給它按摩,01:32:15.500,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0562,把你的呼吸身体搞断出来,00:21:35.530,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0562,手动放松你的盆底肌,00:32:47.320,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0562,按摩一下我們的音道周圍,01:29:30.790,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0563,我們的這個吸管式呼吸,00:34:39.220,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0563,那基本上我们的就是练习的部分的课程呢,01:13:11.770,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0563,然后还有我们的按摩,01:16:12.010,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0564,跟我们练盆腔呼吸一样,00:06:51.440,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0564,这个能量的课程啊,01:16:19.370,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0565,主要的训练课程呢,00:02:30.950,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0565,所以我们先来去练习我们的呼吸法,00:03:00.310,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0565,带我们盆底肌的带动一下,00:14:49.410,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0565,所以希望大家能够借由私密瑜伽,01:14:58.450,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0565,小按摩球会好一点,01:20:35.300,从课程原文上下文提取，需人工补充准确定义,needs_human_review
美臀训练,L0565,我们12号会做美臀训练,01:25:40.300,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0566,我們透過呼吸先去調動,00:00:09.880,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密训练,L0566,所以我们做私密训练的目的是什么,01:12:35.940,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0566,老师的课程来讲得很清楚的,01:31:14.110,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0567,去寬 按時的呼吸,00:02:12.520,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0567,还是说你去按摩也好,01:29:29.830,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0568,那我们的整个的盆底肌也分为左侧右侧,00:00:23.660,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0568,找到我们吸管时呼吸的,00:02:41.220,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0569,然后再用我们的吸管式呼吸向里面吸,00:00:25.400,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0570,让你的鼻子发出呼吸声,00:00:47.810,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0571,所以这个膀腔呼吸呢,00:01:31.750,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0572,伴随着每次的呼吸,00:01:18.820,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0573,我们就可以非常有效的促进盆底肌的收缩,00:02:22.910,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0573,呼吸的方式鼻息嘴呼,00:03:24.910,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0574,我们保持正常的呼吸,00:05:59.260,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0575,你們一定要調整呼吸,00:13:09.620,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0575,都是去借一個是盆底肌,00:20:11.230,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0577,"所以我们根据自己的身体情况去调整,如果累了感觉用到别的地方了,就可以缓一下下,对,再去夹住一调整自己的呼吸,呼吸不要乱,一定要注意呼吸,呼吸,夹屁屁,夹屁屁,好,来往后啊,",00:04:41.900,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0577,去收超級練盆底肌的,00:11:20.330,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0577,因为这毕竟是线上的课程,00:58:10.280,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0578,咱们的毕业彩单课程哦,00:01:45.760,从课程原文上下文提取，需人工补充准确定义,needs_human_review
两性关系,L0578,两性关系两性生活能够去,00:11:26.690,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0578,我们就去找个地方按摩,00:41:18.340,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0578,所以我讲在我们的私密瑜伽的,00:45:40.740,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0578,呼吸在这个过程配合非常重要,00:53:33.520,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0579,然后呢 今天是我们的第三天的课程,00:00:19.470,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0579,大家已经掌握了我们身体的一些呼吸的方法和技巧,00:00:32.470,从课程原文上下文提取，需人工补充准确定义,needs_human_review
两性关系,L0579,他在两性关系的过程当中,00:12:30.690,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0580,就是因为我们的整个的盆底肌,00:03:48.470,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0580,瑜伽球它会随着我们的呼吸,00:04:50.110,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0580,相当于你就是在给你的五脏六腑做按摩,00:06:18.950,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0581,灵灵元气私密瑜伽,00:01:45.120,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0581,以及调理我们的呼吸,00:02:40.330,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0582,开始我们今天的课程,00:00:47.760,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0582,下面去帮我们去激活和按摩,00:04:57.570,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0582,说我呼吸好像节制不对,00:11:33.220,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0582,但是自从练习私密瑜伽过后,00:18:23.920,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0583,Hello 大家好 欢迎来到林能元气私密瑜伽,00:00:00.110,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0583,配合我們的吸管式呼吸來一起進行,00:18:10.840,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0584,我们的课程马上开始了,00:00:57.580,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0584,那么从我们第一天的呼吸练习,00:02:38.710,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0585,今天又来到了我们训练课程的第四节课程,00:00:05.120,从课程原文上下文提取，需人工补充准确定义,needs_human_review
两性关系,L0585,当我们在进入到两性关系当中,00:05:10.200,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0585,盆底肌参与性活动,00:10:41.200,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0585,我们透过意识 透过呼吸,00:17:18.250,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0586,准备开始今天的课程,00:01:02.000,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0586,我们在呼吸的过程当中,00:13:59.780,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0588,麦倫呼吸的部分是沒有那麼錄音好,00:02:57.510,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0588,在以前的课程也有看过的一个联系,01:04:40.240,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0589,呼吸到这个第一麦龙的位置,00:56:21.330,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0589,我们的课程是一个月,01:28:52.900,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0590,我们有大概一个两个小时的课程,00:09:47.930,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0590,可能你躺下这个呼吸的时候就,00:10:34.930,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0591,身体哪一个部分想要被呼吸,00:01:52.460,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0592,为了你的吸气呼吸,00:21:20.010,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0593,让我们一起做几次深呼吸,00:00:54.080,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0594,请你连续做三次深呼吸,00:00:14.340,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L0595,欢迎来到我们今天的冥想练习,00:00:02.640,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0595,现在让我们一起有意识地做三次深呼吸,00:00:12.160,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L0596,欢迎来到今天的冥想练习,00:00:03.060,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0596,每次呼吸都让你更加的放松,00:01:08.880,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L0597,欢迎你开始今天的冥想练习,00:00:02.080,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L0598,歡迎來到今天的冥想練習,00:00:02.000,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0598,現在讓我們先一起做幾次深呼吸,00:00:05.000,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L0601,"这是一个帮助你每天充益能量,唤醒女性力量和自我肯定的冥想",00:00:06.050,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L0602,今天为大家带来一段释放的祈祷冥想,00:00:02.200,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0603,我们要在蓝星私密瑜伽的直播间,00:00:20.060,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0603,是最陆地的一个课程,00:06:40.460,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0603,还有我们呼吸的一个结合,00:07:37.380,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0603,跟我们能够调动我们的盆底肌肉,00:26:40.100,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0604,就是我私一名非常优秀的蓝星私密瑜伽教练,00:01:07.360,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0604,有可能你是刚上了七天的课程,00:03:49.000,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0604,怎么呼吸 怎么训练 这个动作怎么发力,00:12:23.760,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0605,课程学习当中的姐妹,00:05:01.350,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密训练,L0605,所以我们是最先把私密训练,00:13:03.140,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0605,帮助我们的音道去按摩,00:21:40.980,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0605,私密瑜伽这将近4年的时间,00:45:34.940,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0606,也就报了3980的课 全套课程,00:01:14.360,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0606,我一样用呼吸就能达到幸运,00:03:02.520,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0606,私密瑜伽对这个惨后妇女的康复,00:27:22.340,从课程原文上下文提取，需人工补充准确定义,needs_human_review
两性关系,L0606,关于两性关系的相处的艺术,00:32:40.470,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0607,當時我對這個私密瑜伽這個名字還不了解,00:03:35.700,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0607,男的外面西角按摩,00:21:30.080,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0608,當時我對這個私密瑜伽這個名字還不了解,00:03:10.380,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0609,参加这些这样的课程,00:04:49.480,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0610,学了第二天的那个课程的时候,00:00:20.220,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0610,因为我想把私密瑜伽这一块呢,00:01:51.860,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0611,和森林解剖的课程,00:00:13.760,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0611,私密瑜伽教练之后,00:06:08.760,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0611,包括我们的沙龙按摩用的,00:17:53.320,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0612,藍心私密瑜伽不光是練習,00:06:39.480,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0613,二十一天的私密瑜伽训练营的,00:27:32.100,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0613,我们的7天课程开始,00:58:22.580,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0613,因为我听说那个呼吸,01:00:49.350,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密训练,L0613,就是靠什么靠我们的私密训练,01:58:33.880,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0613,给你清洁 按摩 放松,02:20:25.480,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0614,做一些基础的按摩手法,00:18:43.660,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0614,我觉得私密瑜伽很省钱,00:22:46.380,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0614,21天的全绝当的课程,00:23:44.380,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0614,像我练呼吸练了4年,00:45:26.190,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0615,然后因为我可能也在寻找这方面的课程,00:00:25.630,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0615,我觉得每个女人都应该去修一下这个私密瑜伽吧,00:02:04.430,从课程原文上下文提取，需人工补充准确定义,needs_human_review
两性关系,L0615,我们在两性关系当中如何去入对方,00:03:47.740,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0615,就是整个这个呼吸,00:20:20.630,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0616,21天私密瑜伽訓練營的,00:10:10.550,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0616,是在講的八爪魚的這個呼吸吧,01:56:35.750,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0617,加入了咱们七天的那种课程,00:10:22.640,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0617,大家把盆墙呼吸做起来,00:23:13.340,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0617,蓝星私密瑜伽之后,00:36:57.850,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密训练,L0617,所以除了练私密训练以外,01:23:41.550,从课程原文上下文提取，需人工补充准确定义,needs_human_review
两性关系,L0617,如果说想要学习更多的两性关系的技巧,01:52:03.660,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0618,一名医生怎么还会来练习私密瑜伽呢,00:02:34.840,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0618,而且七天课程还可以让你,00:03:31.760,从课程原文上下文提取，需人工补充准确定义,needs_human_review
两性关系,L0618,尤其是在两性关系上能够真实的表达,00:29:45.170,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0618,呃呼吸还有这些体式,00:54:16.970,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0618,就是我有次去美容院做胸部按摩,01:05:22.170,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0619,但是今天依然给大家申请到了我们的课程带经券,00:00:48.440,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0619,对于私密瑜伽的这个认识,00:16:55.330,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0619,听了几分钟来呼吸,00:56:11.500,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0620,我们的导师团的云烟老师给大家讲课程的安排,00:02:24.760,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密训练,L0620,那就是私密训练在我们整个私密行业的,00:05:32.920,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0620,所以我也深深的感受到我们私密瑜伽的这一份,00:06:04.280,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0620,然后通过前一周的呼吸,00:40:11.270,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0621,"那今天晚上呢,我们也有非常不一样的主题,我们这一次的主题是私密瑜伽相光而行,共学中华经典,建设幸福家庭",00:01:15.390,从课程原文上下文提取，需人工补充准确定义,needs_human_review
盆底肌,L0621,"然后因为当时的课程上,老师在朵阴上也讲了私密家,可以对于针对女性的盆底肌修复,还有对于一些更年期,还有一些女性漏尿等等,女性的一些问题都解决了",00:08:17.730,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0621,"然后因为当时的课程上,老师在朵阴上也讲了私密家,可以对于针对女性的盆底肌修复,还有对于一些更年期,还有一些女性漏尿等等,女性的一些问题都解决了",00:08:17.730,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0621,我们练的任何一个呼吸,00:41:53.740,从课程原文上下文提取，需人工补充准确定义,needs_human_review
冥想,L0621,练完性能量唤醒以后的一个宇宙冥想,01:03:56.200,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0621,有时候会给他按摩嘛,01:29:35.140,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0622,不是我在教私密瑜伽,00:02:26.160,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0622,呼吸都還沒有理解清楚,00:27:10.040,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0624,当然我也觉得这个是我之前学习课程的一个总结嘛,00:00:17.630,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0624,我从原来的这个对于私密瑜伽的这个认识开始,00:00:34.630,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0625,"说呼吸一下,这能",00:02:40.560,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0625,我没有抱七天的课程,00:03:08.260,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0626,因为今天要给大家分享的课程,00:02:09.060,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0626,因此我们在练习私密瑜伽的时候,00:04:28.060,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0626,跟我们做膀枪呼吸啊,00:08:52.210,从课程原文上下文提取，需人工补充准确定义,needs_human_review
私密瑜伽,L0627,和一些我们私密瑜伽的训练的方法,00:00:24.360,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0627,去开展这种两性课程,00:00:47.680,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0628,沒有讓呼吸來到這裏,00:15:04.540,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0629,允许我们的吸气呼吸,00:18:52.660,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0633,我们结束了课程的时候,00:17:54.040,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0634,大家今天我们的课程就到这里,00:47:11.340,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0635,二节的第一天的课程,00:00:18.680,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0637,"所以,大家欢迎来到我们心肝流动的课程,第一届课,这一周,这个课程,我们体验到,感觉到,我们的第一买轮,第二买轮,跟第三买轮的能量",00:04:28.810,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0637,"感覺到和呼吸,記得呼吸",00:27:51.800,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0638,如果你的单天的呼吸,01:06:39.630,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0640,今天是第二天的课程,00:00:03.340,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0640,想到你的呼吸在进来到你的身体,00:01:41.700,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0641,一起呼吸到你的腹部,00:32:47.170,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0641,我们今天的课程来到这里,00:46:26.170,从课程原文上下文提取，需人工补充准确定义,needs_human_review
按摩,L0642,它們是會被這個橫割膜按摩一下,00:17:22.600,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0642,當天的呼吸的時候,00:19:08.260,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0643,或是学到了这么多的课程,00:14:43.110,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0644,在流動自然的在呼吸,00:07:20.870,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0645,来到我们新疆流动的课程,00:00:00.000,从课程原文上下文提取，需人工补充准确定义,needs_human_review
呼吸,L0645,买了呼吸 有没有,00:17:36.410,从课程原文上下文提取，需人工补充准确定义,needs_human_review
课程,L0646,"OK,来到我们课程里面",00:00:19.480,从课程原文上下文提取，需人工补充准确定义,needs_human_review
