lesson_id,source_path,file_name,extension,file_type,duration,duration_seconds,size_bytes,size_mb,last_write_time,has_transcript,transcript_source,process_status,notes,audio_codec,video_codec,width,height
L0394,\\192.168.10.102\市场营销中心\品牌部\所有课程\3980课程更新\压缩\亲密能量第八课2021-08-28083120.mp4,亲密能量第八课2021-08-28083120.mp4,.mp4,video,01:25:27.429,5127.429,1278155830,1218.94,2025-11-22 17:05:34,false,,pending_asr,,aac,h264,720,1280
L0395,\\192.168.10.102\市场营销中心\品牌部\所有课程\3980课程更新\压缩\亲密能量第六课2021-08-18082700.mp4,亲密能量第六课2021-08-18082700.mp4,.mp4,video,01:22:36.720,4956.72,619939232,591.22,2025-11-22 16:51:03,false,,pending_asr,,aac,h264,544,960
L0396,\\192.168.10.102\市场营销中心\品牌部\所有课程\3980课程更新\压缩\亲密能量第四课2021-08-16084139.mp4,亲密能量第四课2021-08-16084139.mp4,.mp4,video,01:21:54.435,4914.435,491289964,468.53,2025-11-21 19:00:08,false,,pending_asr,,aac,h264,544,960
L0397,\\192.168.10.102\市场营销中心\品牌部\所有课程\3980课程更新\压缩\第三节步步高.mp4,第三节步步高.mp4,.mp4,video,00:16:56.337,1016.337,459182417,437.91,2026-02-07 11:45:57,false,,pending_asr,,aac,h264,1920,1080
L0398,\\192.168.10.102\市场营销中心\品牌部\所有课程\3980课程更新\压缩\第二节灵动八爪鱼.mp4,第二节灵动八爪鱼.mp4,.mp4,video,00:24:55.063,1495.063,625512731,596.54,2026-02-07 13:28:46,false,,pending_asr,,aac,h264,1920,1080
L0399,\\192.168.10.102\市场营销中心\品牌部\所有课程\3980课程更新\压缩\第五节敦煌式.mp4,第五节敦煌式.mp4,.mp4,video,00:17:49.070,1069.07,507560245,484.05,2026-02-07 12:28:07,false,,pending_asr,,aac,h264,1920,1080
L0400,\\192.168.10.102\市场营销中心\品牌部\所有课程\3980课程更新\压缩\第六节膨出脱垂强化.mp4,第六节膨出脱垂强化.mp4,.mp4,video,00:27:13.067,1633.067,669535416,638.52,2026-02-07 12:59:42,false,,pending_asr,,aac,h264,1920,1080
L0401,\\192.168.10.102\市场营销中心\品牌部\所有课程\3980课程更新\压缩\第四节蝴蝶飞.mp4,第四节蝴蝶飞.mp4,.mp4,video,00:18:04.488,1084.488,408234752,389.32,2026-02-07 12:06:25,false,,pending_asr,,aac,h264,1920,1080
L0402,\\192.168.10.102\市场营销中心\品牌部\所有课程\3980课程更新\第三节步步高.mp4,第三节步步高.mp4,.mp4,video,00:16:56.333,1016.333,2434946292,2322.15,2026-02-05 14:53:13,false,,pending_asr,,aac,h264,1920,1080
L0403,\\192.168.10.102\市场营销中心\品牌部\所有课程\3980课程更新\第二节灵动八爪鱼.mp4,第二节灵动八爪鱼.mp4,.mp4,video,00:24:55.063,1495.063,3587245904,3421.06,2026-02-05 14:46:57,false,,pending_asr,,aac,h264,1920,1080
L0404,\\192.168.10.102\市场营销中心\品牌部\所有课程\3980课程更新\第五节敦煌式.mp4,第五节敦煌式.mp4,.mp4,video,00:17:49.050,1069.05,2563133893,2444.39,2026-02-05 15:06:32,false,,pending_asr,,aac,h264,1920,1080
L0405,\\192.168.10.102\市场营销中心\品牌部\所有课程\3980课程更新\第六节膨出脱垂强化.mp4,第六节膨出脱垂强化.mp4,.mp4,video,00:27:13.033,1633.033,3914683860,3733.33,2026-02-05 15:15:19,false,,pending_asr,,aac,h264,1920,1080
L0406,\\192.168.10.102\市场营销中心\品牌部\所有课程\3980课程更新\第四节蝴蝶飞.mp4,第四节蝴蝶飞.mp4,.mp4,video,00:18:04.488,1084.488,2603265901,2482.67,2026-02-05 14:59:51,false,,pending_asr,,aac,h264,1920,1080
L0407,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\成片\水印版\第1节.mp4,第1节.mp4,.mp4,video,00:07:18.951,438.951,805947337,768.61,2025-03-06 13:25:53,false,,pending_asr,,aac,h264,1920,1080
L0408,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\成片\水印版\第2节.mp4,第2节.mp4,.mp4,video,00:06:00.351,360.351,657673634,627.21,2025-03-06 13:27:49,false,,pending_asr,,aac,h264,1920,1080
L0409,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\成片\水印版\第3节.mp4,第3节.mp4,.mp4,video,00:10:42.683,642.683,1174104345,1119.71,2025-03-06 13:23:36,false,,pending_asr,,aac,h264,1920,1080
L0410,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\成片\水印版\第4节.mp4,第4节.mp4,.mp4,video,00:05:33.950,333.95,608557587,580.37,2025-03-06 13:29:38,false,,pending_asr,,aac,h264,1920,1080
L0411,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\成片\水印版\第5节.mp4,第5节.mp4,.mp4,video,00:11:47.234,707.234,1294992164,1235,2025-03-06 13:20:46,false,,pending_asr,,aac,h264,1920,1080
L0412,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\成片\水印版\第6节.mp4,第6节.mp4,.mp4,video,00:11:42.985,702.985,1277582577,1218.4,2025-03-06 13:09:35,false,,pending_asr,,aac,h264,1920,1080
L0413,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\成片\水印版\第7节.mp4,第7节.mp4,.mp4,video,00:11:17.675,677.675,1236674011,1179.38,2025-03-06 13:13:05,false,,pending_asr,,aac,h264,1920,1080
L0414,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\成片\水印版\第8节.mp4,第8节.mp4,.mp4,video,00:04:48.253,288.253,527768573,503.32,2025-03-06 13:16:00,false,,pending_asr,,aac,h264,1920,1080
L0415,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\成片\第一节：为什么要学习丁丁按摩操.mp4,第一节：为什么要学习丁丁按摩操.mp4,.mp4,video,00:07:18.933,438.933,1052200184,1003.46,2025-03-05 18:37:25,false,,pending_asr,,aac,h264,1920,1080
L0416,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\成片\第七节课：男性延时按摩手法.mp4,第七节课：男性延时按摩手法.mp4,.mp4,video,00:11:17.667,677.667,1025146053,977.66,2025-03-05 20:19:35,false,,pending_asr,,aac,h264,1920,1080
L0417,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\成片\第三节课：男阴九型.mp4,第三节课：男阴九型.mp4,.mp4,video,00:10:42.682,642.682,973494427,928.4,2025-03-05 19:29:10,false,,pending_asr,,aac,h264,1920,1080
L0418,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\成片\第二节课：丁丁的构造.mp4,第二节课：丁丁的构造.mp4,.mp4,video,00:06:00.350,360.35,544494630,519.27,2025-03-05 18:49:11,false,,pending_asr,,aac,h264,1920,1080
L0419,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\成片\第五节课：丁丁唤醒.mp4,第五节课：丁丁唤醒.mp4,.mp4,video,00:11:47.303,707.303,1071261307,1021.63,2025-03-05 19:56:15,false,,pending_asr,,aac,h264,1920,1080
L0420,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\成片\第八节课：老师寄语.mp4,第八节课：老师寄语.mp4,.mp4,video,00:04:48.252,288.252,435916242,415.72,2025-03-05 19:33:08,false,,pending_asr,,aac,h264,1920,1080
L0421,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\成片\第六节课：男性助勃按摩手法.mp4,第六节课：男性助勃按摩手法.mp4,.mp4,video,00:11:42.984,702.984,1063863676,1014.58,2025-03-05 20:06:39,false,,pending_asr,,aac,h264,1920,1080
L0422,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\成片\第四节课：按摩前的准备.mp4,第四节课：按摩前的准备.mp4,.mp4,video,00:05:33.949,333.949,504831054,481.44,2025-03-05 19:42:35,false,,pending_asr,,aac,h264,1920,1080
L0423,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\特写\C8330.MP4,C8330.MP4,.mp4,video,00:05:48.960,348.96,2449781888,2336.29,2025-03-03 19:44:16,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0424,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\特写\C8331.MP4,C8331.MP4,.mp4,video,00:07:57.600,477.6,3355815377,3200.35,2025-03-03 19:55:34,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0425,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\特写\C8332.MP4,C8332.MP4,.mp4,video,00:03:18.240,198.24,1409519762,1344.22,2025-03-03 19:59:48,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0426,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\特写\C8333.MP4,C8333.MP4,.mp4,video,00:05:09.600,309.6,2181326916,2080.28,2025-03-03 20:31:52,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0427,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\特写\C8334.MP4,C8334.MP4,.mp4,video,00:00:34.080,34.08,268587678,256.15,2025-03-03 20:33:39,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0428,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\特写\C8335.MP4,C8335.MP4,.mp4,video,00:12:47.040,767.04,5402798417,5152.51,2025-03-03 20:54:26,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0429,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\特写\C8336.MP4,C8336.MP4,.mp4,video,00:04:30.240,270.24,1912871865,1824.26,2025-03-03 21:03:22,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0430,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\特写\C8337.MP4,C8337.MP4,.mp4,video,00:12:00.000,720.0,5067229556,4832.49,2025-03-03 21:19:43,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0431,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\特写\C8338.MP4,C8338.MP4,.mp4,video,00:09:59.040,599.04,4228290780,4032.41,2025-03-03 21:31:52,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0432,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\讲解主机位\C9244.MP4,C9244.MP4,.mp4,video,00:00:06.240,6.24,67247123,64.13,2025-03-02 21:33:47,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0433,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\讲解主机位\C9245.MP4,C9245.MP4,.mp4,video,00:00:04.320,4.32,33691739,32.13,2025-03-03 01:35:16,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0434,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\讲解主机位\C9246.MP4,C9246.MP4,.mp4,video,00:07:40.320,460.32,3221588883,3072.35,2025-03-03 01:50:25,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0435,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\讲解主机位\C9247.MP4,C9247.MP4,.mp4,video,00:00:00.960,0.96,33690069,32.13,2025-03-03 01:51:48,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0436,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\讲解主机位\C9248.MP4,C9248.MP4,.mp4,video,00:06:27.840,387.84,2718236463,2592.31,2025-03-03 01:58:28,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0437,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\讲解主机位\C9249.MP4,C9249.MP4,.mp4,video,00:07:56.640,476.64,3355814703,3200.35,2025-03-03 02:09:46,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0438,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\讲解主机位\C9250.MP4,C9250.MP4,.mp4,video,00:03:18.240,198.24,1409519605,1344.22,2025-03-03 02:14:02,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0439,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\讲解主机位\C9251.MP4,C9251.MP4,.mp4,video,00:04:54.240,294.24,2080655847,1984.27,2025-03-03 02:33:17,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0440,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\讲解主机位\C9252.MP4,C9252.MP4,.mp4,video,00:00:04.320,4.32,33691739,32.13,2025-03-03 02:34:44,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0441,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\讲解主机位\C9253.MP4,C9253.MP4,.mp4,video,00:05:09.600,309.6,2181326759,2080.28,2025-03-03 02:46:05,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0442,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\讲解主机位\C9254.MP4,C9254.MP4,.mp4,video,00:00:33.600,33.6,235032849,224.14,2025-03-03 02:47:51,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0443,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\讲解主机位\C9255.MP4,C9255.MP4,.mp4,video,00:12:48.480,768.48,5369244539,5120.51,2025-03-03 03:08:41,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0444,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\讲解主机位\C9256.MP4,C9256.MP4,.mp4,video,00:04:28.800,268.8,1912871071,1824.26,2025-03-03 03:17:34,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0445,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\讲解主机位\C9257.MP4,C9257.MP4,.mp4,video,00:11:59.520,719.52,5033674719,4800.49,2025-03-03 03:33:56,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0446,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\讲解主机位\C9258.MP4,C9258.MP4,.mp4,video,00:09:58.560,598.56,4194735955,4000.41,2025-03-03 03:46:04,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0447,\\192.168.10.102\市场营销中心\品牌部\所有课程\丁丁按摩操新拍3月3日\讲解主机位\C9259.MP4,C9259.MP4,.mp4,video,00:01:41.280,101.28,738382889,704.18,2025-03-03 03:49:45,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0448,\\192.168.10.102\市场营销中心\品牌部\所有课程\产品使用视频\4D玻尿酸.MP4,4D玻尿酸.MP4,.mp4,video,00:06:20.733,380.733,568495093,542.16,2025-11-24 22:56:42,false,,pending_asr,,aac,h264,1920,1080
L0449,\\192.168.10.102\市场营销中心\品牌部\所有课程\产品使用视频\伊人之约“活性肽抗菌凝胶”.MP4,伊人之约“活性肽抗菌凝胶”.MP4,.mp4,video,00:05:39.638,339.638,412294403,393.19,2025-11-24 23:06:31,false,,pending_asr,,aac,h264,1920,1080
L0450,\\192.168.10.102\市场营销中心\品牌部\所有课程\产品使用视频\含豆使用视频.mp4,含豆使用视频.mp4,.mp4,video,00:03:36.400,216.4,14930524,14.24,2025-11-24 22:46:39,false,,pending_asr,,aac,h264,640,368
L0451,\\192.168.10.102\市场营销中心\品牌部\所有课程\产品使用视频\小红瓶洗液.MP4,小红瓶洗液.MP4,.mp4,video,00:07:20.333,440.333,659070801,628.54,2025-11-24 22:53:38,false,,pending_asr,,aac,h264,1920,1080
L0452,\\192.168.10.102\市场营销中心\品牌部\所有课程\产品使用视频\雅蜜哚冻干乳酸菌活菌抑菌片.M4V,雅蜜哚冻干乳酸菌活菌抑菌片.M4V,.m4v,video,00:04:52.757,292.757,356462380,339.95,2025-11-24 23:00:09,false,,pending_asr,,aac,h264,1920,1080
L0453,\\192.168.10.102\市场营销中心\品牌部\所有课程\健身训练课程包\主机位\CLIP\C9810.MP4,C9810.MP4,.mp4,video,00:00:00.960,0.96,33821141,32.25,2025-03-31 22:42:14,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0454,\\192.168.10.102\市场营销中心\品牌部\所有课程\健身训练课程包\主机位\CLIP\C9811.MP4,C9811.MP4,.mp4,video,00:02:07.680,127.68,872744777,832.31,2025-03-31 22:44:32,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0455,\\192.168.10.102\市场营销中心\品牌部\所有课程\健身训练课程包\主机位\CLIP\C9812.MP4,C9812.MP4,.mp4,video,00:16:04.800,964.8,6577437411,6272.73,2025-03-31 23:03:51,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0456,\\192.168.10.102\市场营销中心\品牌部\所有课程\健身训练课程包\主机位\CLIP\C9813.MP4,C9813.MP4,.mp4,video,00:09:49.440,589.44,4060644775,3872.53,2025-03-31 23:18:47,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0457,\\192.168.10.102\市场营销中心\品牌部\所有课程\健身训练课程包\主机位\CLIP\C9814.MP4,C9814.MP4,.mp4,video,00:10:53.760,653.76,4496900627,4288.58,2025-03-31 23:36:47,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0458,\\192.168.10.102\市场营销中心\品牌部\所有课程\健身训练课程包\主机位\CLIP\C9815.MP4,C9815.MP4,.mp4,video,00:01:14.400,74.4,537174041,512.29,2025-03-31 23:39:41,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0459,\\192.168.10.102\市场营销中心\品牌部\所有课程\健身训练课程包\主机位\CLIP\C9816.MP4,C9816.MP4,.mp4,video,00:12:43.200,763.2,5268709604,5024.63,2025-03-31 23:53:22,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0460,\\192.168.10.102\市场营销中心\品牌部\所有课程\健身训练课程包\主机位\CLIP\C9817.MP4,C9817.MP4,.mp4,video,00:00:03.360,3.36,33822335,32.26,2025-03-31 23:56:59,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0461,\\192.168.10.102\市场营销中心\品牌部\所有课程\健身训练课程包\主机位\CLIP\C9818.MP4,C9818.MP4,.mp4,video,00:17:45.600,1065.6,7349241847,7008.78,2025-04-01 00:17:02,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0462,\\192.168.10.102\市场营销中心\品牌部\所有课程\健身训练课程包\主机位\CLIP\C9819.MP4,C9819.MP4,.mp4,video,00:17:50.880,1070.88,7349244599,7008.79,2025-04-01 00:38:11,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0463,\\192.168.10.102\市场营销中心\品牌部\所有课程\健身训练课程包\主机位\CLIP\C9820.MP4,C9820.MP4,.mp4,video,00:11:31.680,691.68,4698246971,4480.6,2025-04-01 00:50:25,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0464,\\192.168.10.102\市场营销中心\品牌部\所有课程\健身训练课程包\副机位\CLIP\C9640.MP4,C9640.MP4,.mp4,video,00:00:00.480,0.48,33689990,32.13,2025-04-01 16:28:41,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0465,\\192.168.10.102\市场营销中心\品牌部\所有课程\健身训练课程包\副机位\CLIP\C9641.MP4,C9641.MP4,.mp4,video,00:02:08.160,128.16,906168534,864.19,2025-04-01 16:31:03,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0466,\\192.168.10.102\市场营销中心\品牌部\所有课程\健身训练课程包\副机位\CLIP\C9642.MP4,C9642.MP4,.mp4,video,00:16:05.280,965.28,6778633381,6464.61,2025-04-01 16:50:23,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0467,\\192.168.10.102\市场营销中心\品牌部\所有课程\健身训练课程包\副机位\CLIP\C9643.MP4,C9643.MP4,.mp4,video,00:09:49.920,589.92,4127622964,3936.41,2025-04-01 17:05:19,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0468,\\192.168.10.102\市场营销中心\品牌部\所有课程\健身训练课程包\副机位\CLIP\C9644.MP4,C9644.MP4,.mp4,video,00:10:53.760,653.76,4597433049,4384.45,2025-04-01 17:23:19,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0469,\\192.168.10.102\市场营销中心\品牌部\所有课程\健身训练课程包\副机位\CLIP\C9645.MP4,C9645.MP4,.mp4,video,00:01:12.960,72.96,537042410,512.16,2025-04-01 17:26:11,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0470,\\192.168.10.102\市场营销中心\品牌部\所有课程\健身训练课程包\副机位\CLIP\C9646.MP4,C9646.MP4,.mp4,video,00:12:44.160,764.16,5369242444,5120.51,2025-04-01 17:39:53,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0471,\\192.168.10.102\市场营销中心\品牌部\所有课程\健身训练课程包\副机位\CLIP\C9647.MP4,C9647.MP4,.mp4,video,00:00:02.880,2.88,33691101,32.13,2025-04-01 17:43:30,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0472,\\192.168.10.102\市场营销中心\品牌部\所有课程\健身训练课程包\副机位\CLIP\C9648.MP4,C9648.MP4,.mp4,video,00:17:45.600,1065.6,7483328660,7136.66,2025-04-01 18:03:34,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0473,\\192.168.10.102\市场营销中心\品牌部\所有课程\健身训练课程包\副机位\CLIP\C9649.MP4,C9649.MP4,.mp4,video,00:17:50.880,1070.88,7516885885,7168.66,2025-04-01 18:24:43,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0474,\\192.168.10.102\市场营销中心\品牌部\所有课程\健身训练课程包\副机位\CLIP\C9650.MP4,C9650.MP4,.mp4,video,00:11:31.680,691.68,4865888216,4640.47,2025-04-01 18:36:57,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0475,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\主机位\C9426.MP4,C9426.MP4,.mp4,video,00:08:44.525,524.525,3758670753,3584.55,2023-12-03 15:21:41,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0476,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\主机位\C9427.MP4,C9427.MP4,.mp4,video,00:19:00.640,1140.64,8121136177,7744.92,2023-12-03 16:04:38,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0477,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\主机位\C9428.MP4,C9428.MP4,.mp4,video,00:00:09.510,9.51,100935137,96.26,2023-12-03 16:06:43,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0478,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\主机位\C9429.MP4,C9429.MP4,.mp4,video,00:01:37.100,97.1,704966363,672.31,2023-12-03 16:13:59,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0479,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\主机位\C9430.MP4,C9430.MP4,.mp4,video,00:07:10.935,430.935,3087527137,2944.5,2023-12-03 16:23:46,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0480,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\主机位\C9431.MP4,C9431.MP4,.mp4,video,00:08:48.530,528.53,3758673105,3584.55,2023-12-03 16:51:21,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0481,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\主机位\C9432.MP4,C9432.MP4,.mp4,video,00:00:02.505,2.505,33822157,32.26,2023-12-03 16:52:31,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0482,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\主机位\C9433.MP4,C9433.MP4,.mp4,video,00:18:16.600,1096.6,7785564929,7424.89,2023-12-03 17:12:24,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0483,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\主机位\C9434.MP4,C9434.MP4,.mp4,video,00:06:17.380,377.38,2684842493,2560.47,2023-12-03 17:35:21,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0484,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\主机位\C9435.MP4,C9435.MP4,.mp4,video,00:03:56.740,236.74,1711681353,1632.39,2023-12-03 17:40:07,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0485,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\主机位\C9436.MP4,C9436.MP4,.mp4,video,00:12:18.240,738.24,5268763433,5024.68,2023-12-03 19:09:15,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0486,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\主机位\C9437.MP4,C9437.MP4,.mp4,video,00:11:50.710,710.71,5067419997,4832.67,2023-12-03 19:21:24,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0487,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\主机位\C9438.MP4,C9438.MP4,.mp4,video,00:00:04.005,4.005,33823037,32.26,2023-12-03 19:21:42,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0488,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\主机位\C9439.MP4,C9439.MP4,.mp4,video,00:05:00.805,300.805,2147926601,2048.42,2023-12-03 19:26:53,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0489,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\主机位\C9440.MP4,C9440.MP4,.mp4,video,00:04:23.265,263.265,1879469093,1792.4,2023-12-03 19:33:19,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0490,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\主机位\C9441.MP4,C9441.MP4,.mp4,video,00:02:36.660,156.66,1141208967,1088.34,2023-12-03 19:36:27,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0491,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\主机位\C9442.MP4,C9442.MP4,.mp4,video,00:12:34.755,754.755,5402991178,5152.69,2023-12-03 19:56:38,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0492,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\特写机位\C0117.MP4,C0117.MP4,.mp4,video,00:00:15.015,15.015,100676209,96.01,2023-12-01 00:23:50,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0493,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\特写机位\C7821.MP4,C7821.MP4,.mp4,video,00:08:23.503,503.503,3590755236,3424.41,2023-12-03 15:28:00,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0494,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\特写机位\C7822.MP4,C7822.MP4,.mp4,video,00:19:11.650,1151.65,8188120843,7808.8,2023-12-03 15:48:02,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0495,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\特写机位\C7823.MP4,C7823.MP4,.mp4,video,00:19:00.639,1140.639,8121005168,7744.79,2023-12-03 16:10:58,false,,pending_asr,,pcm_s16be,h264,1920,1080
L0496,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\特写机位\C7824.MP4,C7824.MP4,.mp4,video,00:07:10.930,430.93,3087396128,2944.37,2023-12-03 16:30:06,false,,pending_asr,,pcm_s16be,h264,1920,1080
