session_id,semantic_event_id,start_ms,end_ms,duration_ms,event_type,live_stage,utterance_function,source_audio_segment_ids,source_visual_window_ids,source_comment_ids,trigger_source,text_summary_clean,semantic_confidence,course_alignment_status,reply_relation_status,action_observation_status,prosody_status,completion_status
latest_live_02,latest_live_02-SEM0185-000004812730,4812730,4842060,29330,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_02-A000848;latest_live_02-A000849;latest_live_02-A000850;latest_live_02-A000851,,latest_live_02-COM00026;latest_live_02-COM00027;latest_live_02-COM00028,asr_host_speech,好，不知道怎么做的最简单，你就含个吸管，含在嘴巴里，然后你每次震颤的时候，让这个气从你的嘴巴里出来，然后你做着做着，你会感受一下，慢慢的你的盆底肌活过来了。 慢慢的，你会发现他就有感觉了！ 哈，来，跟着我一样的这样子，上下震颤，我们做50次啊！ 上下震颤50次，含一根吸管，最简单，马上就找盆底肌来，含着嘴巴，含吸管，下面做球球，上下震颤。,0.911,no_course_match,candidate_relation_arbitrated_insufficient_source_evidence,observed_by_qwen_vl_window,derived_from_asr_timestamps_volume_not_measured,partial
latest_live_02,latest_live_02-SEM0186-000004872110,4872110,4940440,68330,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_02-A000852;latest_live_02-A000853;latest_live_02-A000854;latest_live_02-A000855;latest_live_02-A000856;latest_live_02-A000857,,,asr_host_speech,，就这样，上下震颤50次，就是呼气呼气呼气呼气，呼呼呼呼呼呼呼啊，没有吸管你也可以嘴巴做成像吸管一样重点是向外呼气，呼气的时候，盆底肌它是自然收缩的状态，然后我们轻轻的去拍击它，呼呼呼呼呼呼呼呼呼呼呼呼呼呼呼呼呼呼， ok，大家试一下哈，试一下你们哎呀，姐妹们，我跟你们讲，练习盆底肌真的没有那么复杂。 你不用花几千几万，然后呢去健身房搞个半年、一年还没有结果。 你们就真的听话照做，买个球回去，按照我教你们的方法，你最多练三天，你自己去感受一下。 所以我就……我其实搞不明白，为什么很多姐妹松弛了很多年，但是不去改变…,0.943,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0187-000004941250,4941250,4971650,30400,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_02-A000858;latest_live_02-A000859;latest_live_02-A000860;latest_live_02-A000861,,,asr_host_speech,姐妹们知道吗？ 好，盆底肌的问题，一部分是生孩子生出来的，一部分呢是我们不重视拖出来的，还有一部分是错误的练习练出来的。 就是有很多人经常，尤其是你知道，其实健身的、做普拉提、做运动的，包括我们说举重的这些运动员、负重的这些运动员，他们其实更容易比我们正常人更容易出现盆底肌的问题嘛！ 因为大部分的运动，尤其是一些大负重的体力运动的，它都是需要靠腹压维持的。,0.95,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0188-000004972050,4972050,4992240,20190,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_02-A000862;latest_live_02-A000863;latest_live_02-A000864;latest_live_02-A000865;latest_live_02-A000866,,,asr_host_speech,那如果盆底肌不会收缩的，它腹内压维持的不好的，所以说它就会往下就会漏。 所以你们看举重的运动员，尤其是女性的举重运动员，她们下面的那个垫子全部都是那种瞬间吸水防水的。 为什么？ 几乎所有的举重运动员在做挺举的时候一定会漏尿的。 为什么？,0.95,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0189-000004992320,4992320,5010280,17960,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_02-A000867;latest_live_02-A000868;latest_live_02-A000869;latest_live_02-A000870,,,asr_host_speech,因为当女性的本身，我们这个水管子就短，只有4厘米；男生有12厘米，女性只有4厘米。 所以当她在这个挺举一挺，那个腹部压力一压，哗！ 你看那个下面根本控制不住的，都会流出来的。 所以之前有些人就笑说：“哎呀，说说这些运动员怎么这个样子啊？,0.922,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0190-000005010360,5010360,5037450,27090,course_explanation_block,course_explanation,teach_or_demonstrate_candidate,latest_live_02-A000871;latest_live_02-A000872;latest_live_02-A000873;latest_live_02-A000874;latest_live_02-A000875,,,asr_host_speech,好像也不知道穿个纸尿裤，就好像觉得多不多丢人啊！ 你看尿都挤出来了。 ”这不是，这是女性的生理结构决定了的。 当她在挺举、腹压大的时候，她一定会把膀胱里面水挤出来的。 所以，那这是一些运动员可能比较极端，但是有些我们可能呃没有那么严重，但是我们也经常在负重、经常在做的时候，他腹压大，他也会包括肥胖、包括经常手提重物、包括你们经常穿高跟鞋的，好，所以都需要练习起来。,0.943,blocked_source_missing,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0191-000005037690,5037690,5058020,20330,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_02-A000876;latest_live_02-A000877;latest_live_02-A000878;latest_live_02-A000879;latest_live_02-A000880;latest_live_02-A000881,,,asr_host_speech,照我教你们的方法，你就这样很简单，是不是？ 你看，吹着一个吸管，上下正颤。 就这样子做，你的盆底肌就会变得很好，你的下腹部就会变得很紧致。 好，所以这个我心永恒，你在问老师下垂可以练吗？ 你说呢？ 宝贝，这个问题还用问吗？,0.948,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0192-000005058980,5058980,5076300,17320,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_02-A000882;latest_live_02-A000883;latest_live_02-A000884;latest_live_02-A000885,,,asr_host_speech,不练，你告诉我有什么办法可以让你变紧？ 好，因为下肚子都是因为腹直肌和盆底肌，所以咱们练是不是就是练盆底肌、练腹直肌？ 只是你要找对方法哈。 不知道怎么练的姐妹们，关注老师，跟着老师一起练习起来，你们可以进粉丝群去。,0.95,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0193-000005076930,5076930,5092130,15200,sales_trust_node,sales_or_conversion,offer_or_conversion_candidate,latest_live_02-A000886;latest_live_02-A000887;latest_live_02-A000888;latest_live_02-A000889,,,asr_host_speech,可以进粉丝群，可以链接到老师。 进粉丝群，你们可以看到我怎么给你们进行盆底肌的悬吊，你就知道老师是不是吹牛的了。 很多人嗯，看到很多的主播天天在跟你们讲盆底肌，你就问他：“盆底肌好不好嘛？ ”怎么才能验证盆底肌好不好？,0.834,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0194-000005092210,5092210,5102250,10040,course_explanation_block,course_explanation,teach_or_demonstrate_candidate,latest_live_02-A000890;latest_live_02-A000891;latest_live_02-A000892;latest_live_02-A000893,,,asr_host_speech,非常简单，有没有力量，对不对？ 很简单，一个判断标准：盆底肌好不好，是不是首先看有没有力量？ 你们看，你们看南星老师，我有没有吹牛？ 我给你们看我这个球。,0.935,blocked_source_missing,insufficient_source_evidence,observed_by_qwen_vl_window,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0195-000005103370,5103370,5116730,13360,host_semantic_block,host_semantic,explain_or_transition_candidate,latest_live_02-A000894;latest_live_02-A000895;latest_live_02-A000896;latest_live_02-A000897,,latest_live_02-COM00029;latest_live_02-COM00030,asr_host_speech,我这个球里面，这个是什么？ 这个是铁坨坨。 一个铁坨坨是一，一个铁坨坨100克。 我给你们看，一个铁坨坨正儿八经铁坨坨100克，这里面600克，加上球本身的重量，我这个球是720克。,0.943,no_course_match,candidate_relation_arbitrated_insufficient_source_evidence,observed_by_qwen_vl_window,derived_from_asr_timestamps_volume_not_measured,partial
latest_live_02,latest_live_02-SEM0196-000005117170,5117170,5143970,26800,course_explanation_block,course_explanation,teach_or_demonstrate_candidate,latest_live_02-A000898;latest_live_02-A000899;latest_live_02-A000900;latest_live_02-A000901,,,asr_host_speech,720克这样的球，我可以挂两到三个，然后用我的盆底肌的力量把它小球握住，把它轻轻松松吊起来。 不仅我可以吊起来，我可以在身体不动的情况下控制，让这个球前后摆动。 好，左右摆动，还有360度的螺旋式的旋转动。 不仅我可以做到，姐妹们，我所有的学员21天都可以，56、60，我的学员70多岁都可以吊球球。,0.916,blocked_source_missing,insufficient_source_evidence,observed_by_qwen_vl_window,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0197-000005144330,5144330,5154930,10600,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_02-A000902;latest_live_02-A000903;latest_live_02-A000904;latest_live_02-A000905,,,asr_host_speech,所以说，你不要看一个老师说了什么，你要看他做了什么。 你看他有没有真功夫？ 老师有真功夫才能把你教出真功夫，老师自己都没有功夫，怎么教你们？ 靠嘴嗨吗？,0.95,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0198-000005155370,5155370,5176830,21460,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_02-A000906;latest_live_02-A000907;latest_live_02-A000908;latest_live_02-A000909,,,asr_host_speech,所以说，想看老师吊球球的姐妹们，来，想不想看老师吊球球？ 想看老师吊球球的，你们点击左上角的头像进粉丝群，让你们见识一下什么叫真功夫、什么叫盆底肌的力量、什么叫好的盆底肌！ 要不然你以为我给在给你吹牛？ 我让你看一下我怎么把一个柚子咔吊起来，怎么把一个椰子咔吊起来，怎么轻轻松松的让这个盆底肌能够转圈圈的！,0.884,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0199-000005177070,5177070,5201340,24270,course_explanation_block,course_explanation,teach_or_demonstrate_candidate,latest_live_02-A000910;latest_live_02-A000911;latest_live_02-A000912;latest_live_02-A000913,,,asr_host_speech,你们去看一下，你就知道我有没有骗你们了！ 只不过这个就属于我们高阶训练的功法了，高阶训练的功法，真正的女人的内核心，想要练中后段力量的！ 因为我们女性是口子紧、里面松的，所以是喇叭状的。 大部分你们平时练习的所有健身运动，练的盆底肌基本上都是口子，但是中后端它在通道力量，通道力量是要练私密的。,0.95,blocked_source_missing,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0200-000005202060,5202060,5211220,9160,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_02-A000914;latest_live_02-A000915;latest_live_02-A000916;latest_live_02-A000917,,,asr_host_speech,所以中后端的力量，我们怎么进行分段练习？ 怎么爬楼梯？ 怎么练吞吐力？ 怎么练360度的螺旋旋转？,0.925,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0201-000005211660,5211660,5232500,20840,course_explanation_block,course_explanation,teach_or_demonstrate_candidate,latest_live_02-A000918;latest_live_02-A000919;latest_live_02-A000920;latest_live_02-A000921,,,asr_host_speech,这个没有办法在这里给大家展示啊！ 但是我告诉你，每个女人你们都应该要练，你把中后端的力量练起来了，螺旋练起来了，你们把这个摆动、收缩练起来了，姐妹们真的很不一样！ 这个这辈子只有两种女人：一种是练过私密的，一种是没有练过的。 遇到的两种人，两种不同的状态。,0.95,blocked_source_missing,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0202-000005232580,5232580,5296150,63570,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_02-A000922;latest_live_02-A000923;latest_live_02-A000924;latest_live_02-A000925,,,asr_host_speech,我跟你们说啊，所以说啊，没有进粉丝群的姐妹们，可以点左上角的头像进粉丝群，你们就可以看到老师怎么吊球球、怎么进行训练的。 想跟老师学习的，我们也有线下课，给大家看一下我们的线下课，每个月我们都有，我们在成都、在杭州、在广州、在北京，啊，然后呢，线下课就会针对性的给你辅导，进行评估，然后完了过后呢，做内部训练，所以线下我们三天，你们都可以把这个球球吊起来，线下三天都可以把这个球球吊起来，然后当然我们也有线上的21天的训练，也可以教大家，如果我们没有办法来线下的，你们可以参加线上的学习，有时间想来线下的，来线下会更高…,0.95,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0203-000005296430,5296430,5337260,40830,course_explanation_block,course_explanation,teach_or_demonstrate_candidate,latest_live_02-A000926;latest_live_02-A000927;latest_live_02-A000928;latest_live_02-A000929;latest_live_02-A000930,,,asr_host_speech,我们全世界都有，我们在美国、在欧洲、在新西兰、然后马来西亚、新加坡，然后包括澳大利亚，这些都有我们的学员。 Ok，好，来，好，接下来接下来我们啊要练一个啊我们的这个螺旋旋转的练习，就是让我们整个里面的循环能够变得更好。 很多姐妹经常久坐的啊，然后呢下腹部容易凉的，吃一点东西肚子就不舒服的，或者是说我们平时姨妈颜色会比较深的，你感觉它不是很顺畅的。 每个月来，提前一个星期，情绪就不好了，状态就不好了。 接下来这个练习，你们一定要做！,0.95,blocked_source_missing,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0204-000005337620,5337620,5358780,21160,engagement_block,opening_or_engagement,welcome_or_warmup_candidate,latest_live_02-A000931;latest_live_02-A000932;latest_live_02-A000933;latest_live_02-A000934,,,asr_host_speech,还有姐妹们，有没有45岁以上的，快要到更年期的？ 我们女性的更年期的前七后八，这个阶段是非常重要的。 如果你的更年期前七后八过得就是很嗯，做的很好，那么你基本上是没有什么太大的感觉。 但是如果你没有提前的去关注，你可能断崖式的下降。,0.942,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0205-000005358940,5358940,5391710,32770,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_02-A000935;latest_live_02-A000936;latest_live_02-A000937;latest_live_02-A000938,,,asr_host_speech,很多人你看，更年期很恼火，而且有些那个更年期持续十几年，真的是很痛苦。 所以说，如果你有40岁以上的，然后呢，你不想要自己以后更年期面临这些问题的，接下来这个动作，你们每天就做个两到3分钟，尤其是晚上睡觉之前做，特别好！ 怎么做呢？ 大家看我啊，咱们用这个瑜伽球，把它放在这个板凳上面，然后呢，让你的盆底肌坐在这个瑜伽球上，然后你可以……你家的沙发呀，床边儿上都可以哈。,0.95,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0206-000005391830,5391830,5455160,63330,course_explanation_block,course_explanation,teach_or_demonstrate_candidate,latest_live_02-A000939;latest_live_02-A000940;latest_live_02-A000941;latest_live_02-A000942,,latest_live_02-COM00031;latest_live_02-COM00032;latest_live_02-COM00033;latest_live_02-COM00034;latest_live_02-COM00035,asr_host_speech,坐上了过后，然后用你的盆底肌带动你的骨盆往左推、往前收、往右推、往后拉、往左推、往前收、往右推、往后拉、往左推、往前收、往右推、往后拉。 用盆底肌带动我们的骨盆转动起来，刚好你看是不是我们这个骨盆的圈儿圈儿这一个区域，左前右后、左前右后，然后你要让它转起来。 你这个地方转起来了，里面它就像搅拌咖啡一样螺旋式的旋转起来，你的发动机就被启动起来了啊，你的那些不畅快的东西它就排出去了。 好，所以来转起来啊，左前右后，左前右后，左前右后，左前右后，你看转，往前收，往后放，往前收，往后放。,0.95,blocked_source_missing,candidate_relation_arbitrated_insufficient_source_evidence,observed_by_qwen_vl_window,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0207-000005455560,5455560,5491130,35570,course_explanation_block,course_explanation,teach_or_demonstrate_candidate,latest_live_02-A000943;latest_live_02-A000944;latest_live_02-A000945;latest_live_02-A000946,,,asr_host_speech,往前收，往后放。 你看我腰部没有动，肩部没有动，腿部没有动，只有盆底肌收放收放，用盆底肌去揉这个球。 同时呢，让这个球滚动起来，帮你去按摩你的盆底肌。 所以有盆底肌高张力的姐妹、有疼痛的姐妹、平时憋不住的、坐久了整个下半身感觉就像是水泥灌过一样很紧张的、放不松的、平时想跑想跳你都感觉蹦不起来、这个地方都感觉僵住了的，来，这个动作做起来！,0.95,blocked_source_missing,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0208-000005491210,5491210,5498510,7300,course_explanation_block,course_explanation,teach_or_demonstrate_candidate,latest_live_02-A000947;latest_live_02-A000948;latest_live_02-A000949;latest_live_02-A000950,,,asr_host_speech,你看，收。 放、收、放，你看这个时候下腹部会不会用力？ 会。 耻骨会不会用力？,0.95,blocked_source_missing,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0209-000005498750,5498750,5507070,8320,course_explanation_block,course_explanation,teach_or_demonstrate_candidate,latest_live_02-A000951;latest_live_02-A000952;latest_live_02-A000953;latest_live_02-A000954,,,asr_host_speech,会。 盆底肌会不会用力？ 会。 好，来，收、放、收、放、收、放、收、放。,0.939,blocked_source_missing,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0210-000005507230,5507230,5526590,19360,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_02-A000955;latest_live_02-A000956;latest_live_02-A000957;latest_live_02-A000958,,,asr_host_speech,所以咱们想练盆，想练好盆底肌，你说一点都不费力，大家觉得可能吗？ 这样你永远练不紧，永远练不了力量。 所以有很多人为了卖这个球球给大家，就是啊，你坐上去你就随便揉，你就很放松的去转。 没有用，你们按照我教你们的方法，你才能够快速的拿结果。,0.95,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0211-000005526950,5526950,5570150,43200,course_explanation_block,course_explanation,teach_or_demonstrate_candidate,latest_live_02-A000959;latest_live_02-A000960;latest_live_02-A000961;latest_live_02-A000962;latest_live_02-A000963,,,asr_host_speech,所以咱们要配合里面要发力的内核心，收放球球是辅助，我们最重要是盆底肌，自己要学会动，收放、收放、收放、收放、收放，你就每天这样顺时针转20圈，然后你再逆时针，你再转20圈。 收放收放收放收放收放，看没看到？ 是不是只有盆底肌在动？ 是不是盆底肌里面带动小骨盆，带动大骨盆，腰部不要动。 身体不要动，哎，这样才能够真正的练到我们的盆底肌。,0.92,blocked_source_missing,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0212-000005570550,5570550,5608460,37910,course_explanation_block,course_explanation,teach_or_demonstrate_candidate,latest_live_02-A000964;latest_live_02-A000965;latest_live_02-A000966;latest_live_02-A000967;latest_live_02-A000968,,,asr_host_speech,ok，姐妹们学会了吗？ 所以这个动作看起来很简单，但是你们当天做，做完过后你摸一下。 你的整个下腹部、你的盆底肌都会热热的，都会暖暖的。 你会发现做着做着，有些人呼——一股暖流就排下来了，非常的舒服！ 所以，所有的只要有了月经过后的姐妹们，一定要做这个动作：每次姨妈之前一个星期，你们揉一揉啊；然后完了之后，睡觉之前，比如说你今天白天出去生气了……压力很大，然后觉得整个人很紧绷，头皮就像盖盖了一个锅、那个、那个钢盔一样的。,0.895,blocked_source_missing,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0213-000005608540,5608540,5646530,37990,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_02-A000969;latest_live_02-A000970;latest_live_02-A000971;latest_live_02-A000972,,,asr_host_speech,你怎么放松都放不下来，来，把这个地方揉一揉，你发现很神奇，下面揉开了，上面就想开了。 因为老祖宗讲的很好，《黄帝内经》当中有一句话是这么讲的：“你们品一品，叫‘会阴松，全身松；会阴通，全身通’。 ”就身体它其实是个整体，这个地方盆底肌这个地方就是我们的一个开关，一个窍门儿。 你把这个地方你打开了，这个地方一柔软了，你发现你的这个地方就放松下来了，整个人嗯go to bed，你就会睡得很香，知道吗？,0.896,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0214-000005646770,5646770,5678190,31420,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_02-A000973;latest_live_02-A000974;latest_live_02-A000975;latest_live_02-A000976;latest_live_02-A000977,,,asr_host_speech,你就会睡眠特别好，ok？ 好，来，啊，有老师说，老师，那里不舒服是什么原因？ 呃，你进粉丝群吧，那个心向暖阳，因为因为你光这样跟我描述，我没有办法告诉你，而且在直播间不可以讲，哈哈哈。 就是如果大家有一些个别的问题，就是呃确实是嗯就是不知道什么原因的，其他我不敢说，就只要跟这个区域相关的。 任何问题，你们都可以单独来找到我，我会给你们耐心的解答。,0.95,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0215-000005678270,5678270,5703900,25630,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_02-A000978;latest_live_02-A000979;latest_live_02-A000980;latest_live_02-A000981,,,asr_host_speech,因为在直播间里，专业的东西老师不能在这里讲，毕竟咱们不是穿白衣服的。 咱们是个运动主播，但是呢，南希老师做了十几年的时间，然后这些东西对我来讲 so easy，我都会告诉你。 包括我自己之前也遇到过很多很多这些困扰，这些问题，我也帮助了数十万家。 你想在老师这里见过太多的各式各样的，两个子宫的、两个通道的，啥人都有。,0.95,no_course_match,insufficient_source_evidence,not_observable,derived_from_asr_timestamps_volume_not_measured,partial
latest_live_02,latest_live_02-SEM0216-000005704260,5704260,5723500,19240,host_semantic_block,host_semantic,explain_or_transition_candidate,latest_live_02-A000982;latest_live_02-A000983;latest_live_02-A000984;latest_live_02-A000985,,,asr_host_speech,还有、还有、还有两两个两个那个啥的，算了不讲了。 就是我见过太多很异常的，还有很多没有没有子宫的，还有很多什么我们说的是什么石女、什么女、什么都有。 我见过很多很多啊。 然后呢，这些在我的内部直播里，我会跟你们讲。,0.95,no_course_match,insufficient_source_evidence,not_observable,derived_from_asr_timestamps_volume_not_measured,partial
latest_live_02,latest_live_02-SEM0217-000005723620,5723620,5744620,21000,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_02-A000986;latest_live_02-A000988;latest_live_02-A000989;latest_live_02-A000990,,,asr_host_speech,然后当然大家有一些个别的比较隐私的问题，想要单独问老师的，可以私信我哈。 好不好？ 好，那我们啊，接下来就请我们的小助理、我们的冰冰老师给大家介绍一下这个球怎么用，然后怎么选择，好不好？ 好，来，大家喜欢老师的也可以关注上，想跟老师一起跟练的姐妹们。,0.95,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0218-000005744980,5744980,5770760,25780,sales_trust_node,sales_or_conversion,offer_or_conversion_candidate,latest_live_02-A000991;latest_live_02-A000992;latest_live_02-A000993;latest_live_02-A000994,,,asr_host_speech,然后呢，记住收到球过后，一号链接里面的球球拍了过后，然后我们会有个学习卡，到时候学习卡上面有专门的视频课程，可以进入老师的这个粉丝，可以内部群里面。 然后呢，你们也可以关注老师，每天这个同一时间呢，我都会给大家直播，去带大家在直播间里免费练习。 ok，好，那有请我们的冰冰老师，大家有什么问题也可以在评论区留言哈。 好的，没问题。,0.95,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0219-000005771240,5771240,5802130,30890,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_02-A000995;latest_live_02-A000996;latest_live_02-A000997;latest_live_02-A000998,,,asr_host_speech,来，姐姐们，你们有什么问题都可以打到公屏上哈。 今天我给大家讲一下我们这个球怎么去使用，怎么去拍，然后它跟咱们平时在市面上看到的其他的普通的球有什么区别，今天我都给大家讲一下啊。 尤尤其是很多姐妹们，就是还没有试过的，对不对？ 才来到咱们直播间，从来没有做过一个产后训练的，从来没有做过一个产后护理的，然后不知道该怎么去应对的，不知道怎么去练啊，咱们就是买到球之后都不知道怎么去用的，不知道怎么去提、怎么去吸、怎么去收它，都不知道。,0.95,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_02,latest_live_02-SEM0220-000005802370,5802370,5810840,8470,engagement_block,opening_or_engagement,welcome_or_warmup_candidate,latest_live_02-A000999,,,asr_host_speech,今天就在我们直播间蹲好哈，然后呢主播给大家讲一下，尤其是已经生宝宝的，然后呢比如说身上有那个大肚腩的，有。,0.912,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
latest_live_03,latest_live_03-SEM0001-000000000080,80,16280,16200,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_03-A000001;latest_live_03-A000002;latest_live_03-A000003;latest_live_03-A000004,,latest_live_03-COM00001;latest_live_03-COM00002,asr_host_speech,会发现没有结果。 好，所以很多姐妹有这个球，但是没有人教你们怎么用，是不是？ 球我跟你们说，在哪里都能买得到，但是训练的方法更值钱啊！ 所以你们在我这里，老师就会教你们怎么用这个球，怎么更好的练习。,0.936,no_course_match,candidate_relation_arbitrated_insufficient_source_evidence,observed_by_qwen_vl_window,derived_from_asr_timestamps_volume_not_measured,partial
latest_live_03,latest_live_03-SEM0002-000000016520,16520,46080,29560,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_03-A000005;latest_live_03-A000006;latest_live_03-A000007;latest_live_03-A000008;latest_live_03-A000009;latest_live_03-A000010;latest_live_03-A000011;latest_live_03-A000012;latest_live_03-A000013,,,asr_host_speech,当然，如果有一些姐妹可能没有时间跟直播的，然后你们也可以拍了球过后，单独找到我的客服，一对一发给你们我的专门有20节的视频课程。 然后呢，这20节视频课程就没有那么多理论讲解的部分，就是带大家练习怎么找发力点、怎么练。 比如说悬垂腹的怎么练？ 肚子大的怎么练？ 骨盆前倾的怎么练？ 臀部凹陷的怎么练？ 然后盆底肌松的怎么练？ 盆底肌痛的怎么练？ 盆底肌高张的怎么练啊？,0.95,no_course_match,insufficient_source_evidence,observed_by_qwen_vl_window,derived_from_asr_timestamps_volume_not_measured,passed
latest_live_03,latest_live_03-SEM0003-000000046240,46240,65200,18960,comment_response_candidate,interaction_or_reply,answer_or_clarify_candidate,latest_live_03-A000014;latest_live_03-A000015;latest_live_03-A000016;latest_live_03-A000017,,,asr_host_speech,然后呢，我会有专门的针对练习的方法，全部录成的视频，是我亲自录制、亲自教学的。 不是你们在网上那种盗盗别人的啊！ 很多人自己，因为他不懂、不会，所以说的话呢，就只能借用别人的。 老师的全是自己亲自录制，我十几年的经验，怎么帮你们快速的找感觉？,0.95,no_course_match,insufficient_source_evidence,source_limited_unknown,derived_from_asr_timestamps_volume_not_measured,blocked_source_limit
