session_id,semantic_event_id,start_ms,end_ms,observed_action,facial_expression,gaze_target,body_posture,hand_gesture,courseware_interaction,action_observation_status,action_confidence,speaking_rate_chars_per_sec,pause_before_ms,pause_after_ms,prosody_label,volume_change,prosody_status,evidence_ref,completion_status
latest_live_02,latest_live_02-SEM0042-000001213970,1213970,1245700,speaking and gesturing,engaged,camera,standing,open palm gestures,none,observed_by_qwen_vl_window,0.98,6.75,338.6,397.1,clear_and_calm,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0005_qwen-vl-plus.json,passed
latest_live_02,latest_live_02-SEM0043-000001246190,1246190,1276830,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.93,352.5,250,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0044-000001276910,1276910,1293390,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,7.46,170,180,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0045-000001293510,1293510,1301880,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,8.46,252.5,242.5,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0046-000001301960,1301960,1318120,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.11,230,300,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0047-000001318480,1318480,1326560,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,7.01,310,250,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0048-000001326680,1326680,1350730,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.22,322.5,332.5,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0049-000001350890,1350890,1372810,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.11,350,415,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0050-000001373230,1373230,1395150,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.91,815,900,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0051-000001395910,1395910,1406950,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.4,470,407.5,steady_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0052-000001407460,1407460,1420340,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.98,358,296,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0053-000001420540,1420540,1448520,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.32,330,310,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0054-000001450000,1450000,1472480,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.32,440,390,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0055-000001472800,1472800,1507180,手持一个粉色的球状物体进行演示。,专注且微笑,镜头/观众,站立，身体微微前倾,右手持球，左手辅助展示,无明显交互,observed_by_qwen_vl_window,0.9,7.38,345,405,清晰流畅,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0006_qwen-vl-plus.json,passed
latest_live_02,latest_live_02-SEM0056-000001507740,1507740,1540590,手持一个粉色的球状物体进行演示。,专注且微笑,镜头/观众,站立，身体微微前倾,右手持球，左手辅助展示,无明显交互,observed_by_qwen_vl_window,0.9,6.34,495,448.3,清晰流畅,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0006_qwen-vl-plus.json,passed
latest_live_02,latest_live_02-SEM0057-000001540870,1540870,1552430,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,7.63,270,315,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0058-000001552890,1552890,1576930,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.06,285,200,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0059-000001577050,1577050,1599510,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.24,265,325,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0060-000001599870,1599870,1621930,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.95,335,345,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0061-000001622330,1622330,1646210,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.17,250,260,steady_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0062-000001646650,1646650,1667310,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.78,355,445,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0063-000001668110,1668110,1692790,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.72,440,320,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0064-000001693110,1693110,1714640,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.96,262.5,252.5,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0065-000001714920,1714920,1740800,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.09,330,400,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0066-000001741360,1741360,1770880,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.35,430,380,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0067-000001771240,1771240,1792830,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,7.06,267.5,187.5,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0068-000001792870,1792870,1841120,speaking and gesturing,engaged and instructive,camera/audience,standing,"pointing, open palms, clasping",none,observed_by_qwen_vl_window,0.98,5.26,274,306,clear_and_direct,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0007_qwen-vl-plus.json,passed
latest_live_02,latest_live_02-SEM0069-000001841320,1841320,1871300,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.74,350,330,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0070-000001871380,1871380,1888140,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.25,210,200,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0071-000001888180,1888180,1906070,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.53,252.5,402.5,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0072-000001906710,1906710,1922030,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.57,330,270,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0073-000001922430,1922430,1961330,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.01,348,316,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0074-000001961570,1961570,1999950,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.04,1223.3,1283.3,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0075-000002000550,2000550,2042820,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,4.18,807.5,767.5,steady_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0076-000002043580,2043580,2089700,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.55,660,660,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0077-000002090460,2090460,2117150,speaking and gesturing,engaged,camera,standing,open_palm,none,observed_by_qwen_vl_window,0.98,4.63,1642.5,1717.5,clear_and_calm,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0008_qwen-vl-plus.json,passed
latest_live_02,latest_live_02-SEM0078-000002118210,2118210,2157460,speaking and gesturing,engaged,camera,standing,open_palm,none,observed_by_qwen_vl_window,0.98,3.38,1222,1058,clear_and_calm,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0008_qwen-vl-plus.json,passed
latest_live_02,latest_live_02-SEM0079-000002157700,2157700,2194350,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,4.35,1047.1,1070,steady_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0080-000002194750,2194750,2240600,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,3.78,752.5,862.5,steady_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0081-000002241440,2241440,2260680,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.19,640,586.7,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0082-000002261000,2261000,2288320,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.47,360,410,steady_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0083-000002288840,2288840,2305560,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,7.07,400,350,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0084-000002305880,2305880,2336580,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.33,465,405,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0085-000002336660,2336660,2352850,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.45,247.5,337.5,steady_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0086-000002353290,2353290,2367250,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.65,320,300,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0087-000002367610,2367610,2386700,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.94,382.5,302.5,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0088-000002386740,2386740,2404900,speaking and gesturing,engaged,camera,standing,pointing with index finger,none,observed_by_qwen_vl_window,0.98,6.74,168,208,clear_and_focused,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0009_qwen-vl-plus.json,passed
latest_live_02,latest_live_02-SEM0089-000002405140,2405140,2418010,speaking and gesturing,engaged,camera,standing,pointing with index finger,none,observed_by_qwen_vl_window,0.98,6.72,247.5,277.5,clear_and_focused,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0009_qwen-vl-plus.json,passed
latest_live_02,latest_live_02-SEM0090-000002418370,2418370,2448090,speaking and gesturing,engaged,camera,standing,pointing with index finger,none,observed_by_qwen_vl_window,0.98,5.69,312,316,clear_and_focused,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0009_qwen-vl-plus.json,passed
latest_live_02,latest_live_02-SEM0091-000002448470,2448470,2463230,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,8.33,285,310,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0092-000002463710,2463710,2484990,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.69,370,300,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0093-000002485190,2485190,2507070,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.15,100,152.5,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0094-000002507480,2507480,2528120,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.6,302.5,350,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0095-000002528720,2528720,2541200,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.7,420,350,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0096-000002541520,2541520,2560760,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,7.53,280,270,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0097-000002561040,2561040,2594620,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.29,330,356.7,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0098-000002595060,2595060,2622560,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.39,415,385,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0099-000002622880,2622880,2659360,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.08,393.3,393.3,steady_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0100-000002659680,2659680,2671040,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.87,250,307.5,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0101-000002671590,2671590,2696830,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,4.41,397.5,552.5,steady_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0102-000002698000,2698000,2709720,主播双手在胸前比划，配合讲解。,专注且认真,镜头/观众方向,坐姿端正,双手在胸前做演示动作,无明显交互,observed_by_qwen_vl_window,0.98,6.17,552.5,360,平稳,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0010_qwen-vl-plus.json,passed
latest_live_02,latest_live_02-SEM0103-000002710120,2710120,2755890,主播双手在胸前比划，配合讲解。,专注且认真,镜头/观众方向,坐姿端正,双手在胸前做演示动作,无明显交互,observed_by_qwen_vl_window,0.98,5.42,2252.5,2262.5,平稳,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0010_qwen-vl-plus.json,passed
latest_live_02,latest_live_02-SEM0104-000002756330,2756330,2786220,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.82,882,842,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0105-000002786460,2786460,2809530,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.58,381.4,381.4,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0106-000002809770,2809770,2824490,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,7.44,170,192.5,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0107-000002824820,2824820,2869960,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.38,290,288,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0108-000002870280,2870280,2886380,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,7.38,285,285,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0109-000002886700,2886700,2919300,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.74,336,336,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0110-000002919620,2919620,2955190,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.93,298,330,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0111-000002955670,2955670,2972350,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.29,520,475,steady_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0112-000002972650,2972650,2992570,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,7.21,300,328,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0113-000002993010,2993010,3050420,hand gesture,neutral,camera,standing,pointing with index finger,none,observed_by_qwen_vl_window,0.9,4.3,1562.5,1640,clear_and_calm,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0011_qwen-vl-plus.json,passed
latest_live_02,latest_live_02-SEM0114-000003051170,3051170,3121260,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,3.6,537.5,910,steady_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0115-000003123500,3123500,3170930,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,2.92,1423.3,866.7,steady_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0116-000003192340,3192340,3205090,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.42,1807.5,337.5,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0117-000003205210,3205210,3231290,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,5.65,360,400,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0118-000003231570,3231570,3246940,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.04,250,360,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0119-000003247660,3247660,3276780,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.7,440,270,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0120-000003276820,3276820,3284020,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.42,160,380,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
latest_live_02,latest_live_02-SEM0121-000003284940,3284940,3338270,"holding basketball while speaking, slight hand movement toward chest","animated, mouth open mid-speech, eyebrows raised",camera/lens,"upright seated, leaning slightly forward","left hand holding basketball, right hand gesturing subtly near torso",none observed,observed_by_qwen_vl_window,0.95,6.16,448.3,348.3,"energetic, persuasive",not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/api_raw/latest_live_02_vision_0012_qwen3-vl-plus.json,passed
latest_live_02,latest_live_02-SEM0122-000003338590,3338590,3357760,not_observable,not_observable,not_observable,not_observable,not_observable,not_observable,source_limited_unknown,0,6.04,252.5,202.5,fast_derived_from_asr_timestamps,not_measured_source_limit,derived_from_asr_timestamps_volume_not_measured,no_qwen_vl_window_overlaps_or_near_event,blocked_source_limit
