priority_rank,priority_score,session_id,review_item_id,related_event_id,related_comment_id,start_ms,timecode,risk_type,review_reason,evidence_refs,current_ai_status,suggested_review_action,completion_status
126,86,latest_live_08,MR-AUDIO-latest_live_08-A000502,latest_live_08-A000502,,2593920,00:43:13,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_08/asr_raw/latest_live_08_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
127,86,latest_live_08,MR-AUDIO-latest_live_08-A000506,latest_live_08-A000506,,2631390,00:43:51,audio_source_or_asr_quality,ASR segment classified as unknown_audio / unstable_word_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_08/asr_raw/latest_live_08_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
128,86,latest_live_08,MR-AUDIO-latest_live_08-A000516,latest_live_08-A000516,,2682310,00:44:42,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_08/asr_raw/latest_live_08_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
129,86,latest_live_08,MR-AUDIO-latest_live_08-A000518,latest_live_08-A000518,,2693270,00:44:53,audio_source_or_asr_quality,ASR segment classified as unknown_audio / unstable_word_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_08/asr_raw/latest_live_08_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
130,86,latest_live_08,MR-AUDIO-latest_live_08-A000520,latest_live_08-A000520,,2698790,00:44:58,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_08/asr_raw/latest_live_08_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
131,86,latest_live_08,MR-AUDIO-latest_live_08-A000521,latest_live_08-A000521,,2702670,00:45:02,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_08/asr_raw/latest_live_08_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
132,86,latest_live_08,MR-AUDIO-latest_live_08-A000522,latest_live_08-A000522,,2704550,00:45:04,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_08/asr_raw/latest_live_08_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
133,86,latest_live_08,MR-AUDIO-latest_live_08-A000523,latest_live_08-A000523,,2712040,00:45:12,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_08/asr_raw/latest_live_08_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
134,86,latest_live_08,MR-AUDIO-latest_live_08-A000617,latest_live_08-A000617,,3161670,00:52:41,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_08/asr_raw/latest_live_08_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
135,86,latest_live_08,MR-AUDIO-latest_live_08-A000687,latest_live_08-A000687,,3539050,00:58:59,audio_source_or_asr_quality,ASR segment classified as unknown_audio / unstable_word_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_08/asr_raw/latest_live_08_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
136,86,latest_live_08,MR-AUDIO-latest_live_08-A000751,latest_live_08-A000751,,3854390,01:04:14,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_08/asr_raw/latest_live_08_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
137,86,latest_live_09,MR-AUDIO-latest_live_09-A000017,latest_live_09-A000017,,83180,00:01:23,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_09/asr_raw/latest_live_09_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
138,86,latest_live_09,MR-AUDIO-latest_live_09-A000042,latest_live_09-A000042,,175540,00:02:55,audio_source_or_asr_quality,ASR segment classified as unknown_audio / unstable_word_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_09/asr_raw/latest_live_09_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
139,86,latest_live_09,MR-AUDIO-latest_live_09-A000124,latest_live_09-A000124,,590380,00:09:50,audio_source_or_asr_quality,ASR segment classified as unknown_audio / unstable_word_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_09/asr_raw/latest_live_09_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
140,86,latest_live_09,MR-AUDIO-latest_live_09-A000142,latest_live_09-A000142,,641620,00:10:41,audio_source_or_asr_quality,ASR segment classified as unknown_audio / unstable_word_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_09/asr_raw/latest_live_09_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
141,86,latest_live_09,MR-AUDIO-latest_live_09-A000225,latest_live_09-A000225,,1108440,00:18:28,audio_source_or_asr_quality,ASR segment classified as unknown_audio / unstable_word_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_09/asr_raw/latest_live_09_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
142,86,latest_live_09,MR-AUDIO-latest_live_09-A000330,latest_live_09-A000330,,1724710,00:28:44,audio_source_or_asr_quality,ASR segment classified as unknown_audio / unstable_word_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_09/asr_raw/latest_live_09_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
143,86,latest_live_10,MR-AUDIO-latest_live_10-A000002,latest_live_10-A000002,,6440,00:00:06,audio_source_or_asr_quality,ASR segment classified as unknown_audio / unstable_word_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_10/asr_raw/latest_live_10_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
144,86,latest_live_10,MR-AUDIO-latest_live_10-A000005,latest_live_10-A000005,,35010,00:00:35,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_10/asr_raw/latest_live_10_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
145,86,latest_live_10,MR-AUDIO-latest_live_10-A000006,latest_live_10-A000006,,43690,00:00:43,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_10/asr_raw/latest_live_10_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
146,86,latest_live_10,MR-AUDIO-latest_live_10-A000007,latest_live_10-A000007,,45490,00:00:45,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_10/asr_raw/latest_live_10_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
147,86,latest_live_10,MR-AUDIO-latest_live_10-A000010,latest_live_10-A000010,,58330,00:00:58,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_10/asr_raw/latest_live_10_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
148,86,latest_live_10,MR-AUDIO-latest_live_10-A000011,latest_live_10-A000011,,61890,00:01:01,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_10/asr_raw/latest_live_10_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
149,86,latest_live_10,MR-AUDIO-latest_live_10-A000012,latest_live_10-A000012,,65570,00:01:05,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_10/asr_raw/latest_live_10_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
150,86,latest_live_10,MR-AUDIO-latest_live_10-A000015,latest_live_10-A000015,,90070,00:01:30,audio_source_or_asr_quality,ASR segment classified as unknown_audio / unstable_word_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_10/asr_raw/latest_live_10_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
151,86,latest_live_10,MR-AUDIO-latest_live_10-A000206,latest_live_10-A000206,,1219070,00:20:19,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_10/asr_raw/latest_live_10_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
152,86,latest_live_10,MR-AUDIO-latest_live_10-A000293,latest_live_10-A000293,,1648050,00:27:28,audio_source_or_asr_quality,ASR segment classified as unknown_audio / unstable_word_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_10/asr_raw/latest_live_10_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
153,86,latest_live_10,MR-AUDIO-latest_live_10-A000334,latest_live_10-A000334,,1854770,00:30:54,audio_source_or_asr_quality,ASR segment classified as unknown_audio / unstable_word_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_10/asr_raw/latest_live_10_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
154,86,latest_live_10,MR-AUDIO-latest_live_10-A000424,latest_live_10-A000424,,2267690,00:37:47,audio_source_or_asr_quality,ASR segment classified as unknown_audio / unstable_word_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_10/asr_raw/latest_live_10_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
155,86,latest_live_10,MR-AUDIO-latest_live_10-A000595,latest_live_10-A000595,,3115640,00:51:55,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_10/asr_raw/latest_live_10_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
156,86,latest_live_10,MR-AUDIO-latest_live_10-A000791,latest_live_10-A000791,,4065380,01:07:45,audio_source_or_asr_quality,ASR segment classified as unknown_audio / unstable_word_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_10/asr_raw/latest_live_10_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
157,86,latest_live_10,MR-AUDIO-latest_live_10-A000893,latest_live_10-A000893,,4535820,01:15:35,audio_source_or_asr_quality,ASR segment classified as unknown_audio / unstable_word_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_10/asr_raw/latest_live_10_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
158,86,latest_live_10,MR-AUDIO-latest_live_10-A000970,latest_live_10-A000970,,5000460,01:23:20,audio_source_or_asr_quality,ASR segment classified as unknown_audio / unstable_word_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_10/asr_raw/latest_live_10_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
159,86,latest_live_10,MR-AUDIO-latest_live_10-A001061,latest_live_10-A001061,,5485420,01:31:25,audio_source_or_asr_quality,ASR segment classified as unknown_audio / unstable_word_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_10/asr_raw/latest_live_10_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
160,86,latest_live_10,MR-AUDIO-latest_live_10-A001194,latest_live_10-A001194,,6123580,01:42:03,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_10/asr_raw/latest_live_10_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
161,86,latest_live_10,MR-AUDIO-latest_live_10-A001204,latest_live_10-A001204,,6164750,01:42:44,audio_source_or_asr_quality,ASR segment classified as low_confidence_speech / low_asr_confidence,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_10/asr_raw/latest_live_10_asr_result.json,partial,回看该时间码音频，确认是否为主播可用话语；非主播不得进入课程/规则生成。,partial
162,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00001,latest_live_01-SEM0001-000000000160,latest_live_01-COM00001,0,00:00:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
163,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00002,latest_live_01-SEM0001-000000000160,latest_live_01-COM00002,0,00:00:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
164,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00003,latest_live_01-SEM0010-000000322680,latest_live_01-COM00003,300000,00:05:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
165,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00004,latest_live_01-SEM0010-000000322680,latest_live_01-COM00004,300000,00:05:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
166,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00005,latest_live_01-SEM0010-000000322680,latest_live_01-COM00005,300000,00:05:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
167,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00006,latest_live_01-SEM0023-000000592680,latest_live_01-COM00006,600000,00:10:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
168,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00007,latest_live_01-SEM0023-000000592680,latest_live_01-COM00007,600000,00:10:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
169,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00008,latest_live_01-SEM0023-000000592680,latest_live_01-COM00008,600000,00:10:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
170,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00009,latest_live_01-SEM0039-000000896920,latest_live_01-COM00009,900000,00:15:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
171,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00010,latest_live_01-SEM0039-000000896920,latest_live_01-COM00010,900000,00:15:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
172,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00011,latest_live_01-SEM0039-000000896920,latest_live_01-COM00011,900000,00:15:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
173,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00012,latest_live_01-SEM0046-000001214480,latest_live_01-COM00012,1200000,00:20:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
174,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00013,latest_live_01-SEM0061-000001501960,latest_live_01-COM00013,1500000,00:25:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
175,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00014,latest_live_01-SEM0061-000001501960,latest_live_01-COM00014,1500000,00:25:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
176,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00015,latest_live_01-SEM0076-000001797750,latest_live_01-COM00015,1800000,00:30:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
177,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00016,latest_live_01-SEM0092-000002104970,latest_live_01-COM00016,2100000,00:35:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
178,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00017,latest_live_01-SEM0092-000002104970,latest_live_01-COM00017,2100000,00:35:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
179,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00018,latest_live_01-SEM0104-000002407810,latest_live_01-COM00018,2400000,00:40:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
180,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00019,latest_live_01-SEM0104-000002407810,latest_live_01-COM00019,2400000,00:40:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
181,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00020,latest_live_01-SEM0104-000002407810,latest_live_01-COM00020,2400000,00:40:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
182,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00021,latest_live_01-SEM0104-000002407810,latest_live_01-COM00021,2400000,00:40:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
183,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00022,latest_live_01-SEM0104-000002407810,latest_live_01-COM00022,2400000,00:40:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
184,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00023,latest_live_01-SEM0115-000002691830,latest_live_01-COM00023,2700000,00:45:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
185,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00024,latest_live_01-SEM0132-000003002940,latest_live_01-COM00024,3000000,00:50:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
186,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00025,latest_live_01-SEM0142-000003321350,latest_live_01-COM00025,3300000,00:55:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
187,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00026,latest_live_01-SEM0147-000003599480,latest_live_01-COM00026,3600000,01:00:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
188,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00027,latest_live_01-SEM0161-000003889200,latest_live_01-COM00027,3900000,01:05:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
189,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00028,latest_live_01-SEM0161-000003889200,latest_live_01-COM00028,3900000,01:05:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
190,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00029,latest_live_01-SEM0172-000004209530,latest_live_01-COM00029,4200000,01:10:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
191,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00030,latest_live_01-SEM0172-000004209530,latest_live_01-COM00030,4200000,01:10:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
192,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00031,latest_live_01-SEM0172-000004209530,latest_live_01-COM00031,4200000,01:10:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,comment_visible_then_host_speech_nearby_but_no_direct_address_proof,insufficient_source_evidence,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
193,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00032,latest_live_01-SEM0183-000004497570,latest_live_01-COM00032,4500000,01:15:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
194,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00033,latest_live_01-SEM0183-000004497570,latest_live_01-COM00033,4500000,01:15:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
195,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00034,latest_live_01-SEM0195-000004792320,latest_live_01-COM00034,4800000,01:20:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
196,82,latest_live_01,MR-REPLY-latest_live_01-RPLY00035,latest_live_01-SEM0195-000004792320,latest_live_01-COM00035,4800000,01:20:00,comment_reply_causality,评论可见但直接回复因果不足，禁止自动写成 direct reply。,host_speech_temporally_near_comment_but_delta_outside_direct_reply_window,topic_related_not_causal,同时回看评论出现窗口和候选回复窗口，人工判 direct/topic_only/unanswered。,partial
