lesson_id,file_name,file_type,duration,source_path,status,segments,elapsed_seconds,error
L0489,C9440.MP4,video,00:04:23.265,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\主机位\C9440.MP4,completed,115,45.081,
L0490,C9441.MP4,video,00:02:36.660,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\主机位\C9441.MP4,completed,68,19.155,
L0491,C9442.MP4,video,00:12:34.755,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\主机位\C9442.MP4,completed,325,96.4,
L0492,C0117.MP4,video,00:00:15.015,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\特写机位\C0117.MP4,completed,1,0.539,
L0493,C7821.MP4,video,00:08:23.503,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\特写机位\C7821.MP4,completed,247,79.727,
L0494,C7822.MP4,video,00:19:11.650,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\特写机位\C7822.MP4,completed,716,204.251,
L0495,C7823.MP4,video,00:19:00.639,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\特写机位\C7823.MP4,completed,670,203.974,
L0496,C7824.MP4,video,00:07:10.930,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\特写机位\C7824.MP4,completed,231,85.197,
L0497,C7825.MP4,video,00:08:48.528,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\特写机位\C7825.MP4,completed,252,94.845,
L0498,C7826.MP4,video,00:00:02.002,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\特写机位\C7826.MP4,completed,1,2.514,
L0499,C7827.MP4,video,00:18:16.595,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\特写机位\C7827.MP4,completed,632,123.377,
L0500,C7828.MP4,video,00:06:17.377,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\特写机位\C7828.MP4,completed,213,46.034,
L0501,C7829.MP4,video,00:03:56.737,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\特写机位\C7829.MP4,completed,130,24.561,
L0502,C7830.MP4,video,00:03:43.223,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\特写机位\C7830.MP4,completed,109,16.485,
L0503,C7831.MP4,video,00:00:10.511,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\特写机位\C7831.MP4,completed,3,1.111,
L0504,C7832.MP4,video,00:00:29.529,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\特写机位\C7832.MP4,completed,11,3.142,
L0505,C7833.MP4,video,00:11:05.164,\\192.168.10.102\市场营销中心\品牌部\所有课程\全新19.9课程素材\特写机位\C7833.MP4,completed,311,75.831,
L0506,第一阶段第三天带练(1).mp4,video,01:24:17.747,\\192.168.10.102\市场营销中心\品牌部\所有课程\全阶段\第一阶段\第一阶段第三天带练(1).mp4,completed,2627,396.707,
L0507,第一阶段第二天(1).mp4,video,01:27:27.454,\\192.168.10.102\市场营销中心\品牌部\所有课程\全阶段\第一阶段\第一阶段第二天(1).mp4,completed,2416,322.388,
L0508,第三天早课.mp4,video,02:13:25.557,\\192.168.10.102\市场营销中心\品牌部\所有课程\全阶段\第一阶段\第三天早课.mp4,completed,4561,602.967,
L0509,第三课脏腑提升.mp4,video,00:15:38.411,\\192.168.10.102\市场营销中心\品牌部\所有课程\全阶段\第一阶段\第三课脏腑提升.mp4,completed,408,86.351,
L0510,第二天早课.mp4,video,01:57:17.892,\\192.168.10.102\市场营销中心\品牌部\所有课程\全阶段\第一阶段\第二天早课.mp4,completed,3533,682.994,
L0511,第二课内丹呼吸法.mp4,video,00:20:38.506,\\192.168.10.102\市场营销中心\品牌部\所有课程\全阶段\第一阶段\第二课内丹呼吸法.mp4,completed,686,118.401,
L0512,第五天早课.mp4,video,02:11:18.911,\\192.168.10.102\市场营销中心\品牌部\所有课程\全阶段\第一阶段\第五天早课.mp4,completed,4452,975.981,
L0513,第六天早课.mp4,video,02:07:39.784,\\192.168.10.102\市场营销中心\品牌部\所有课程\全阶段\第一阶段\第六天早课.mp4,completed,3713,805.694,
L0514,第四天早课.mp4,video,02:00:34.712,\\192.168.10.102\市场营销中心\品牌部\所有课程\全阶段\第一阶段\第四天早课.mp4,completed,3066,739.44,
L0515,第四课盆腔吐纳功.mp4,video,00:21:15.634,\\192.168.10.102\市场营销中心\品牌部\所有课程\全阶段\第一阶段\第四课盆腔吐纳功.mp4,completed,555,129.906,
L0516,灵动八爪鱼.mp4,video,00:24:56.317,\\192.168.10.102\市场营销中心\品牌部\所有课程\全阶段\第二阶段\灵动八爪鱼.mp4,completed,601,194.312,
L0517,玩趣女王-活色生香2023-03-08224612.mp4,video,03:11:59.663,\\192.168.10.102\市场营销中心\品牌部\所有课程\全阶段\第二阶段\玩趣女王-活色生香2023-03-08224612.mp4,completed,6205,1216.093,
L0518,蝴蝶飞.mp4,video,00:17:59.533,\\192.168.10.102\市场营销中心\品牌部\所有课程\全阶段\第二阶段\蝴蝶飞.mp4,completed,533,206.356,
L0519,001_WC-EditVideo_15(2).MP4,video,00:00:30.021,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\7天\001_WC-EditVideo_15(2).MP4,completed,1,0.765,
L0520,001_WC-EditVideo_16(2).MP4,video,00:00:22.700,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\7天\001_WC-EditVideo_16(2).MP4,completed,1,24.856,
L0521,001_WC-EditVideo_17(2).MP4,video,00:00:22.000,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\7天\001_WC-EditVideo_17(2).MP4,completed,1,0.625,
L0522,1F50849D-4FAA-4D94-940C-AB6BC574D396(1).mp4,video,00:00:30.020,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\7天\1F50849D-4FAA-4D94-940C-AB6BC574D396(1).mp4,completed,1,0.677,
L0523,7D8EB55F-8040-4E10-BBAF-C3DD1BAD6FEB(1).mp4,video,00:00:30.033,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\7天\7D8EB55F-8040-4E10-BBAF-C3DD1BAD6FEB(1).mp4,completed,1,0.223,
L0524,12月7日(1).mp4,video,00:00:59.002,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\7天\12月7日(1).mp4,completed,1,1.127,
L0525,75B2F81A-9CCB-4DDF-9991-E470FDBF49D2(1).mp4,video,00:00:21.933,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\7天\75B2F81A-9CCB-4DDF-9991-E470FDBF49D2(1).mp4,completed,1,1.173,
L0526,365课程介绍(2).mp4,video,00:11:40.767,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\7天\365课程介绍(2).mp4,completed,355,95.175,
L0527,1570(2).MP4,video,00:01:38.935,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\7天\1570(2).MP4,completed,1,3.444,
L0528,E1AB50C6-7CAF-434A-9DEE-8968AAF0C11D(1).mp4,video,00:00:30.000,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\7天\E1AB50C6-7CAF-434A-9DEE-8968AAF0C11D(1).mp4,completed,1,0.237,
L0529,七天果冻臀电臀舞总复习.mp4,video,01:51:39.379,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\7天\七天果冻臀电臀舞总复习.mp4,completed,3932,658.245,
L0530,第一天跟练(2).mp4,video,01:10:13.845,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\7天\第一天跟练(2).mp4,completed,2160,388.897,
L0531,第七天早课.mp4,video,01:58:32.360,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\7天\第七天早课.mp4,completed,3298,969.192,
L0532,第三天跟练(2).mp4,video,01:12:53.112,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\7天\第三天跟练(2).mp4,completed,2120,435.297,
L0533,第二天跟练(2).mp4,video,01:07:48.645,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\7天\第二天跟练(2).mp4,completed,1804,364.939,
L0534,第四天跟练(2).mp4,video,00:58:49.446,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\7天\第四天跟练(2).mp4,completed,2243,373.732,
L0535,001_WC-EditVideo_1(2).MP4,video,00:00:24.800,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\21天\001_WC-EditVideo_1(2).MP4,completed,1,0.237,
L0536,21天全阶段第一阶段第三节答疑.mp4,video,00:39:56.048,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\21天\21天全阶段第一阶段第三节答疑.mp4,completed,1319,364.663,
L0537,21天全阶段第一阶段第五节性感野猫式私密开花.mp4,video,02:08:52.106,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\21天\21天全阶段第一阶段第五节性感野猫式私密开花.mp4,completed,3807,851.21,
L0538,21天高级研修班第二阶段第一节昆达里尼抖动.mp4,video,01:22:20.800,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\21天\21天高级研修班第二阶段第一节昆达里尼抖动.mp4,completed,2252,511.604,
L0539,21天高级研修班第二阶段第七节回春功.mp4,video,01:29:26.333,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\21天\21天高级研修班第二阶段第七节回春功.mp4,completed,3108,831.761,
L0540,20210205.mp4,video,00:00:14.400,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\21天\20210205.mp4,completed,5,2.638,
L0541,C1059.mp4,video,00:04:57.914,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\21天\C1059.mp4,completed,164,42.465,
L0542,F375FA22-70E1-450F-B6A8-A6967C7C8B0E(2).mp4,video,00:00:30.267,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\21天\F375FA22-70E1-450F-B6A8-A6967C7C8B0E(2).mp4,completed,1,1.433,
L0543,合集.mp4,video,00:04:59.966,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\21天\合集.mp4,completed,145,37.465,
L0544,提升班(1)(1)(3).mp4,video,00:03:52.249,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\21天\提升班(1)(1)(3).mp4,completed,118,33.632,
L0545,灵能元炁私密瑜伽介绍_视频上传(3).mp4,video,00:05:37.600,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\21天\灵能元炁私密瑜伽介绍_视频上传(3).mp4,completed,144,33.026,
L0546,认识你的PC爱情肌_视频上传.mp4,video,00:04:28.640,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\21天\认识你的PC爱情肌_视频上传.mp4,completed,105,17.357,
L0547,阿卡西视频修改版(2).MP4,video,00:02:20.633,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\21天\阿卡西视频修改版(2).MP4,completed,37,7.054,
L0548,TM-20210813193134-982994367-recording-1(1).mp4,video,01:50:10.840,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\22年早课录制\TM-20210813193134-982994367-recording-1(1).mp4,completed,3680,798.172,
L0549,TM-20221021063421-98126599371-recording-1.mp4,video,01:30:29.312,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\22年早课录制\TM-20221021063421-98126599371-recording-1.mp4,completed,3271,573.793,
L0550,TM-20221022063342-98126599371-recording-1.mp4,video,01:24:30.645,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\22年早课录制\TM-20221022063342-98126599371-recording-1.mp4,completed,2514,569.495,
L0551,TM-20221121063604-81361776284-recording-1.mp4,video,01:33:59.608,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\22年早课录制\TM-20221121063604-81361776284-recording-1.mp4,completed,2712,485.12,
L0552,TM-20221122064108-81361776284-recording-1.mp4,video,01:54:00.912,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\22年早课录制\TM-20221122064108-81361776284-recording-1.mp4,completed,3426,584.147,
L0553,TM-20221123063813-81361776284-recording-1.mp4,video,01:29:24.979,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\22年早课录制\TM-20221123063813-81361776284-recording-1.mp4,completed,2815,449.049,
L0554,TM-20221124064112-81361776284-recording-1.mp4,video,01:30:25.245,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\22年早课录制\TM-20221124064112-81361776284-recording-1.mp4,completed,2464,446.682,
L0555,TM-20221125063611-81361776284-recording-1.mp4,video,01:28:30.845,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\22年早课录制\TM-20221125063611-81361776284-recording-1.mp4,completed,1920,488.35,
L0556,TM-20221126064344-81361776284-recording-1.mp4,video,01:29:21.246,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\22年早课录制\TM-20221126064344-81361776284-recording-1.mp4,completed,2090,372.38,
L0557,TM-20221127062839-107168429-recording-1.mp4,video,02:00:47.580,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\22年早课录制\TM-20221127062839-107168429-recording-1.mp4,completed,3655,748.229,
L0558,TM-20221130065413-81361776284-recording-1.mp4,video,01:28:20.780,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\22年早课录制\TM-20221130065413-81361776284-recording-1.mp4,completed,2783,692.75,
L0559,TM-20221130153759-255485251-recording-1.mp4,video,02:32:14.269,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\22年早课录制\TM-20221130153759-255485251-recording-1.mp4,completed,4702,1033.883,
L0560,TM-20221201065010-81361776284-recording-1.mp4,video,02:18:19.595,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\22年早课录制\TM-20221201065010-81361776284-recording-1.mp4,completed,4202,1087.252,
L0561,TM-20221202064850-81361776284-recording-1.mp4,video,01:46:55.535,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\22年早课录制\TM-20221202064850-81361776284-recording-1.mp4,completed,2666,1011.617,
L0562,TM-20221204065444-81361776284-recording-1.mp4,video,01:36:47.072,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\22年早课录制\TM-20221204065444-81361776284-recording-1.mp4,completed,2590,724.754,
L0563,TM-20221205064412-81361776284-recording-1.mp4,video,01:27:09.979,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\22年早课录制\TM-20221205064412-81361776284-recording-1.mp4,completed,2315,520.226,
L0564,TM-20221206064702-81361776284-recording-1.mp4,video,01:24:13.696,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\22年早课录制\TM-20221206064702-81361776284-recording-1.mp4,completed,2809,1264.598,
L0565,TM-20221208064601-81361776284-recording-1.mp4,video,01:31:18.944,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\22年早课录制\TM-20221208064601-81361776284-recording-1.mp4,completed,2440,440.098,
L0566,TM-20221209062307-81361776284-recording-1.mp4,video,01:33:13.579,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\22年早课录制\TM-20221209062307-81361776284-recording-1.mp4,completed,2324,526.187,
L0567,TM-20221210064850-81361776284-recording-1.mp4,video,01:35:36.672,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\22年早课录制\TM-20221210064850-81361776284-recording-1.mp4,completed,2367,563.567,
L0568,398第5节.mp4,video,00:05:52.667,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\398\398第5节.mp4,completed,213,38.887,
L0569,398第5节课训练.mp4,video,00:06:09.000,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\398\398第5节课训练.mp4,completed,314,42.836,
L0570,398第7节课训练.mp4,video,00:05:43.100,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\398\398第7节课训练.mp4,completed,87,214.09,
L0571,398第七节课.mp4,video,00:05:01.200,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\398\398第七节课.mp4,completed,152,35.593,
L0572,398第三节课程训练.mp4,video,00:05:15.567,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\398\398第三节课程训练.mp4,completed,83,25.094,
L0573,398第二节课.mp4,video,00:05:15.200,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\398\398第二节课.mp4,completed,110,29.497,
L0574,398第四节课程.mp4,video,00:10:04.700,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\398\398第四节课程.mp4,completed,272,68.969,
L0575,DAY2-twerk基础.mp4,video,00:57:56.291,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\DAY1247\DAY2-twerk基础.mp4,completed,1613,335.509,
L0576,DAY4'twerk2021-11-17082515.mp4,video,00:52:18.132,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\DAY1247\DAY4'twerk2021-11-17082515.mp4,completed,1,18.698,
L0577,day4Twerk早课20211117.mp4,video,01:00:03.179,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\DAY1247\day4Twerk早课20211117.mp4,completed,1589,676.774,
L0578,DAY7；驭夫术2020-04-02164855.mp4,video,01:01:05.910,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\DAY1247\DAY7；驭夫术2020-04-02164855.mp4,completed,1627,373.906,
L0579,DAY3-PC肌激活2020-03-29151947.mp4,video,00:56:02.208,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\PC肌\DAY3-PC肌激活2020-03-29151947.mp4,completed,1346,353.69,
L0580,PC肌动力提升（入球）改.mp4,video,00:41:03.761,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\PC肌\PC肌动力提升（入球）改.mp4,completed,1283,383.53,
L0581,PC肌动力训练(全集).mp4,video,00:18:55.680,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\PC肌\PC肌动力训练(全集).mp4,completed,497,97.824,
L0582,PC肌动能训练_回看.mp4,video,01:11:43.488,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\PC肌\PC肌动能训练_回看.mp4,completed,1886,364.622,
L0583,PC肌激活.mp4,video,00:30:33.715,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\PC肌\PC肌激活.mp4,completed,1000,275.775,
L0584,第3课 PC肌激活2020-03-27211753.mp4,video,01:03:53.918,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\PC肌\第3课 PC肌激活2020-03-27211753.mp4,completed,1764,458.875,
L0585,第四节动力唤醒.mp4,video,00:32:33.468,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\PC肌\第四节动力唤醒.mp4,completed,850,217.409,
L0586,第四课 PC肌动力训练2020-04-26211733.mp4,video,01:09:06.851,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\PC肌\第四课 PC肌动力训练2020-04-26211733.mp4,completed,1655,429.648,
L0587,亲密关系第二课2021-05-15.mp4,video,00:03:48.259,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\亲密能量-阿卡西\亲密关系第二课2021-05-15.mp4,completed,30,12.586,
L0588,亲密关系第二课2021-05-15081721.mp4,video,01:36:40.012,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\亲密能量-阿卡西\亲密关系第二课2021-05-15081721.mp4,completed_reused,1356,0,
L0589,亲密能量第七课2021-08-19084836.mp4,video,01:44:22.090,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\亲密能量-阿卡西\亲密能量第七课2021-08-19084836.mp4,completed_reused,1659,0,
L0590,亲密能量第五节2021-08-17211427.mp4,video,01:03:34.855,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\亲密能量-阿卡西\亲密能量第五节2021-08-17211427.mp4,completed_reused,944,0,
L0591,亲密能量第八课2021-08-28083120.mp4,video,01:25:27.429,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\亲密能量-阿卡西\亲密能量第八课2021-08-28083120.mp4,completed_reused,1844,0,
L0592,亲密能量第六课2021-08-18082700.mp4,video,01:22:36.720,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\亲密能量-阿卡西\亲密能量第六课2021-08-18082700.mp4,completed_reused,1828,0,
L0593,Day1【冥想】自我关怀倾听被忽略和压抑的自己.mp4,video,00:11:06.436,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\冥想\Day1【冥想】自我关怀倾听被忽略和压抑的自己.mp4,completed,156,48.615,
L0594,Day2：【冥想】回归女人圈，女人看见女人拿回女性荣耀.mp4,video,00:20:51.602,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\冥想\Day2：【冥想】回归女人圈，女人看见女人拿回女性荣耀.mp4,completed,450,96.543,
L0595,Day3：【冥想】联结与唤醒四大原型能量.mp4,video,00:22:27.222,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\冥想\Day3：【冥想】联结与唤醒四大原型能量.mp4,completed,446,102.774,
L0596,Day4：【冥想】联结大地母亲，拥抱内在小孩.mp4,video,00:15:57.196,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\冥想\Day4：【冥想】联结大地母亲，拥抱内在小孩.mp4,completed,336,67.952,
L0597,Day5：【冥想】平衡温柔与坚定，激活你的阳性力量.mp4,video,00:14:14.703,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\冥想\Day5：【冥想】平衡温柔与坚定，激活你的阳性力量.mp4,completed,261,67.756,
L0598,Day6：【冥想】疗愈爱与激活心轮，爱与宽恕练习，成为爱与美的化身.mp4,video,00:17:54.109,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\冥想\Day6：【冥想】疗愈爱与激活心轮，爱与宽恕练习，成为爱与美的化身.mp4,completed,412,92.643,
L0599,女神疗愈-镜子练习.mp4,video,00:15:21.209,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\冥想\女神疗愈-镜子练习.mp4,completed,326,54.97,
L0600,第一节：身体健康祈祷冥想2.mp4,video,00:11:06.967,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\冥想\第一节：身体健康祈祷冥想2.mp4,completed,155,83.256,
L0601,能量调频：女性力量自我肯定冥想.mp4,video,00:10:45.909,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\冥想\能量调频：女性力量自我肯定冥想.mp4,completed,141,50.584,
L0602,释放祈祷名冥想 .mp4,video,00:12:08.167,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\冥想\释放祈祷名冥想 .mp4,completed,232,176.441,
L0603,3月7日听她说第七期.mp4,video,01:37:03.170,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\听她说\3月7日听她说第七期.mp4,completed,2645,619.39,
L0604,3月28日听她说第十期.mp4,video,02:18:31.067,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\听她说\3月28日听她说第十期.mp4,completed,4189,967.297,
L0605,11期听她说.mp4,video,01:55:31.533,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\听她说\11期听她说.mp4,completed,3465,763.533,
L0606,0711期听她说完整版.mp4,video,01:19:16.550,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\听她说\0711期听她说完整版.mp4,completed,2173,536.506,
L0607,718听她说.mp4,video,01:04:41.400,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\听她说\718听她说.mp4,completed,1985,433.472,
L0608,718听她说第一位学员.mp4,video,00:10:54.400,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\听她说\718听她说第一位学员.mp4,completed,239,63.108,
L0609,718听她说第三位学员.mp4,video,00:10:02.800,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\听她说\718听她说第三位学员.mp4,completed,363,74.163,
L0610,718听她说第二位学员.mp4,video,00:06:21.833,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\听她说\718听她说第二位学员.mp4,completed,136,43.825,
L0611,718听她说第四位学员.mp4,video,00:36:56.967,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\听她说\718听她说第四位学员.mp4,completed,1095,253.437,
L0612,0725期听她说完整版.mp4,video,01:21:50.550,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\听她说\0725期听她说完整版.mp4,completed,2470,538.95,
L0613,“澜心私房话”第二节直播课“听她说”专题2023-03-21223804.mp4,video,03:03:17.906,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\听她说\“澜心私房话”第二节直播课“听她说”专题2023-03-21223804.mp4,completed,4724,1138.243,
L0614,听她说8月21日.mp4,video,01:22:08.200,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\听她说\听她说8月21日.mp4,completed,2704,545.651,
L0615,听她说-聚焦女性生存痛点2023-01-17200850.mp4,video,01:31:04.974,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\听她说\听她说-聚焦女性生存痛点2023-01-17200850.mp4,completed,2687,595.471,
L0616,听她说-聚焦女性生存痛点(2)-2023-01-17235417.mp4,video,03:31:04.094,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\听她说\听她说-聚焦女性生存痛点(2)-2023-01-17235417.mp4,completed,7317,1374.046,
L0617,听她说——澜心闺蜜私房话第三期.mp4,video,01:59:23.588,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\听她说\听她说——澜心闺蜜私房话第三期.mp4,completed,3388,787.095,
L0618,听她说——澜心闺蜜私房话第二期.mp4,video,01:54:30.204,\\192.168.10.102\市场营销中心\品牌部\所有课程\小鹅通老店铺下载视频素材\听她说\听她说——澜心闺蜜私房话第二期.mp4,completed,3270,723.33,
