lesson_id,file_type,file_name,source_path,expected_size_bytes,actual_size_bytes,expected_last_write_time,actual_last_write_time,exists,size_match,mtime_match,status,error
L0216,video,第三节课：蝴蝶开合闭合练习.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\199紧致V动力 课程教程\高清版\第三节课：蝴蝶开合闭合练习.mp4,2001140614,2001140614,2025-12-02 17:41:04,2025-12-02 17:41:04,true,true,true,ok,
L0217,video,第二节课：三维呼吸脏腑练习.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\199紧致V动力 课程教程\高清版\第二节课：三维呼吸脏腑练习.mp4,3347628639,3347628639,2025-12-02 17:37:38,2025-12-02 17:37:38,true,true,true,ok,
L0218,video,第五节课：古法提肛握力练习.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\199紧致V动力 课程教程\高清版\第五节课：古法提肛握力练习.mp4,1511264475,1511264475,2025-12-02 17:21:38,2025-12-02 17:21:38,true,true,true,ok,
L0219,video,第六节课：静态臀桥耐力训练.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\199紧致V动力 课程教程\高清版\第六节课：静态臀桥耐力训练.mp4,1962849180,1962849180,2025-12-02 17:28:05,2025-12-02 17:28:05,true,true,true,ok,
L0220,video,第四节课：桥式盆底肌收紧练习.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\199紧致V动力 课程教程\高清版\第四节课：桥式盆底肌收紧练习.mp4,2035537999,2035537999,2025-12-02 17:12:44,2025-12-02 17:12:44,true,true,true,ok,
L0221,video,纯净跟练版.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\199紧致V动力 课程教程\高清版\纯净跟练版.mp4,5350109147,5350109147,2025-12-02 17:50:37,2025-12-02 17:50:37,true,true,true,ok,
L0222,video,一 . 荷花摇摆(柔)-动作示范2.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\389课程成片2\398课程成片\动作示范\一 . 荷花摇摆(柔)-动作示范2.mp4,1100703040,1100703040,2024-04-08 19:47:24,2024-04-08 19:47:24,true,true,true,ok,
L0223,video,三 . 性感猫式(魅)-动作示范2.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\389课程成片2\398课程成片\动作示范\三 . 性感猫式(魅)-动作示范2.mp4,731308991,731308991,2024-04-08 20:13:06,2024-04-08 20:13:06,true,true,true,ok,
L0224,video,二 . 蝴蝶开合(润)-动作示范2.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\389课程成片2\398课程成片\动作示范\二 . 蝴蝶开合(润)-动作示范2.mp4,618274921,618274921,2024-04-08 20:00:19,2024-04-08 20:00:19,true,true,true,ok,
L0225,video,五 . 蝴蝶飞(悦)-动作示范2.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\389课程成片2\398课程成片\动作示范\五 . 蝴蝶飞(悦)-动作示范2.mp4,530616898,530616898,2024-04-08 19:57:28,2024-04-08 19:57:28,true,true,true,ok,
L0226,video,六 . 莲花冥想(提)-动作示范2.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\389课程成片2\398课程成片\动作示范\六 . 莲花冥想(提)-动作示范2.mp4,677010147,677010147,2024-04-08 21:01:35,2024-04-08 21:01:35,true,true,true,ok,
L0227,video,四 . 三维呼吸(紧)-动作示范2.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\389课程成片2\398课程成片\动作示范\四 . 三维呼吸(紧)-动作示范2.mp4,736111723,736111723,2024-04-08 20:16:07,2024-04-08 20:16:07,true,true,true,ok,
L0228,video,一 . 荷花摇摆(柔)- 动作讲解1.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\389课程成片2\398课程成片\动作讲解\一 . 荷花摇摆(柔)- 动作讲解1.mp4,394283299,394283299,2024-04-08 19:41:14,2024-04-08 19:41:14,true,true,true,ok,
L0229,video,三 . 性感猫式(魅)-动作讲解1.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\389课程成片2\398课程成片\动作讲解\三 . 性感猫式(魅)-动作讲解1.mp4,359513782,359513782,2024-04-08 20:08:41,2024-04-08 20:08:41,true,true,true,ok,
L0230,video,二 . 蝴蝶开合(润)-动作讲解1.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\389课程成片2\398课程成片\动作讲解\二 . 蝴蝶开合(润)-动作讲解1.mp4,247470338,247470338,2024-04-08 19:55:19,2024-04-08 19:55:19,true,true,true,ok,
L0231,video,五 . 蝴蝶飞(悦)-动作讲解1.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\389课程成片2\398课程成片\动作讲解\五 . 蝴蝶飞(悦)-动作讲解1.mp4,194923716,194923716,2024-04-08 19:46:49,2024-04-08 19:46:49,true,true,true,ok,
L0232,video,六 . 莲花冥想(提)-动作讲解1.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\389课程成片2\398课程成片\动作讲解\六 . 莲花冥想(提)-动作讲解1.mp4,208124240,208124240,2024-04-08 20:38:33,2024-04-08 20:38:33,true,true,true,ok,
L0233,video,四 . 三维呼吸(紧)-动作讲解1.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\389课程成片2\398课程成片\动作讲解\四 . 三维呼吸(紧)-动作讲解1.mp4,184756924,184756924,2024-04-08 20:07:16,2024-04-08 20:07:16,true,true,true,ok,
L0234,video,一 . 荷花摇摆(柔)-动作跟练3.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\389课程成片2\398课程成片\动作跟练\一 . 荷花摇摆(柔)-动作跟练3.mp4,996009061,996009061,2024-04-08 19:52:42,2024-04-08 19:52:42,true,true,true,ok,
L0235,video,三 . 性感猫式(魅)-动作跟练3.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\389课程成片2\398课程成片\动作跟练\三 . 性感猫式(魅)-动作跟练3.mp4,593132448,593132448,2024-04-08 20:16:51,2024-04-08 20:16:51,true,true,true,ok,
L0236,video,二 . 蝴蝶开合(润)-动作跟练3.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\389课程成片2\398课程成片\动作跟练\二 . 蝴蝶开合(润)-动作跟练3.mp4,708044610,708044610,2024-04-08 20:05:26,2024-04-08 20:05:26,true,true,true,ok,
L0237,video,五 . 蝴蝶飞(悦)-动作跟练3.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\389课程成片2\398课程成片\动作跟练\五 . 蝴蝶飞(悦)-动作跟练3.mp4,488754084,488754084,2024-04-08 20:04:33,2024-04-08 20:04:33,true,true,true,ok,
L0238,video,六 . 莲花冥想(提)-动作跟练3.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\389课程成片2\398课程成片\动作跟练\六 . 莲花冥想(提)-动作跟练3.mp4,397072338,397072338,2024-04-08 20:57:04,2024-04-08 20:57:04,true,true,true,ok,
L0239,video,四 . 三维呼吸(紧)-动作跟练3.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\389课程成片2\398课程成片\动作跟练\四 . 三维呼吸(紧)-动作跟练3.mp4,573472552,573472552,2024-04-08 20:22:17,2024-04-08 20:22:17,true,true,true,ok,
L0240,video,综合训练.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\389课程成片2\398课程成片\综合训练.mp4,3399363039,3399363039,2024-04-08 21:34:12,2024-04-08 21:34:12,true,true,true,ok,
L0241,video,一 . 荷花摇摆(柔)-动作示范2.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\398课程竖版成片\动作示范\一 . 荷花摇摆(柔)-动作示范2.mp4,1096603771,1096603771,2024-03-14 17:14:24,2024-03-14 17:14:24,true,true,true,ok,
L0242,video,三 . 性感猫式(润)-动作示范2.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\398课程竖版成片\动作示范\三 . 性感猫式(润)-动作示范2.mp4,731269928,731269928,2024-03-14 17:44:52,2024-03-14 17:44:52,true,true,true,ok,
L0243,video,二 . 蝴蝶开合(润)-动作示范2.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\398课程竖版成片\动作示范\二 . 蝴蝶开合(润)-动作示范2.mp4,618154406,618154406,2024-03-14 17:25:39,2024-03-14 17:25:39,true,true,true,ok,
L0244,video,五 . 三维呼吸(紧)-动作示范2.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\398课程竖版成片\动作示范\五 . 三维呼吸(紧)-动作示范2.mp4,735934366,735934366,2024-03-14 18:33:35,2024-03-14 18:33:35,true,true,true,ok,
L0245,video,六 . 莲花冥想(提)-动作示范2.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\398课程竖版成片\动作示范\六 . 莲花冥想(提)-动作示范2.mp4,677150241,677150241,2024-03-14 17:33:01,2024-03-14 17:33:01,true,true,true,ok,
L0246,video,四 . 蝴蝶飞(悦)-动作示范2.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\398课程竖版成片\动作示范\四 . 蝴蝶飞(悦)-动作示范2.mp4,530691719,530691719,2024-03-14 18:05:52,2024-03-14 18:05:52,true,true,true,ok,
L0247,video,一 . 荷花摇摆(柔)- 动作讲解1.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\398课程竖版成片\动作讲解\一 . 荷花摇摆(柔)- 动作讲解1.mp4,393714608,393714608,2024-03-14 17:05:17,2024-03-14 17:05:17,true,true,true,ok,
L0248,video,三 . 性感猫式(润)-动作讲解1.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\398课程竖版成片\动作讲解\三 . 性感猫式(润)-动作讲解1.mp4,359254587,359254587,2024-03-14 17:49:19,2024-03-14 17:49:19,true,true,true,ok,
L0249,video,二 . 蝴蝶开合(润)-动作讲解1.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\398课程竖版成片\动作讲解\二 . 蝴蝶开合(润)-动作讲解1.mp4,247264683,247264683,2024-03-14 17:18:45,2024-03-14 17:18:45,true,true,true,ok,
L0250,video,五 . 三维呼吸(紧)-动作讲解1.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\398课程竖版成片\动作讲解\五 . 三维呼吸(紧)-动作讲解1.mp4,184774544,184774544,2024-03-14 18:08:49,2024-03-14 18:08:49,true,true,true,ok,
L0251,video,六 . 莲花冥想(提)-动作讲解1.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\398课程竖版成片\动作讲解\六 . 莲花冥想(提)-动作讲解1.mp4,208143652,208143652,2024-03-14 17:39:29,2024-03-14 17:39:29,true,true,true,ok,
L0252,video,四 . 蝴蝶飞(悦)-动作讲解1.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\398课程竖版成片\动作讲解\四 . 蝴蝶飞(悦)-动作讲解1.mp4,194908274,194908274,2024-03-14 18:00:45,2024-03-14 18:00:45,true,true,true,ok,
L0253,video,一 . 荷花摇摆(柔)-动作跟练3.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\398课程竖版成片\动作跟练\一 . 荷花摇摆(柔)-动作跟练3.mp4,994902996,994902996,2024-03-14 16:58:33,2024-03-14 16:58:33,true,true,true,ok,
L0254,video,三 . 性感猫式(润)-动作跟练3.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\398课程竖版成片\动作跟练\三 . 性感猫式(润)-动作跟练3.mp4,592758145,592758145,2024-03-14 17:37:51,2024-03-14 17:37:51,true,true,true,ok,
L0255,video,二 . 蝴蝶开合(润)-动作跟练3.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\398课程竖版成片\动作跟练\二 . 蝴蝶开合(润)-动作跟练3.mp4,707682175,707682175,2024-03-14 17:31:29,2024-03-14 17:31:29,true,true,true,ok,
L0256,video,五 . 三维呼吸(紧)-动作跟练3.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\398课程竖版成片\动作跟练\五 . 三维呼吸(紧)-动作跟练3.mp4,573633972,573633972,2024-03-14 18:17:24,2024-03-14 18:17:24,true,true,true,ok,
L0257,video,六 . 莲花冥想(提)-动作跟练3.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\398课程竖版成片\动作跟练\六 . 莲花冥想(提)-动作跟练3.mp4,397164379,397164379,2024-03-14 17:57:23,2024-03-14 17:57:23,true,true,true,ok,
L0258,video,四 . 蝴蝶飞(悦)-动作跟练3.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\398课程竖版成片\动作跟练\四 . 蝴蝶飞(悦)-动作跟练3.mp4,489035126,489035126,2024-03-14 18:27:00,2024-03-14 18:27:00,true,true,true,ok,
L0259,video,紧致V动力串烧合集mp4.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\398课程竖版成片\紧致V动力串烧合集mp4.mp4,3400809131,3400809131,2024-03-14 18:13:28,2024-03-14 18:13:28,true,true,true,ok,
L0260,video,三维呼吸-进度条.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\398课程进度条版\三维呼吸-进度条.mp4,1475724005,1475724005,2024-05-22 10:08:23,2024-05-22 10:08:23,true,true,true,ok,
L0261,video,串烧-进度条.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\398课程进度条版\串烧-进度条.mp4,3386141957,3386141957,2024-05-22 14:48:36,2024-05-22 14:48:36,true,true,true,ok,
L0262,video,性感猫式-进度.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\398课程进度条版\性感猫式-进度.mp4,1678350474,1678350474,2024-05-21 17:20:32,2024-05-21 17:20:32,true,true,true,ok,
L0263,video,荷花摇摆-进度条版.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\398课程进度条版\荷花摇摆-进度条版.mp4,2484748746,2484748746,2024-05-21 16:43:04,2024-05-21 16:43:04,true,true,true,ok,
L0264,video,莲花冥想-进度条.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\398课程进度条版\莲花冥想-进度条.mp4,1274921046,1274921046,2024-05-21 17:38:42,2024-05-21 17:38:42,true,true,true,ok,
L0265,video,蝴蝶开合-进度.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\398课程进度条版\蝴蝶开合-进度.mp4,1569998633,1569998633,2024-05-21 17:55:30,2024-05-21 17:55:30,true,true,true,ok,
L0266,video,蝴蝶飞-进度条.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程成片合集\398课程进度条版\蝴蝶飞-进度条.mp4,1198836013,1198836013,2024-05-22 09:54:01,2024-05-22 09:54:01,true,true,true,ok,
L0267,video,C0170.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\主镜\C0170.MP4,168042450,168042450,2024-03-04 10:59:27,2024-03-04 10:59:27,true,true,true,ok,
L0268,video,C0181.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\主镜\C0181.MP4,1577452745,1577452745,2024-03-04 16:02:22,2024-03-04 16:02:22,true,true,true,ok,
L0269,video,C0182.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\主镜\C0182.MP4,604293367,604293367,2024-03-04 16:06:33,2024-03-04 16:06:33,true,true,true,ok,
L0270,video,C0183.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\主镜\C0183.MP4,10268806177,10268806177,2024-03-04 16:34:00,2024-03-04 16:34:00,true,true,true,ok,
L0271,video,C0185.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\主镜\C0185.MP4,1308995533,1308995533,2024-03-04 17:11:08,2024-03-04 17:11:08,true,true,true,ok,
L0272,video,C0186.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\主镜\C0186.MP4,3087526829,3087526829,2024-03-04 17:21:33,2024-03-04 17:21:33,true,true,true,ok,
L0273,video,C0187.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\主镜\C0187.MP4,3389544365,3389544365,2024-03-04 17:38:21,2024-03-04 17:38:21,true,true,true,ok,
L0274,video,C0188.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\主镜\C0188.MP4,604293659,604293659,2024-03-04 17:49:56,2024-03-04 17:49:56,true,true,true,ok,
L0275,video,C0189.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\主镜\C0189.MP4,1913024409,1913024409,2024-03-04 17:57:01,2024-03-04 17:57:01,true,true,true,ok,
L0276,video,C0190.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\主镜\C0190.MP4,3624443913,3624443913,2024-03-04 18:10:31,2024-03-04 18:10:31,true,true,true,ok,
L0277,video,C0191.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\主镜\C0191.MP4,2819069041,2819069041,2024-03-04 18:17:47,2024-03-04 18:17:47,true,true,true,ok,
L0278,video,C0192.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\主镜\C0192.MP4,1275437281,1275437281,2024-03-04 18:25:59,2024-03-04 18:25:59,true,true,true,ok,
L0279,video,C0195.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\主镜\C0195.MP4,4429832253,4429832253,2024-03-04 18:41:43,2024-03-04 18:41:43,true,true,true,ok,
L0280,video,C0196.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\主镜\C0196.MP4,3590884777,3590884777,2024-03-04 18:51:50,2024-03-04 18:51:50,true,true,true,ok,
L0281,video,C0197.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\主镜\C0197.MP4,1376111161,1376111161,2024-03-04 19:10:35,2024-03-04 19:10:35,true,true,true,ok,
L0282,video,C0198.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\主镜\C0198.MP4,2919742333,2919742333,2024-03-04 19:19:06,2024-03-04 19:19:06,true,true,true,ok,
L0283,video,C0199.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\主镜\C0199.MP4,1845910294,1845910294,2024-03-04 19:27:01,2024-03-04 19:27:01,true,true,true,ok,
L0284,video,C0200.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\主镜\C0200.MP4,1946583545,1946583545,2024-03-04 19:32:57,2024-03-04 19:32:57,true,true,true,ok,
L0285,video,C0201.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\主镜\C0201.MP4,3053970057,3053970057,2024-03-04 19:42:06,2024-03-04 19:42:06,true,true,true,ok,
L0286,video,C0203.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\主镜\C0203.MP4,1443225021,1443225021,2024-03-04 19:48:07,2024-03-04 19:48:07,true,true,true,ok,
L0287,video,C0204.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\主镜\C0204.MP4,67378045,67378045,2024-03-04 19:53:59,2024-03-04 19:53:59,true,true,true,ok,
L0288,video,C0206.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\主镜\C0206.MP4,6778841393,6778841393,2024-03-04 20:12:00,2024-03-04 20:12:00,true,true,true,ok,
L0289,video,C0207.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\主镜\C0207.MP4,1208324301,1208324301,2024-03-04 20:18:06,2024-03-04 20:18:06,true,true,true,ok,
L0290,video,C0027.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\分镜\C0027.MP4,1577453183,1577453183,2021-02-22 01:33:39,2021-02-22 01:33:39,true,true,true,ok,
L0291,video,C0028.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\分镜\C0028.MP4,604296153,604296153,2021-02-22 01:37:54,2021-02-22 01:37:54,true,true,true,ok,
L0292,video,C0029.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\分镜\C0029.MP4,7785566907,7785566907,2021-02-22 01:59:30,2021-02-22 01:59:30,true,true,true,ok,
L0293,video,C0030.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\分镜\C0030.MP4,2181485583,2181485583,2021-02-22 02:05:12,2021-02-22 02:05:12,true,true,true,ok,
L0294,video,C0031.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\分镜\C0031.MP4,33822003,33822003,2021-02-22 02:36:48,2021-02-22 02:36:48,true,true,true,ok,
L0295,video,C0032.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\分镜\C0032.MP4,3053972847,3053972847,2021-02-22 02:52:49,2021-02-22 02:52:49,true,true,true,ok,
L0296,video,C0033.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\分镜\C0033.MP4,3389543627,3389543627,2021-02-22 03:09:36,2021-02-22 03:09:36,true,true,true,ok,
L0297,video,C0035.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\分镜\C0035.MP4,1879469235,1879469235,2021-02-22 03:28:16,2021-02-22 03:28:16,true,true,true,ok,
L0298,video,C0036.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\分镜\C0036.MP4,3624444643,3624444643,2021-02-22 03:41:49,2021-02-22 03:41:49,true,true,true,ok,
L0299,video,C0037.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\分镜\C0037.MP4,2785514459,2785514459,2021-02-22 03:49:04,2021-02-22 03:49:04,true,true,true,ok,
L0300,video,C0039.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\分镜\C0039.MP4,1241881268,1241881268,2021-02-22 03:57:13,2021-02-22 03:57:13,true,true,true,ok,
L0301,video,C0042.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\分镜\C0042.MP4,4463386827,4463386827,2021-02-22 04:13:00,2021-02-22 04:13:00,true,true,true,ok,
L0302,video,C0043.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\分镜\C0043.MP4,3590886095,3590886095,2021-02-22 04:23:08,2021-02-22 04:23:08,true,true,true,ok,
L0303,video,C0044.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\分镜\C0044.MP4,772080369,772080369,2021-02-22 04:41:50,2021-02-22 04:41:50,true,true,true,ok,
L0304,video,C0045.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\分镜\C0045.MP4,2886184515,2886184515,2021-02-22 04:50:20,2021-02-22 04:50:20,true,true,true,ok,
L0305,video,C0046.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\分镜\C0046.MP4,1913027195,1913027195,2021-02-22 04:58:33,2021-02-22 04:58:33,true,true,true,ok,
L0306,video,C0047.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\分镜\C0047.MP4,1946582803,1946582803,2021-02-22 05:04:13,2021-02-22 05:04:13,true,true,true,ok,
L0307,video,C0048.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\分镜\C0048.MP4,33821413,33821413,2021-02-22 05:06:09,2021-02-22 05:06:09,true,true,true,ok,
L0308,video,C0049.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\分镜\C0049.MP4,3020414299,3020414299,2021-02-22 05:13:24,2021-02-22 05:13:24,true,true,true,ok,
L0309,video,C0051.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\分镜\C0051.MP4,1443225163,1443225163,2021-02-22 05:19:23,2021-02-22 05:19:23,true,true,true,ok,
L0310,video,C0052.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\398课程素材\分镜\C0052.MP4,6745285267,6745285267,2021-02-22 05:43:12,2021-02-22 05:43:12,true,true,true,ok,
L0311,video,573_raw.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\2023老版3980教程视频\573_raw.MP4,184852904,184852904,2022-03-12 07:08:21,2022-03-12 07:08:21,true,true,true,ok,
L0312,video,中脉提升(1).mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\2023老版3980教程视频\中脉提升(1).mp4,2319005140,2319005140,2024-04-23 21:09:24,2024-04-23 21:09:24,true,true,true,ok,
L0313,video,乾坤摆动.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\2023老版3980教程视频\乾坤摆动.mp4,1704095379,1704095379,2024-04-23 20:51:20,2024-04-23 20:51:20,true,true,true,ok,
L0314,video,C3248.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\2023老版3980教程视频\产品视频\C3248.MP4,201469679,201469679,2024-02-15 07:42:31,2024-02-15 07:42:31,true,true,true,ok,
L0315,video,C3249.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\2023老版3980教程视频\产品视频\C3249.MP4,100801595,100801595,2024-02-15 07:42:51,2024-02-15 07:42:51,true,true,true,ok,
L0316,video,C3251.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\2023老版3980教程视频\产品视频\C3251.MP4,100802030,100802030,2024-02-15 07:43:40,2024-02-15 07:43:40,true,true,true,ok,
L0317,video,C3252.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\2023老版3980教程视频\产品视频\C3252.MP4,100802490,100802490,2024-02-15 07:43:55,2024-02-15 07:43:55,true,true,true,ok,
L0318,video,C3253.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\2023老版3980教程视频\产品视频\C3253.MP4,100801874,100801874,2024-02-15 07:44:01,2024-02-15 07:44:01,true,true,true,ok,
L0319,video,C3254.MP4,\\192.168.10.102\市场营销中心\品牌部\所有课程\2023老版3980教程视频\产品视频\C3254.MP4,33690789,33690789,2024-02-15 07:45:29,2024-02-15 07:45:29,true,true,true,ok,
L0320,video,先导课私密垂吊术.MOV.mov,\\192.168.10.102\市场营销中心\品牌部\所有课程\2023老版3980教程视频\先导课私密垂吊术.MOV.mov,1785419244,1785419244,2024-04-23 20:54:13,2024-04-23 20:54:13,true,true,true,ok,
L0321,video,小周天运球.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\2023老版3980教程视频\小周天运球.mp4,1480313125,1480313125,2024-04-23 21:06:47,2024-04-23 21:06:47,true,true,true,ok,
L0322,video,性感回春功.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\2023老版3980教程视频\性感回春功.mp4,2281392798,2281392798,2024-04-23 20:48:20,2024-04-23 20:48:20,true,true,true,ok,
L0323,video,性能量唤醒.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\2023老版3980教程视频\性能量唤醒.mp4,4260343061,4260343061,2024-04-23 21:22:47,2024-04-23 21:22:47,true,true,true,ok,
L0324,video,第三节步步高.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\2023老版3980教程视频\成片\成片-修\第三节步步高.mp4,1901602396,1901602396,2024-04-28 18:02:38,2024-04-28 18:02:38,true,true,true,ok,
L0325,video,第二节灵动八爪鱼.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\2023老版3980教程视频\成片\成片-修\第二节灵动八爪鱼.mp4,2626421044,2626421044,2024-04-28 17:58:05,2024-04-28 17:58:05,true,true,true,ok,
L0326,video,第五节敦煌式.mp4,\\192.168.10.102\市场营销中心\品牌部\所有课程\2023老版3980教程视频\成片\成片-修\第五节敦煌式.mp4,1981789444,1981789444,2024-04-28 18:12:09,2024-04-28 18:12:09,true,true,true,ok,
