rule_id,trigger_type,trigger_pattern,audience_state_candidate,decision_goal_candidate,response_strategy_candidate,response_template_structure,course_source_ref,avatar_action_candidate,prosody_candidate,next_question_or_hook_candidate,risk_level_candidate,human_takeover_required_candidate,fallback_route_candidate,review_status,provisional_status
latest_live_07-RULE0017,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_07-RULE0018,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_07-RULE0019,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_08-RULE0001,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_08-RULE0002,comment_reply_candidate,direct_response,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_08-RULE0003,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_08-RULE0004,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_08-RULE0005,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_08-RULE0006,comment_reply_candidate,direct_response_to_comment,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_08-RULE0007,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_08-RULE0008,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_08-RULE0009,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_08-RULE0010,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_08-RULE0011,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_08-RULE0012,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_08-RULE0013,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_09-RULE0001,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_09-RULE0002,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_09-RULE0003,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_09-RULE0004,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_09-RULE0005,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_09-RULE0006,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_09-RULE0007,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_09-RULE0008,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_10-RULE0001,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_10-RULE0002,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_10-RULE0003,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_10-RULE0004,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_10-RULE0005,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_10-RULE0006,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_10-RULE0007,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_10-RULE0008,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_10-RULE0009,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_10-RULE0010,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_10-RULE0011,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_10-RULE0012,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_10-RULE0013,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_10-RULE0014,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_10-RULE0015,comment_reply_candidate,direct_response,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_10-RULE0016,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_10-RULE0017,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_10-RULE0018,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_10-RULE0019,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
latest_live_10-RULE0020,comment_reply_candidate,uncertain_pending_review,pending_5_6_review,answer_or_handover_candidate,candidate_from_live_window,先承接问题 -> 给安全解释 -> 引导下一步,,neutral_idle,natural_explanatory,pending_review,pending_review,low_confidence_or_pii,manual_takeover,pending_5_6_review,provisional_pending_5_6_review
