review_id,session_id,event_id,timecode,evidence_source,review_question,ai_current_candidate,alternative_explanation,confidence,suggested_review_action,provisional_status
latest_live_02-MR0054,latest_live_02,latest_live_02-E000000285940-0054,00:04:45,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/asr_raw/latest_live_02_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,因为我们骨盆天生宽，盆底肌它就是一个比被延展的，再加上我们要经过怀孕、生产整个过程，所以说盆底肌特别容易出现什么松弛、特别出现无力，那么就会导致它没有办法再支撑我们的整个内核心。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_02-MR0055,latest_live_02,latest_live_02-E000000302020-0055,00:05:02,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/asr_raw/latest_live_02_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,而我们所有的健身、所有的运动其实都跟我们的内核心有关系。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_02-MR0056,latest_live_02,latest_live_02-E000000307870-0056,00:05:07,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/asr_raw/latest_live_02_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,因为你的核心稳了，你的腹压才能稳，它才能保持你的身体在一个良好的状态。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_02-MR0057,latest_live_02,latest_live_02-E000000313190-0057,00:05:13,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/asr_raw/latest_live_02_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,所以所有的哈，就是女性的运动当中，首先是骨盆的稳定性，以及盆底肌要怎么发力。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_02-MR0058,latest_live_02,latest_live_02-E000000320550-0058,00:05:20,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/asr_raw/latest_live_02_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,但是很遗憾的是，你会发现过。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_02-MR0059,latest_live_02,latest_live_02-E000000350240-0059,00:05:50,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/asr_raw/latest_live_02_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,是健身的这个训练，所以。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_02-MR0060,latest_live_02,latest_live_02-E000000354570-0060,00:05:54,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/asr_raw/latest_live_02_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,我们女生有一个地方，是我们一定要练习的地方，大家知道在哪里吗？,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_02-MR0061,latest_live_02,latest_live_02-E000000359330-0061,00:05:59,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/asr_raw/latest_live_02_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,哎，就是我们的盆底肌！,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_02-MR0062,latest_live_02,latest_live_02-E000000361450-0062,00:06:01,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/asr_raw/latest_live_02_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,哎，老师说的对，谢谢你啊，邵老师说的对。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_02-MR0063,latest_live_02,latest_live_02-E000000365010-0063,00:06:05,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/asr_raw/latest_live_02_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,因为我做自己做这个行业做了十几年的时间，就是我们可能专门研究盆底对于人身体整体的影响，我就发现很多以前训练的就忽略了这个问题，尤其是产后的妈妈。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_02-MR0064,latest_live_02,latest_live_02-E000000378190-0064,00:06:18,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/asr_raw/latest_live_02_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,你看，很多产后妈妈可能啊，肚子大了，对不对？,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_02-MR0065,latest_live_02,latest_live_02-E000000381710-0065,00:06:21,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/asr_raw/latest_live_02_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,然后呢，腹部突出了，或者身体长胖了，然后或者说，哎，感觉自己的状态不太好了，然后呢，会去选择运动会，去选择健身，然后就开始去做卷腹呀，啊，就开始去好像跳舞啊，这些想要蹲蹲起啊，这些想让自己快。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_02-MR0066,latest_live_02,latest_live_02-E000000404350-0066,00:06:44,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/asr_raw/latest_live_02_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,是的。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_02-MR0067,latest_live_02,latest_live_02-E000000405770-0067,00:06:45,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/asr_raw/latest_live_02_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,啊，她就是刚刚生了宝宝一年，那个房子就已经小掉出来了，掉在口子上了。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_02-MR0068,latest_live_02,latest_live_02-E000000411170-0068,00:06:51,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/asr_raw/latest_live_02_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,当时我看到她的时候，我就很震惊，我说：“你这么年轻，才生了小孩一年，怎么掉脱垂的这么厉害？,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_02-MR0069,latest_live_02,latest_live_02-E000000416970-0069,00:06:56,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/asr_raw/latest_live_02_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,”结果呢？,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_02-MR0070,latest_live_02,latest_live_02-E000000417810-0070,00:06:57,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/asr_raw/latest_live_02_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,啊，我在问她的时候，她就说：“她去天天去撸铁，然后去做深蹲。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_02-MR0071,latest_live_02,latest_live_02-E000000423250-0071,00:07:03,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/asr_raw/latest_live_02_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,”因为她以前喜欢练臀腿，结果呢，腹部压力过大，就会压迫她，就早早的掉出来了。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_02-MR0072,latest_live_02,latest_live_02-E000000429130-0072,00:07:09,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/asr_raw/latest_live_02_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,所以说，我们女性的训练其实跟男性训练是要有不一样的。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_02-MR0073,latest_live_02,latest_live_02-E000000433090-0073,00:07:13,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/asr_raw/latest_live_02_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,所有姐妹，你们记住，只要你是生过宝宝的。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_02-MR0074,latest_live_02,latest_live_02-E000000436780-0074,00:07:16,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/asr_raw/latest_live_02_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,或者是说，你是长期运动的，或者你想要运动的，或者说我们已经到了五十加了，更年期了，已经绝了，对吧？,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_02-MR0075,latest_live_02,latest_live_02-E000000444100-0075,00:07:24,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/asr_raw/latest_live_02_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,姨妈已经走了。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_02-MR0076,latest_live_02,latest_live_02-E000000445300-0076,00:07:25,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/asr_raw/latest_live_02_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,那么这些时候，我们的特殊时期，我们做运动，一定、一定记住，一定要先学会练盆底肌。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_02-MR0077,latest_live_02,latest_live_02-E000000452940-0077,00:07:32,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/asr_raw/latest_live_02_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,当你学会练盆底肌，你的盆底肌变得很强壮、有力量，且能够稳定你的内核心过后，你才去做那些腹压的、负重的、抗阻的训练。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_02-MR0078,latest_live_02,latest_live_02-E000000462460-0078,00:07:42,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/asr_raw/latest_live_02_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,这样对我们女性才是最友好的。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_02-MR0079,latest_live_02,latest_live_02-E000000464300-0079,00:07:44,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/asr_raw/latest_live_02_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,否则的话，你可能会越练越松、越练越漏、越练越脱。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_02-MR0080,latest_live_02,latest_live_02-E000000468940-0080,00:07:48,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_02/asr_raw/latest_live_02_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,所以说，来，如果从来没有学过盆底肌训练的，从来没有做过私密瑜伽训练的姐妹们，可以关注我，跟着老师一起。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0001,latest_live_03,latest_live_03-E000000000080-0001,00:00:00,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,会发现没有结果。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0002,latest_live_03,latest_live_03-E000000001480-0002,00:00:01,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,好，所以很多姐妹有这个球，但是没有人教你们怎么用，是不是？,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0003,latest_live_03,latest_live_03-E000000006760-0003,00:00:06,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,球我跟你们说，在哪里都能买得到，但是训练的方法更值钱啊！,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0004,latest_live_03,latest_live_03-E000000011840-0004,00:00:11,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,所以你们在我这里，老师就会教你们怎么用这个球，怎么更好的练习。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0005,latest_live_03,latest_live_03-E000000016520-0005,00:00:16,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,当然，如果有一些姐妹可能没有时间跟直播的，然后你们也可以拍了球过后，单独找到我的客服，一对一发给你们我的专门有20节的视频课程。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0006,latest_live_03,latest_live_03-E000000027800-0006,00:00:27,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,然后呢，这20节视频课程就没有那么多理论讲解的部分，就是带大家练习怎么找发力点、怎么练。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0007,latest_live_03,latest_live_03-E000000035360-0007,00:00:35,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,比如说悬垂腹的怎么练？,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0008,latest_live_03,latest_live_03-E000000037640-0008,00:00:37,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,肚子大的怎么练？,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0009,latest_live_03,latest_live_03-E000000038880-0009,00:00:38,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,骨盆前倾的怎么练？,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0010,latest_live_03,latest_live_03-E000000040200-0010,00:00:40,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,臀部凹陷的怎么练？,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0011,latest_live_03,latest_live_03-E000000041760-0011,00:00:41,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,然后盆底肌松的怎么练？,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0012,latest_live_03,latest_live_03-E000000043160-0012,00:00:43,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,盆底肌痛的怎么练？,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0013,latest_live_03,latest_live_03-E000000044400-0013,00:00:44,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,盆底肌高张的怎么练啊？,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0014,latest_live_03,latest_live_03-E000000046240-0014,00:00:46,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,然后呢，我会有专门的针对练习的方法，全部录成的视频，是我亲自录制、亲自教学的。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0015,latest_live_03,latest_live_03-E000000052960-0015,00:00:52,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,不是你们在网上那种盗盗别人的啊！,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0016,latest_live_03,latest_live_03-E000000055840-0016,00:00:55,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,很多人自己，因为他不懂、不会，所以说的话呢，就只能借用别人的。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0017,latest_live_03,latest_live_03-E000000059960-0017,00:00:59,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,老师的全是自己亲自录制，我十几年的经验，怎么帮你们快速的找感觉？,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0018,latest_live_03,latest_live_03-E000000065400-0018,00:01:05,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,你们可以去一号链接点击，然后拍了过后联系客服，然后客服会单独发给你们老师的专门的视频。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0019,latest_live_03,latest_live_03-E000000073960-0019,00:01:13,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,如果没有找到客服，收到球球过后……收到球球过后，会有一张卡片，你们注意一下，不要丢了。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0020,latest_live_03,latest_live_03-E000000081170-0020,00:01:21,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,卡片上面也会有找到老师领课程的方法，你们直接都可以去领取啊。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0021,latest_live_03,latest_live_03-E000000086490-0021,00:01:26,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,因为除了这个视频课程以外，然后大家还可以加入到我的粉丝群里面，我们的内部群里面，里面会专门有5天的魅力女神的直播课。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0022,latest_live_03,latest_live_03-E000000097210-0022,00:01:37,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,直播课是早上、晚上都有。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0023,latest_live_03,latest_live_03-E000000099490-0023,00:01:39,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,早上的时候呢，我们是练私密、练胸、练腹、练臀、练盆底肌；晚上呢，我们是学女性的技巧。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0024,latest_live_03,latest_live_03-E000000108620-0024,00:01:48,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,啊，很多女性其实都没有学习过怎么做女人。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0025,latest_live_03,latest_live_03-E000000112580-0025,00:01:52,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,老师要教你们怎么做女人，怎么享受做女人，怎么做高级、高段位的女人。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0026,latest_live_03,latest_live_03-E000000117780-0026,00:01:57,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,所以想学习的姐妹们，加入我们的粉丝群就可以免费学习。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0027,latest_live_03,latest_live_03-E000000122260-0027,00:02:02,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,这个课程我们以前是699的，以前是699，今天我们只开放20个名额，可以加入老师的粉丝群，去加我们的魅力女生训练营。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0028,latest_live_03,latest_live_03-E000000131780-0028,00:02:11,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,因为这是老师的小号，小号老师要拿来放福利，拿来做宠粉，所以想要。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0029,latest_live_03,latest_live_03-E000000137990-0029,00:02:17,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,提升女性魅力的，想要盆底肌更健康的姐妹们，可以去点击1号链接，29块9拍了瑜伽球过后，不需要再花钱，就可以去领取老师的视频，还有5天的直播跟练课，ok？,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0030,latest_live_03,latest_live_03-E000000151510-0030,00:02:31,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,好，来，再来，去去一号链接、二号链接都可以，一号、二号都是。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0031,latest_live_03,latest_live_03-E000000155630-0031,00:02:35,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,一号一号一号，就一号。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0032,latest_live_03,latest_live_03-E000000156910-0032,00:02:36,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,那为什么上面写的二号链接呢？,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0033,latest_live_03,latest_live_03-E000000158750-0033,00:02:38,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,二号链接是椰子油，一号链接。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
latest_live_03-MR0034,latest_live_03,latest_live_03-E000000160750-0034,00:02:40,_local_runtime/最新直播全量解析_latest_live_full_analysis/full_20260723_155512/latest_live_03/asr_raw/latest_live_03_asr_result.json,确认该事件的 ASR/OCR/动作/评论关系是否准确。,哦哦哦哦，一号链接记住，一定在一号链接才能找到我哦。,可能只是主题接近，不能直接认定因果关系。,0.72,回看对应时间码原视频和本地 API 原始结果。,provisional_pending_5_6_review
